ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GR,GRC,Greece,4,2021-01-07,2020-12-30,685,0,0,0,0,109,684,132,1,6389658.758630185,672,4,0,681,4,28,653,6,8,671,5,50,630,5,27,653,5,40,640,5,14,666,6,5,674,5,7,673,5,0,680,4,11,670,6,74,605,5,5,675,5,55,625,685,0,0,0,657,0,4,24,677,0,1,7,635,0,10,40,658,0,5,22,645,0,5,35,671,0,1,13,680,0,1,4,678,0,1,6,685,0,0,0,674,0,6,5,611,0,22,52,680,0,2,3,630,0,23,32,0,1,58,626,627,14,44,0,3,304,378,381,1,132,171,553,0,1,130,1,553,0,36,96,0,649,1,11,23,1,136,5,55,489,685,0,0,0,0,0,0,3,299,228,97,58,0,34,184,300,167,0,36,373,197,79,0,33,345,196,111,0,47,197,247,194,0,49,70,196,370,0,630,21,15,19,630,26,9,20,630,21,19,15,630,29,7,19,630,22,12,21,630,26,4,25,536,4,1,144,536,4,1,144,536,4,7,138,536,3,5,141,536,4,11,134,536,4,14,131,536,3,3,143,663,1,0,21,663,0,1,21,663,1,1,20,663,1,6,15,663,0,4,18,0,5,177,503,0,5,537,143,0,8,48,629,0,8,322,355,0,9,21,655,0,8,38,639,0,1,310,374,375,0,221,54,17,18,0,0,4,48,234,399,0,1,683,1,0,5,80,600,0,1,606,49,2,5,2,20,0,1,225,193,170,96,0,8,234,322,79,42,0,1,250,433,1,0,7,177,497,4,508,2,153,22,148,5,524,8,637,3,39,6,363,2,231,89,664,0,18,3,647,3,31,4,0,6,11,34,95,165,374,0,3,11,41,113,200,317,0,4,306,268,76,31,0,1,25,45,153,461,0,3,156,218,175,133,311,15,325,34,311,166,65,143,311,138,116,120,0,3,347,335,350,0,152,183,533,7,49,2,11,23,12,3,45,186,1,21,36,27,49,7,23,48,32,0,13,62,40,42,15,83,0,13,376,294,2,0,0,0,0,0,0,685,0,0,0,6,14,451,110,104,6,12,86,267,261,44,9,6.811428571428571,8.577830668761047,2.1333333333333333,1.3584750809104102,14.797527047913446,4.366434745759194,2.7772657450076803,1.4794507988419288
GR,GRC,Greece,5,2021-01-07,2020-12-30,451,0,0,0,0,72,449,63,2,3905243.224928457,434,2,1,448,6,13,432,4,4,443,5,24,422,5,24,422,4,26,421,4,6,441,4,11,436,4,2,445,4,1,446,5,10,436,4,29,418,5,5,441,4,20,427,450,0,1,0,438,0,1,12,447,0,1,3,427,0,7,17,427,0,5,19,425,1,8,17,445,0,3,3,440,0,5,6,449,0,2,0,450,0,0,1,441,0,5,5,422,0,10,19,446,0,2,3,431,0,9,11,0,2,39,410,412,10,29,0,5,155,291,296,1,63,91,388,0,2,61,0,388,0,23,40,0,428,0,9,14,0,69,6,32,344,451,0,0,0,0,0,0,1,230,133,49,38,0,46,144,174,87,0,65,211,122,53,0,39,248,103,61,0,60,141,144,106,0,77,56,123,195,0,419,15,7,10,419,17,4,11,419,12,12,8,419,18,4,10,419,18,6,8,419,18,5,9,355,5,0,91,355,5,1,90,355,5,2,89,355,5,10,81,355,3,22,71,355,5,20,71,355,6,6,84,420,2,5,24,420,2,7,22,420,3,4,24,420,2,10,19,420,2,3,26,0,6,94,351,0,1,366,84,0,3,31,417,0,1,207,243,0,3,14,434,0,3,23,425,0,0,180,271,271,1,129,37,5,8,0,1,1,39,159,251,0,0,450,1,0,7,29,415,0,0,379,30,5,8,1,28,0,2,183,116,91,59,0,3,183,205,32,28,0,1,254,195,1,0,4,182,263,2,357,3,82,9,85,5,354,7,420,0,22,9,244,4,148,55,437,0,7,7,428,1,20,2,0,4,6,21,67,85,268,0,7,3,26,62,124,229,0,6,185,176,55,29,0,0,15,37,93,306,0,0,107,127,119,98,217,28,187,19,217,124,38,72,217,99,83,52,0,4,168,279,172,0,99,180,352,1,20,2,8,11,3,1,53,184,2,15,17,12,32,8,9,17,14,1,13,26,27,21,10,43,0,11,262,175,1,2,0,0,0,0,0,0,451,0,0,12,15,285,64,75,12,14,70,149,160,40,6,7.499999999999999,8.875822203053628,2.1785714285714284,1.492042384180314,14.509447004608294,4.328105492368936,2.37046004842615,1.3404821011747603
GR,GRC,Greece,6,2021-01-07,2020-12-30,163,0,0,0,0,6,162,19,0,4043951.629056,158,3,0,160,4,3,156,2,1,160,3,11,149,2,6,155,3,14,146,2,5,156,3,1,159,3,1,159,4,0,159,3,6,154,3,12,148,4,1,158,3,9,151,163,0,0,0,160,0,2,1,162,0,0,1,152,0,3,8,157,0,2,4,149,0,4,10,158,0,4,1,162,0,0,1,162,0,0,1,163,0,0,0,157,0,4,2,151,0,2,10,162,0,0,1,154,0,3,6,0,1,5,157,158,1,4,0,8,35,120,128,0,19,16,144,0,0,18,1,144,0,1,18,0,162,0,0,1,0,27,1,11,124,163,0,0,0,0,0,0,0,117,21,14,11,0,33,55,51,24,0,35,70,46,12,0,26,82,36,19,0,36,54,49,24,0,46,20,46,51,0,152,5,3,3,152,6,4,1,152,6,2,3,152,7,0,4,152,5,2,4,152,7,1,3,125,1,0,37,125,1,0,37,125,1,0,37,125,1,1,36,125,1,7,30,125,1,5,32,125,1,2,35,154,1,0,8,154,1,0,8,154,1,0,8,154,0,1,8,154,1,0,8,0,3,20,140,0,1,133,29,0,1,12,150,0,1,64,98,0,1,3,159,0,1,8,154,0,0,67,96,96,0,55,11,1,0,0,1,4,9,68,81,0,2,161,0,0,3,9,151,0,0,145,9,0,1,0,8,0,0,68,39,39,17,0,5,73,69,11,5,0,0,114,47,2,0,5,95,63,0,143,0,17,3,30,1,130,2,151,0,10,2,99,2,48,14,160,0,3,0,155,0,7,1,0,0,1,6,11,26,119,0,0,1,6,17,49,90,0,3,71,61,21,7,0,1,2,6,32,122,0,0,17,37,42,67,109,6,45,3,109,31,5,18,109,29,14,11,0,3,32,128,35,1,15,112,148,0,1,0,0,3,0,0,11,116,1,4,6,2,5,1,3,4,2,1,0,8,1,3,0,6,0,6,111,46,0,0,0,0,0,0,0,0,0,163,0,4,3,101,7,48,4,3,33,58,51,13,1,9.28125,10.352604082564087,1.3333333333333333,0.5773502691896257,15.770320512820513,4.689287368635135,1.8269230769230769,1.1537510299912868
GR,GRC,Greece,-99,2021-01-08,2020-12-30,420,1,11641.2958908597,0,0,57,360,52,4,5453159.88893742,0,12,4,404,11,21,388,13,5,402,10,42,368,12,34,374,13,27,380,14,14,392,11,9,400,14,10,396,12,4,404,9,14,397,12,56,352,13,4,403,9,40,371,416,1,1,2,399,3,6,12,415,1,3,1,378,3,10,29,386,1,9,24,393,3,6,18,406,1,2,11,411,0,6,3,410,0,6,4,416,0,1,3,406,1,7,6,364,4,10,42,416,1,2,1,380,0,17,23,58,2,31,329,392,7,21,73,6,133,208,288,2,52,78,368,0,4,47,1,368,0,19,33,0,402,0,3,15,0,138,6,26,250,420,0,0,0,0,0,111,3,112,101,55,38,158,17,76,105,64,158,18,116,83,45,158,24,111,80,47,158,23,84,82,73,158,26,33,75,128,0,398,11,1,10,398,10,3,9,398,11,4,7,398,11,3,8,398,9,6,7,398,11,2,9,361,3,0,56,361,4,0,55,361,4,7,48,361,4,5,50,361,4,8,47,361,5,10,44,361,5,1,53,403,0,0,17,403,0,2,15,403,0,3,14,403,0,6,11,403,0,2,15,192,7,52,169,192,4,178,46,192,7,16,205,192,8,112,108,192,7,16,205,192,7,18,203,219,2,89,110,331,0,71,17,0,1,237,3,0,13,65,102,237,3,178,2,257,3,26,134,257,1,136,13,0,3,2,8,257,1,63,48,33,18,264,6,47,73,25,5,281,0,43,94,2,313,4,27,74,2,370,1,48,1,248,3,162,7,404,0,11,5,310,2,75,33,404,2,8,6,402,0,15,3,329,2,2,7,11,17,52,329,1,4,5,15,22,44,352,1,30,21,10,6,352,0,4,6,17,41,352,0,15,23,14,16,385,2,28,5,385,12,9,14,385,11,8,16,366,0,14,40,380,0,26,14,418,0,0,0,1,0,0,0,1,406,0,0,1,1,2,0,0,0,3,0,0,2,0,0,0,5,420,0,0,0,0,0,420,0,0,0,0,0,0,0,0,420,0,0,0,0,420,0,0,0,0,0,0,5.975789473684211,8.731816556750324,2.1904761904761907,1.503963018795596,0,0,0,0
GR,GRC,Greece,1,2021-01-08,2020-12-30,204,0,0,0,0,47,204,26,1,2066770.0947697621,195,0,0,204,0,14,190,0,3,201,0,28,176,0,32,172,0,14,190,0,15,189,0,3,201,0,6,198,0,0,204,0,9,195,0,32,172,0,3,201,0,31,173,204,0,0,0,190,0,4,10,201,0,1,2,176,0,7,21,172,0,3,29,190,0,3,11,189,0,1,14,201,0,1,2,198,0,3,3,204,0,0,0,195,0,1,8,172,0,5,27,201,0,2,1,173,1,15,15,0,0,21,183,183,6,15,0,1,67,136,137,0,26,41,178,0,1,25,0,178,0,11,15,0,193,0,5,5,1,27,1,12,164,204,0,0,0,0,0,0,0,68,66,41,29,0,1,43,111,49,0,1,95,80,28,0,1,99,65,39,0,1,66,81,56,0,2,18,67,117,0,192,2,1,9,192,2,2,8,192,1,3,8,192,2,2,8,192,1,3,8,192,1,4,7,165,0,0,39,165,0,0,39,165,0,3,36,165,0,0,39,165,0,2,37,165,0,4,35,165,0,0,39,196,0,0,8,196,0,1,7,196,0,0,8,196,0,1,7,196,0,0,8,0,0,27,177,0,0,122,82,0,1,13,190,0,0,133,71,0,1,16,187,0,0,22,182,0,0,129,75,75,0,102,20,5,2,0,0,0,40,89,75,0,0,204,0,0,1,10,193,0,0,155,24,6,2,1,16,0,0,42,62,73,27,0,0,48,86,50,20,0,0,36,148,20,0,0,27,157,20,177,0,24,3,82,0,121,1,191,0,11,2,71,0,71,62,188,0,4,12,182,0,22,0,0,3,6,22,38,49,86,0,0,11,23,43,53,74,0,1,69,88,37,9,0,0,10,27,54,113,0,0,45,66,56,37,93,2,91,18,93,14,19,78,93,12,36,63,0,1,50,153,51,0,57,96,147,0,13,0,5,15,3,1,20,97,0,8,16,3,8,1,3,5,5,0,4,7,0,14,1,32,0,2,83,114,1,4,0,0,204,0,0,0,0,0,0,7,6,110,48,33,7,1,26,65,77,20,8,4.907216494845361,5.861389330160989,2.3,1.625455401774498,13.554644808743172,4.537967759265704,3.1333333333333333,1.4039051679762387
GR,GRC,Greece,2,2021-01-08,2020-12-30,298,0,0,0,0,62,298,54,2,3176611.277505974,292,0,2,296,0,13,285,0,1,297,0,37,261,0,44,254,0,23,275,0,9,289,0,8,290,0,6,292,0,1,297,0,15,283,0,52,246,1,7,290,0,29,269,296,0,2,0,285,0,3,10,297,0,1,0,261,0,4,33,254,0,8,36,275,0,9,14,289,0,2,7,290,0,3,5,292,1,4,1,297,0,1,0,283,0,5,10,246,0,8,44,291,0,6,1,269,0,8,21,0,0,31,267,267,10,21,0,0,129,169,169,0,54,75,244,0,2,52,0,244,0,21,33,0,277,0,10,10,1,54,1,19,224,298,0,0,0,0,0,0,1,98,90,73,36,0,2,53,160,83,0,5,137,109,47,0,4,147,90,57,0,5,62,121,110,0,4,23,89,182,0,279,7,3,9,279,6,2,11,279,4,6,9,279,8,1,10,279,7,3,9,279,8,0,11,244,1,0,53,244,1,0,53,244,1,1,52,244,1,2,51,244,1,4,49,244,1,3,50,244,1,0,53,292,0,0,6,292,0,0,6,292,0,0,6,292,0,0,6,292,0,0,6,0,3,65,230,0,1,203,94,0,3,26,269,0,1,185,112,0,2,9,287,0,2,34,262,0,0,169,129,129,0,134,23,5,7,0,0,3,27,128,140,0,2,295,1,0,3,29,266,0,0,258,27,4,1,2,6,0,0,88,86,91,33,0,3,89,134,50,22,0,0,71,226,1,0,0,53,241,4,233,1,58,6,95,1,196,6,272,0,26,0,113,1,111,73,289,0,6,3,264,0,33,1,0,0,5,19,55,72,147,0,0,11,21,46,82,138,0,2,127,111,44,14,0,0,7,18,81,192,0,1,66,96,76,59,136,7,134,21,136,42,23,97,136,33,56,73,0,2,141,155,143,0,81,74,217,0,38,1,5,11,1,3,22,76,0,12,16,8,26,6,7,22,3,0,5,29,4,16,8,60,0,4,138,155,0,1,0,0,0,298,0,0,0,0,0,6,2,204,45,41,6,1,104,114,61,11,1,4.704918032786885,6.445818074874817,2.0689655172413794,1.4621665549733922,14.255357142857143,5.344575504863688,2.55,1.484108993740134
GR,GRC,Greece,3,2021-01-08,2020-12-30,513,0,0,0,0,77,513,83,2,4691740.995838725,507,1,3,509,1,22,490,1,3,509,1,48,464,2,33,478,1,27,485,1,12,500,1,6,506,1,6,506,1,1,511,1,11,501,1,61,451,1,6,506,2,44,467,510,0,2,1,491,0,4,18,510,0,1,2,465,0,9,39,480,0,2,31,486,0,5,22,501,0,5,7,507,0,3,3,507,0,1,5,512,0,1,0,502,0,4,7,452,1,13,47,507,0,5,1,469,0,17,27,0,0,40,473,473,5,35,0,6,218,289,295,1,83,134,430,0,2,80,1,430,0,21,62,0,492,0,4,17,0,90,1,21,401,513,0,0,0,0,0,0,0,177,191,89,56,0,10,110,256,137,0,10,254,173,76,0,8,256,159,90,0,14,142,187,170,0,16,49,160,288,0,492,6,3,12,492,8,0,13,492,4,8,9,492,8,1,12,492,8,1,12,492,8,0,13,400,0,1,112,400,0,0,113,400,2,7,104,400,2,4,107,400,1,11,101,400,2,15,96,400,3,3,107,489,2,0,22,489,3,1,20,489,1,1,22,489,1,3,20,489,2,2,20,0,0,132,381,0,1,405,107,0,2,29,482,0,1,292,220,0,1,16,496,0,1,28,484,0,0,282,231,231,0,196,55,15,16,0,3,3,40,192,275,0,0,511,2,0,0,43,470,0,0,436,55,8,3,1,10,0,1,159,142,153,58,0,2,185,242,57,27,0,2,161,350,0,0,5,141,366,1,381,1,125,6,108,2,397,6,484,0,26,3,221,1,194,97,497,0,15,1,485,1,26,1,0,4,9,26,77,114,283,0,1,7,32,82,134,257,0,1,228,204,53,27,0,0,15,45,100,353,0,0,121,145,123,124,247,9,240,17,247,78,46,142,247,64,90,112,0,2,259,252,261,0,124,128,389,1,42,5,8,22,0,5,41,130,0,17,34,14,40,5,22,32,7,0,21,47,24,38,17,65,0,4,272,236,1,0,0,0,0,0,513,0,0,0,0,2,7,368,72,64,2,2,107,249,136,15,2,6.095541401273885,7.926572835503637,2.193548387096774,1.6617130686675858,14.91905737704918,4.714226092555587,2.6565656565656566,1.353968646752572
GR,GRC,Greece,4,2021-01-08,2020-12-30,685,0,0,0,0,109,684,132,1,6389658.758630185,672,4,0,681,4,28,653,6,8,671,5,50,630,5,27,653,5,40,640,5,14,666,6,5,674,5,7,673,5,0,680,4,11,670,6,74,605,5,5,675,5,55,625,685,0,0,0,657,0,4,24,677,0,1,7,635,0,10,40,658,0,5,22,645,0,5,35,671,0,1,13,680,0,1,4,678,0,1,6,685,0,0,0,674,0,6,5,611,0,22,52,680,0,2,3,630,0,23,32,0,1,58,626,627,14,44,0,3,304,378,381,1,132,171,553,0,1,130,1,553,0,36,96,0,649,1,11,23,1,136,5,55,489,685,0,0,0,0,0,0,3,299,228,97,58,0,34,184,300,167,0,36,373,197,79,0,33,345,196,111,0,47,197,247,194,0,49,70,196,370,0,630,21,15,19,630,26,9,20,630,21,19,15,630,29,7,19,630,22,12,21,630,26,4,25,536,4,1,144,536,4,1,144,536,4,7,138,536,3,5,141,536,4,11,134,536,4,14,131,536,3,3,143,663,1,0,21,663,0,1,21,663,1,1,20,663,1,6,15,663,0,4,18,0,5,177,503,0,5,537,143,0,8,48,629,0,8,322,355,0,9,21,655,0,8,38,639,0,1,310,374,375,0,221,54,17,18,0,0,4,48,234,399,0,1,683,1,0,5,80,600,0,1,606,49,2,5,2,20,0,1,225,193,170,96,0,8,234,322,79,42,0,1,250,433,1,0,7,177,497,4,508,2,153,22,148,5,524,8,637,3,39,6,363,2,231,89,664,0,18,3,647,3,31,4,0,6,11,34,95,165,374,0,3,11,41,113,200,317,0,4,306,268,76,31,0,1,25,45,153,461,0,3,156,218,175,133,311,15,325,34,311,166,65,143,311,138,116,120,0,3,347,335,350,0,152,183,533,7,49,2,11,23,12,3,45,186,1,21,36,27,49,7,23,48,32,0,13,62,40,42,15,83,0,13,376,294,2,0,0,0,0,0,0,685,0,0,0,6,14,451,110,104,6,12,86,267,261,44,9,6.811428571428571,8.577830668761047,2.1333333333333333,1.3584750809104102,14.797527047913446,4.366434745759194,2.7772657450076803,1.4794507988419288
GR,GRC,Greece,5,2021-01-08,2020-12-30,451,0,0,0,0,72,449,63,2,3905243.224928457,434,2,1,448,6,13,432,4,4,443,5,24,422,5,24,422,4,26,421,4,6,441,4,11,436,4,2,445,4,1,446,5,10,436,4,29,418,5,5,441,4,20,427,450,0,1,0,438,0,1,12,447,0,1,3,427,0,7,17,427,0,5,19,425,1,8,17,445,0,3,3,440,0,5,6,449,0,2,0,450,0,0,1,441,0,5,5,422,0,10,19,446,0,2,3,431,0,9,11,0,2,39,410,412,10,29,0,5,155,291,296,1,63,91,388,0,2,61,0,388,0,23,40,0,428,0,9,14,0,69,6,32,344,451,0,0,0,0,0,0,1,230,133,49,38,0,46,144,174,87,0,65,211,122,53,0,39,248,103,61,0,60,141,144,106,0,77,56,123,195,0,419,15,7,10,419,17,4,11,419,12,12,8,419,18,4,10,419,18,6,8,419,18,5,9,355,5,0,91,355,5,1,90,355,5,2,89,355,5,10,81,355,3,22,71,355,5,20,71,355,6,6,84,420,2,5,24,420,2,7,22,420,3,4,24,420,2,10,19,420,2,3,26,0,6,94,351,0,1,366,84,0,3,31,417,0,1,207,243,0,3,14,434,0,3,23,425,0,0,180,271,271,1,129,37,5,8,0,1,1,39,159,251,0,0,450,1,0,7,29,415,0,0,379,30,5,8,1,28,0,2,183,116,91,59,0,3,183,205,32,28,0,1,254,195,1,0,4,182,263,2,357,3,82,9,85,5,354,7,420,0,22,9,244,4,148,55,437,0,7,7,428,1,20,2,0,4,6,21,67,85,268,0,7,3,26,62,124,229,0,6,185,176,55,29,0,0,15,37,93,306,0,0,107,127,119,98,217,28,187,19,217,124,38,72,217,99,83,52,0,4,168,279,172,0,99,180,352,1,20,2,8,11,3,1,53,184,2,15,17,12,32,8,9,17,14,1,13,26,27,21,10,43,0,11,262,175,1,2,0,0,0,0,0,0,451,0,0,12,15,285,64,75,12,14,70,149,160,40,6,7.499999999999999,8.875822203053628,2.1785714285714284,1.492042384180314,14.509447004608294,4.328105492368936,2.37046004842615,1.3404821011747603
GR,GRC,Greece,6,2021-01-08,2020-12-30,163,0,0,0,0,6,162,19,0,4043951.629056,158,3,0,160,4,3,156,2,1,160,3,11,149,2,6,155,3,14,146,2,5,156,3,1,159,3,1,159,4,0,159,3,6,154,3,12,148,4,1,158,3,9,151,163,0,0,0,160,0,2,1,162,0,0,1,152,0,3,8,157,0,2,4,149,0,4,10,158,0,4,1,162,0,0,1,162,0,0,1,163,0,0,0,157,0,4,2,151,0,2,10,162,0,0,1,154,0,3,6,0,1,5,157,158,1,4,0,8,35,120,128,0,19,16,144,0,0,18,1,144,0,1,18,0,162,0,0,1,0,27,1,11,124,163,0,0,0,0,0,0,0,117,21,14,11,0,33,55,51,24,0,35,70,46,12,0,26,82,36,19,0,36,54,49,24,0,46,20,46,51,0,152,5,3,3,152,6,4,1,152,6,2,3,152,7,0,4,152,5,2,4,152,7,1,3,125,1,0,37,125,1,0,37,125,1,0,37,125,1,1,36,125,1,7,30,125,1,5,32,125,1,2,35,154,1,0,8,154,1,0,8,154,1,0,8,154,0,1,8,154,1,0,8,0,3,20,140,0,1,133,29,0,1,12,150,0,1,64,98,0,1,3,159,0,1,8,154,0,0,67,96,96,0,55,11,1,0,0,1,4,9,68,81,0,2,161,0,0,3,9,151,0,0,145,9,0,1,0,8,0,0,68,39,39,17,0,5,73,69,11,5,0,0,114,47,2,0,5,95,63,0,143,0,17,3,30,1,130,2,151,0,10,2,99,2,48,14,160,0,3,0,155,0,7,1,0,0,1,6,11,26,119,0,0,1,6,17,49,90,0,3,71,61,21,7,0,1,2,6,32,122,0,0,17,37,42,67,109,6,45,3,109,31,5,18,109,29,14,11,0,3,32,128,35,1,15,112,148,0,1,0,0,3,0,0,11,116,1,4,6,2,5,1,3,4,2,1,0,8,1,3,0,6,0,6,111,46,0,0,0,0,0,0,0,0,0,163,0,4,3,101,7,48,4,3,33,58,51,13,1,9.28125,10.352604082564087,1.3333333333333333,0.5773502691896257,15.770320512820513,4.689287368635135,1.8269230769230769,1.1537510299912868
