ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GR,GRC,Greece,2,2021-01-03,2020-12-25,537,1,8563.15207395775,0,0,103,537,88,4,5522208.998909424,525,0,3,534,0,28,509,1,5,531,0,61,476,0,75,462,0,44,493,0,22,515,0,9,528,0,8,529,1,2,534,0,24,513,0,85,452,1,11,525,0,61,476,534,0,3,0,509,0,6,22,532,0,2,3,476,1,7,53,462,0,10,65,493,0,9,35,515,0,5,17,528,0,4,5,529,1,4,3,535,0,2,0,513,0,8,16,452,0,12,73,526,0,8,3,476,1,21,39,0,0,51,486,486,15,36,0,0,226,311,311,0,88,138,449,0,4,84,0,449,0,41,47,0,496,0,17,23,1,88,1,36,412,537,0,0,0,0,0,0,2,165,158,144,68,0,3,109,282,143,0,7,230,211,89,0,4,251,176,106,0,8,108,222,199,0,6,44,157,330,0,501,11,3,22,501,9,6,21,501,7,11,18,501,11,4,21,501,9,8,19,501,11,4,21,483,1,0,53,483,1,0,53,483,1,1,52,483,1,2,51,483,1,4,49,483,1,3,50,483,1,0,53,531,0,0,6,531,0,0,6,531,0,0,6,531,0,0,6,531,0,0,6,0,3,126,408,0,2,347,188,0,5,45,487,0,1,330,206,0,3,15,519,0,3,52,482,0,0,306,231,231,0,241,49,8,8,0,2,4,42,231,258,0,2,534,1,0,4,52,481,0,0,466,46,4,5,5,11,0,0,150,158,157,72,0,3,157,248,94,35,0,0,118,414,5,0,0,92,437,8,411,1,116,9,190,1,340,6,492,0,43,2,207,1,180,149,522,0,9,6,485,0,50,2,0,1,11,35,101,125,264,0,0,20,39,91,147,240,0,3,220,205,79,30,0,0,14,45,128,350,0,1,128,168,136,104,241,11,250,35,241,68,46,182,241,55,110,131,0,3,250,284,253,0,148,136,389,2,61,2,14,26,2,3,38,139,0,23,38,15,41,7,10,38,12,0,9,54,9,41,12,89,0,8,247,279,0,3,0,0,0,537,0,0,0,0,0,8,3,363,86,77,8,6,189,191,119,22,2,5.378504672897196,7.327464933688741,2.106382978723404,1.4778663020248144,14.358565737051793,5.338437833080575,2.522807017543859,1.4517117845024052
GR,GRC,Greece,3,2021-01-03,2020-12-25,900,0,0,0,0,184,900,162,2,7947577.735474153,884,4,5,891,4,38,858,4,9,887,3,87,810,5,63,832,4,59,837,4,27,869,4,11,885,4,9,887,4,3,893,4,19,877,2,111,787,3,10,887,4,81,815,895,0,3,2,862,0,5,33,891,0,3,6,813,0,21,66,837,0,5,58,841,0,9,50,873,0,9,18,889,0,7,4,891,0,3,6,897,0,2,1,881,0,6,13,789,2,27,82,890,0,7,3,819,1,27,53,0,0,78,822,822,10,68,0,7,390,503,510,1,162,227,738,0,2,158,2,738,0,50,112,0,850,0,18,29,3,170,3,51,676,900,0,0,0,0,0,0,0,315,318,168,99,0,21,202,447,230,0,21,447,296,136,0,16,449,279,156,0,28,255,321,296,0,32,96,282,490,0,849,15,9,27,849,17,7,27,849,14,19,18,849,21,9,21,849,19,8,24,849,21,2,28,787,0,1,112,787,0,0,113,787,2,7,104,787,2,4,107,787,1,11,101,787,2,15,96,787,3,3,107,876,2,0,22,876,3,1,20,876,1,1,22,876,1,3,20,876,2,2,20,0,4,217,679,0,4,669,227,0,7,54,839,0,6,510,384,0,5,33,862,0,5,51,844,0,1,475,424,425,1,338,95,19,22,0,4,9,71,322,494,0,2,896,2,0,0,87,813,0,0,771,86,9,7,1,26,0,3,277,240,265,115,0,3,335,417,106,39,0,2,277,617,4,0,5,242,649,4,683,1,205,11,231,4,652,13,846,1,48,5,390,3,334,173,867,0,26,7,849,2,45,4,0,6,18,44,135,206,491,0,1,15,58,141,247,438,0,3,399,359,87,52,0,1,29,74,186,610,0,1,223,253,217,206,424,14,417,45,424,138,80,258,424,115,164,197,0,5,450,445,455,0,215,230,685,3,65,6,18,38,3,8,74,235,3,28,58,28,63,12,36,52,20,2,27,89,42,66,27,112,0,11,483,404,1,1,0,0,0,0,900,0,0,0,0,10,13,631,125,121,10,7,185,429,240,25,4,6.051020408163265,7.978690624072812,2.582089552238806,1.7593839635658917,14.83470588235294,4.578336114154388,2.6771561771561774,1.3780968143503531
GR,GRC,Greece,4,2021-01-03,2020-12-25,1156,0,0,0,0,241,1154,203,4,10428069.249058869,1134,12,2,1142,9,51,1096,13,12,1131,13,83,1060,12,60,1084,10,64,1082,10,28,1118,14,13,1129,13,11,1132,12,1,1143,11,19,1126,12,131,1013,12,8,1136,12,85,1059,1154,0,0,2,1105,1,6,44,1144,0,2,10,1073,0,15,68,1096,0,11,49,1092,1,11,52,1128,0,5,23,1143,0,4,9,1145,0,4,7,1155,0,1,0,1137,0,12,7,1025,1,35,95,1148,0,3,5,1071,0,31,54,0,2,115,1039,1041,23,92,0,11,483,662,673,2,203,278,953,0,4,198,1,953,0,61,142,0,1095,1,20,39,1,216,7,86,847,1156,0,0,0,0,0,0,5,463,406,177,105,0,60,303,508,285,0,70,622,325,139,0,53,581,335,187,0,76,355,398,327,0,84,133,335,604,0,1070,35,20,31,1070,41,12,33,1070,28,37,21,1070,43,11,32,1070,33,23,30,1070,42,7,37,1007,4,1,144,1007,4,1,144,1007,4,7,138,1007,3,5,141,1007,4,11,134,1007,4,14,131,1007,3,3,143,1134,1,0,21,1134,0,1,21,1134,1,1,20,1134,1,6,15,1134,0,4,18,0,6,297,853,0,6,886,264,0,10,73,1073,0,9,571,576,0,11,44,1101,0,10,71,1075,0,2,528,626,628,0,383,93,23,29,0,2,7,82,404,661,0,2,1151,3,0,5,138,1013,0,1,1015,79,12,9,3,37,0,1,372,343,277,163,0,10,404,549,131,62,0,1,413,737,5,0,11,290,847,8,859,6,261,30,270,9,862,15,1083,3,62,8,585,5,401,165,1112,2,37,5,1085,5,60,6,0,7,15,62,167,269,636,0,4,17,83,189,318,545,0,7,521,449,126,53,0,3,44,80,249,780,0,3,283,365,277,228,508,33,566,49,508,292,107,249,508,245,199,204,0,3,600,553,603,0,257,296,899,8,91,3,18,42,13,9,73,299,2,34,75,40,85,13,31,81,48,1,29,98,73,65,30,152,0,22,620,509,4,1,0,0,0,0,0,1156,0,0,0,11,24,764,175,182,11,19,156,443,442,71,14,6.424836601307189,8.263046562727544,2.411363636363636,1.6621155207083917,14.738138686131387,4.546647699071268,2.8251366120218577,1.4976207899683092
GR,GRC,Greece,5,2021-01-03,2020-12-25,795,0,0,0,0,131,792,112,5,6770828.051208634,769,8,2,785,10,27,758,9,8,778,11,41,743,9,44,742,8,41,746,9,12,774,8,14,773,9,5,781,8,2,785,10,13,772,8,48,739,12,6,777,10,31,754,793,0,1,1,768,0,5,22,787,1,1,6,754,0,13,28,751,1,9,34,754,2,12,27,783,0,6,6,781,0,7,7,790,0,2,3,793,0,1,1,782,0,6,7,747,0,12,36,789,0,2,4,764,0,17,14,0,3,70,722,725,15,55,0,6,275,514,520,4,112,159,683,0,5,107,0,683,0,44,68,0,751,0,16,28,0,122,6,63,604,795,0,0,0,0,0,0,3,408,238,83,63,0,92,257,295,151,0,107,388,214,86,0,71,434,191,99,0,113,253,248,181,0,140,107,212,336,0,732,30,12,21,732,30,10,23,732,25,21,17,732,33,9,21,732,32,12,19,732,33,7,23,699,5,0,91,699,5,1,90,699,5,2,89,699,5,10,81,699,3,22,71,699,5,20,71,699,6,6,84,764,2,5,24,764,2,7,22,764,3,4,24,764,2,10,19,764,2,3,26,0,13,150,632,0,1,608,186,0,10,45,740,0,6,356,433,0,8,23,764,0,9,45,741,0,1,318,476,477,1,238,65,6,8,0,5,2,58,272,458,0,1,793,1,0,11,50,734,0,0,695,42,6,10,1,41,0,4,335,201,164,91,0,7,332,368,50,38,0,1,454,338,2,0,6,326,461,2,645,5,127,18,187,12,584,12,750,2,33,10,439,10,256,90,772,1,15,7,750,1,39,5,0,7,10,32,120,164,462,0,8,9,42,126,216,394,0,8,358,301,87,41,0,1,27,67,172,528,0,1,172,230,198,194,393,39,329,34,393,213,64,125,393,173,138,91,0,7,309,479,316,0,173,306,622,6,38,4,12,19,4,6,84,313,3,27,29,21,59,11,18,44,27,3,24,53,43,33,17,70,0,21,459,312,1,2,0,0,0,0,0,0,795,0,0,17,24,518,106,130,17,22,125,271,277,70,13,8.313725490196079,9.5995275296532,2.22,1.568698927943349,14.724313725490196,4.341970347469698,2.3438356164383563,1.3316333093644872
GR,GRC,Greece,6,2021-01-03,2020-12-25,315,0,0,0,0,16,313,35,1,7094698.941586566,304,7,2,306,8,9,298,6,4,305,7,22,286,6,12,297,6,25,284,6,7,302,7,3,305,7,3,305,9,1,305,7,8,300,8,23,284,9,2,304,8,10,297,313,1,1,0,306,1,3,5,311,1,1,2,293,2,5,15,303,1,2,9,290,2,3,20,308,0,4,3,312,0,1,2,312,0,1,2,314,0,0,1,307,0,5,3,292,1,4,18,313,1,0,1,305,0,4,6,0,2,10,303,305,1,9,0,12,70,233,245,0,35,35,280,0,1,32,2,280,0,6,29,0,309,0,0,6,0,47,2,18,248,315,0,0,0,0,0,0,2,202,61,28,22,0,55,111,89,60,0,62,145,77,31,0,45,163,71,36,0,62,110,86,57,0,79,43,79,114,0,297,10,3,5,297,10,6,2,297,10,4,4,297,12,0,6,297,9,4,5,297,12,1,5,277,1,0,37,277,1,0,37,277,1,0,37,277,1,1,36,277,1,7,30,277,1,5,32,277,1,2,35,306,1,0,8,306,1,0,8,306,1,0,8,306,0,1,8,306,1,0,8,0,5,43,267,0,1,249,65,0,4,20,291,0,2,132,181,0,5,9,301,0,3,18,294,0,0,124,191,191,0,99,18,4,3,0,2,4,15,127,167,0,3,312,0,0,5,16,294,0,0,276,15,2,1,0,21,0,0,153,76,57,29,0,9,154,130,16,6,0,0,234,79,2,0,6,194,113,2,272,0,39,4,66,3,240,6,295,0,16,4,183,3,98,31,306,1,7,1,297,0,15,3,0,0,2,8,24,51,230,0,1,2,9,34,85,184,0,3,155,107,35,15,0,1,4,11,59,240,0,0,32,64,93,126,219,16,72,8,219,51,15,30,219,40,39,17,0,5,54,256,59,2,40,214,275,1,1,0,1,6,0,1,30,221,1,10,7,4,7,2,7,12,4,1,4,12,5,6,2,10,0,9,210,96,0,0,0,0,0,0,0,0,0,315,0,9,6,193,34,73,9,4,59,118,94,29,2,9.150943396226415,9.855487004348808,2.2,1.6431676725154984,15.355484949832777,4.602872900905132,1.7885906040268456,1.188725384849175
GR,GRC,Greece,-99,2021-01-04,2020-12-26,617,1,11641.2958908597,0,0,91,528,72,6,7593666.372114612,0,17,5,595,15,35,567,16,12,589,15,51,551,16,52,549,18,37,562,20,22,575,17,13,587,17,15,585,16,5,596,13,17,587,15,72,530,18,8,591,13,56,548,612,1,1,3,582,3,9,23,605,1,4,7,566,4,13,34,565,3,13,36,580,3,7,27,595,1,3,18,604,0,9,4,602,1,7,7,612,0,1,4,600,1,8,8,545,6,12,54,609,1,2,5,561,1,24,31,86,3,44,484,577,10,30,105,10,191,311,430,3,72,112,545,0,6,64,2,545,0,27,45,0,591,0,4,22,0,201,7,40,369,617,0,0,0,0,0,167,5,162,146,87,50,232,27,116,151,91,232,33,174,112,66,232,42,164,111,68,232,43,124,115,103,232,49,58,97,181,0,585,15,5,12,585,15,6,11,585,13,11,8,585,16,7,9,585,14,11,7,585,16,3,13,558,3,0,56,558,4,0,55,558,4,7,48,558,4,5,50,558,4,8,47,558,5,10,44,558,5,1,53,600,0,0,17,600,0,2,15,600,0,3,14,600,0,6,11,600,0,2,15,277,10,69,261,277,6,251,83,277,9,23,308,277,11,163,166,277,9,26,305,277,9,29,302,318,2,125,172,492,0,98,25,1,1,341,4,1,22,102,147,341,4,270,2,369,5,29,214,369,2,207,19,1,4,2,13,369,2,95,74,50,27,379,7,78,111,34,8,404,1,71,138,3,451,6,49,108,3,550,1,64,2,374,4,229,10,594,0,17,6,456,3,106,52,591,2,12,12,588,0,24,5,475,2,3,8,17,31,81,475,1,5,9,21,40,66,505,2,54,31,17,8,505,0,6,10,28,68,505,0,30,32,20,30,563,4,41,9,563,20,13,21,563,18,17,19,529,0,26,62,555,0,39,23,610,1,0,0,1,1,0,0,4,590,0,3,1,2,2,0,0,0,4,0,1,4,0,2,0,8,617,0,0,0,0,0,617,0,0,0,0,0,0,0,0,617,0,0,0,0,617,0,0,0,0,0,0,6.336153846153846,8.947893986735275,2.5,2.096795584728738,0,0,0,0
GR,GRC,Greece,1,2021-01-04,2020-12-26,293,0,0,0,0,68,293,34,1,2943676.517297827,283,1,0,292,1,21,271,1,6,286,1,42,250,1,48,244,1,27,265,1,20,272,1,7,285,1,9,283,1,0,292,1,15,277,1,50,242,1,6,286,1,47,245,293,0,0,0,272,0,6,15,287,0,2,4,251,0,12,30,245,0,5,43,266,0,6,21,273,0,2,18,286,0,2,5,284,0,4,5,293,0,0,0,278,0,4,11,243,0,9,41,287,0,5,1,246,1,18,28,0,0,34,259,259,9,25,0,1,95,197,198,0,34,61,259,0,1,33,0,259,0,16,18,0,277,0,8,7,1,35,1,18,239,293,0,0,0,0,0,0,0,82,113,61,37,0,2,68,154,69,0,1,132,120,40,0,2,142,94,55,0,2,86,119,86,0,4,22,93,174,0,275,4,1,13,275,4,3,11,275,1,5,12,275,4,3,11,275,3,4,11,275,3,4,11,254,0,0,39,254,0,0,39,254,0,3,36,254,0,0,39,254,0,2,37,254,0,4,35,254,0,0,39,285,0,0,8,285,0,1,7,285,0,0,8,285,0,1,7,285,0,0,8,0,2,36,255,0,1,166,126,0,3,18,272,0,2,196,95,0,2,22,269,0,1,30,262,0,0,192,101,101,0,143,36,10,3,0,1,1,47,129,115,0,0,293,0,0,3,12,278,0,0,217,45,8,4,2,17,0,0,54,89,100,50,0,0,68,120,76,29,0,0,51,216,26,0,0,46,218,29,257,0,32,4,127,0,165,1,275,0,15,3,97,0,97,99,271,0,6,16,263,0,30,0,0,4,11,27,57,74,120,0,0,17,31,65,82,98,0,3,99,125,52,14,0,0,14,33,80,166,0,0,65,91,85,52,137,2,131,23,137,19,26,111,137,15,54,87,0,1,72,220,73,0,83,137,210,0,20,0,5,24,3,2,29,138,0,12,21,6,16,1,4,6,7,0,8,9,0,18,1,46,0,2,122,164,1,4,0,0,293,0,0,0,0,0,0,7,8,171,65,42,7,1,35,97,119,23,11,5.098591549295775,6.387387682492186,2.096774193548387,1.3989243179356874,13.413207547169812,4.51701487542285,3.183206106870229,1.343647045412059
GR,GRC,Greece,2,2021-01-04,2020-12-26,468,0,0,0,0,93,468,70,3,4754062.492359138,458,0,2,466,0,23,445,0,3,465,0,55,413,0,66,402,0,38,430,0,15,453,0,8,460,0,8,460,1,2,465,0,24,444,0,79,389,1,10,457,0,52,416,466,0,2,0,445,0,6,17,465,0,1,2,413,1,7,47,402,0,10,56,430,0,9,29,453,0,4,11,460,0,3,5,460,1,4,3,466,0,2,0,444,0,8,16,389,0,12,67,458,0,7,3,416,1,19,32,0,0,44,424,424,13,31,0,0,186,282,282,0,70,116,398,0,3,67,0,398,0,30,40,0,438,0,12,17,1,70,1,34,363,468,0,0,0,0,0,0,2,140,138,124,64,0,3,87,249,129,0,6,194,187,81,0,4,211,158,95,0,7,91,190,180,0,5,34,137,292,0,434,11,3,20,434,9,5,20,434,7,11,16,434,11,4,19,434,9,8,17,434,11,3,20,414,1,0,53,414,1,0,53,414,1,1,52,414,1,2,51,414,1,4,49,414,1,3,50,414,1,0,53,462,0,0,6,462,0,0,6,462,0,0,6,462,0,0,6,462,0,0,6,0,3,105,360,0,1,299,168,0,5,41,422,0,1,291,176,0,3,14,451,0,3,46,419,0,0,271,197,197,0,213,43,7,8,0,2,3,39,209,215,0,2,465,1,0,4,44,420,0,0,403,41,4,4,5,11,0,0,128,135,147,58,0,3,134,219,81,31,0,0,104,361,3,0,0,77,384,7,363,1,95,9,169,1,292,6,427,0,39,2,177,1,157,133,454,0,9,5,422,0,44,2,0,0,8,27,83,113,237,0,0,14,30,83,128,213,0,3,185,185,71,24,0,0,14,34,113,307,0,1,106,148,120,93,214,10,216,28,214,59,37,158,214,49,88,117,0,3,217,248,220,0,131,117,337,2,55,2,13,21,2,3,33,120,0,20,33,11,39,6,9,32,11,0,9,46,7,32,11,82,0,5,216,245,0,2,0,0,0,468,0,0,0,0,0,7,2,315,73,71,7,3,168,170,100,18,2,5.275132275132275,7.469688079766516,2.1666666666666665,1.5447261445928264,14.19659090909091,5.36200776797177,2.5394209354120267,1.4458933915230459
GR,GRC,Greece,3,2021-01-04,2020-12-26,782,0,0,0,0,159,782,136,2,6825217.8981314,768,3,3,776,2,32,748,2,9,771,2,72,708,3,53,726,2,47,733,2,23,757,2,7,773,2,9,771,2,2,778,2,16,764,1,97,684,2,8,772,3,70,709,779,0,2,1,750,0,4,28,773,0,3,6,710,0,15,57,729,0,4,49,735,0,7,40,759,0,8,15,775,0,4,3,773,0,3,6,780,0,2,0,766,0,5,11,685,1,22,74,774,0,5,3,712,1,24,45,0,0,71,711,711,7,64,0,6,329,447,453,1,136,192,646,0,2,133,1,646,0,41,95,0,741,0,15,25,1,143,2,44,593,782,0,0,0,0,0,0,0,275,279,140,88,0,20,170,393,199,0,19,400,246,117,0,14,404,230,134,0,26,224,273,259,0,30,81,247,424,0,738,14,8,22,738,16,6,22,738,12,16,16,738,20,7,17,738,19,5,20,738,19,2,23,669,0,1,112,669,0,0,113,669,2,7,104,669,2,4,107,669,1,11,101,669,2,15,96,669,3,3,107,758,2,0,22,758,3,1,20,758,1,1,22,758,1,3,20,758,2,2,20,0,4,182,596,0,3,578,201,0,7,47,728,0,5,441,336,0,5,26,751,0,5,45,732,0,0,415,367,367,0,298,79,18,20,0,4,7,62,287,422,0,2,778,2,0,0,70,712,0,0,667,78,9,6,1,21,0,3,244,217,225,93,0,3,283,370,90,36,0,2,245,533,2,0,5,217,557,3,600,1,173,8,204,3,564,11,735,0,44,3,341,2,285,154,756,0,22,4,737,1,42,2,0,5,15,38,119,181,424,0,1,10,54,123,213,381,0,2,355,305,77,43,0,1,25,67,163,526,0,1,194,219,188,180,369,13,363,37,369,122,72,219,369,100,146,167,0,5,382,395,387,0,193,202,589,1,59,6,14,35,2,7,69,207,2,24,50,20,57,8,31,46,15,1,25,74,37,58,25,102,0,8,417,355,1,1,0,0,0,0,782,0,0,0,0,8,12,551,113,98,8,7,166,373,202,23,3,6.051383399209486,8.077091850483805,2.466666666666667,1.6515700456896187,14.846938775510205,4.562020474183907,2.676510067114094,1.383970700835886
GR,GRC,Greece,4,2021-01-04,2020-12-26,1035,0,0,0,0,194,1033,180,3,9334347.430276789,1014,8,0,1027,7,48,980,9,11,1015,8,74,953,8,51,976,7,58,970,9,22,1004,9,11,1015,9,11,1015,8,0,1027,7,16,1012,8,111,916,8,7,1020,8,77,950,1035,0,0,0,987,1,6,41,1024,0,2,9,961,0,14,60,984,0,8,43,977,1,11,46,1013,0,5,17,1024,0,3,8,1024,0,4,7,1035,0,0,0,1019,0,9,7,924,1,33,77,1028,0,3,4,958,0,30,47,0,2,96,937,939,19,77,0,8,428,599,607,1,180,247,855,0,3,176,1,855,0,50,130,0,985,1,17,31,1,189,7,82,757,1035,0,0,0,0,0,0,5,423,361,159,87,0,53,274,452,256,0,61,554,298,122,0,48,520,301,166,0,69,316,362,288,0,75,119,302,539,0,953,31,21,30,953,37,13,32,953,27,35,20,953,40,11,31,953,31,21,30,953,38,6,38,886,4,1,144,886,4,1,144,886,4,7,138,886,3,5,141,886,4,11,134,886,4,14,131,886,3,3,143,1013,1,0,21,1013,0,1,21,1013,1,1,20,1013,1,6,15,1013,0,4,18,0,6,255,774,0,6,783,246,0,10,67,958,0,9,506,520,0,11,35,989,0,10,64,961,0,2,462,571,573,0,337,81,22,22,0,2,5,75,366,587,0,2,1031,2,0,5,116,914,0,1,910,72,8,9,2,33,0,1,330,308,254,142,0,9,359,495,115,57,0,1,364,665,5,0,11,255,761,8,780,6,222,27,252,9,760,14,968,3,57,7,529,6,355,145,1000,1,30,4,971,5,53,6,0,8,14,53,151,239,570,0,4,15,74,174,283,485,0,6,474,394,114,47,0,3,37,72,223,700,0,3,251,324,249,208,460,27,502,46,460,263,94,218,460,221,173,181,0,3,525,507,528,0,236,271,799,8,82,3,17,38,12,7,69,274,2,31,60,38,72,12,31,71,45,0,24,87,65,61,27,135,0,20,555,456,3,1,0,0,0,0,0,1035,0,0,0,10,24,683,155,163,10,19,138,400,392,64,12,6.447761194029851,8.331221153306695,2.2657894736842104,1.5742556024211525,14.657814096016343,4.513597692871346,2.8130745658835545,1.4857168112764625
