ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GT,GTM,Guatemala,5,2020-12-27,2020-12-22,100,0,0,0,0,37,100,2512135.009618889,92,2,0,98,2,7,91,2,0,98,2,3,95,1,11,88,2,10,88,1,5,94,2,3,95,2,2,96,2,1,97,2,2,96,2,8,90,2,2,96,2,8,90,100,0,0,0,93,0,1,6,100,0,0,0,97,0,1,2,89,1,6,4,90,0,3,7,95,0,4,1,97,0,2,1,98,0,2,0,99,0,1,0,98,0,0,2,92,0,3,5,98,0,2,0,92,2,4,2,0,0,15,85,85,0,5,10,0,2,32,66,68,1,9,22,91,3,6,0,91,2,7,0,98,0,0,2,12,1,9,78,100,0,0,0,0,0,0,55,26,13,6,0,12,49,22,17,0,15,56,16,13,0,8,61,16,15,0,14,48,25,13,0,15,5,8,72,91,2,1,6,91,3,1,5,91,0,5,4,91,2,0,7,91,2,2,5,91,2,3,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,18,77,0,2,72,26,0,5,44,51,0,2,48,50,0,4,15,81,0,2,10,88,0,0,62,38,38,0,31,18,9,4,0,1,0,0,24,75,0,1,98,1,0,1,12,87,0,0,85,7,0,1,0,7,0,0,31,18,34,17,0,4,38,46,8,4,0,1,23,75,1,0,3,24,70,3,82,1,15,2,28,1,69,2,56,1,41,2,52,0,35,13,85,0,12,3,90,0,10,0,0,0,2,4,9,25,60,0,1,1,3,7,18,70,0,1,35,40,17,7,0,0,7,19,25,49,0,0,14,32,25,29,54,6,31,9,54,13,23,10,54,12,28,6,0,0,46,54,46,0,27,27,73,4,5,0,1,7,1,1,8,27,0,3,6,2,9,1,1,9,2,0,15,5,6,1,1,12,0,2,69,28,0,1,0,0,0,0,0,0,100,0,0,5,3,53,26,13,5,1,13,18,36,15,12,2.3333333333333335,1.9357495800804425,2.8333333333333335,2.757908737804898,15.329545454545453,5.234109154535115,2.934065934065934,1.775150684071623
GT,GTM,Guatemala,-99,2020-12-28,2020-12-27,100,3,32797.13595754587,0,0,15,79,1872806.5611059552,0,2,3,95,1,11,88,1,6,93,2,15,83,2,18,80,1,14,85,2,16,82,1,7,92,1,6,93,1,6,93,1,14,85,2,17,81,2,6,92,1,25,74,97,2,1,0,89,2,4,5,94,1,2,3,85,0,5,10,82,2,8,8,86,2,6,6,84,1,8,7,93,0,3,4,94,0,4,2,94,0,5,1,86,3,8,3,83,0,11,6,94,1,2,3,75,3,16,6,21,0,8,71,93,0,3,4,26,2,18,54,82,0,1,17,99,0,1,0,99,0,1,0,100,0,0,0,29,0,3,68,100,0,0,0,0,30,0,24,27,15,4,39,3,33,17,8,39,5,30,18,8,39,3,35,12,11,39,7,28,18,8,39,8,8,8,37,98,1,1,0,98,2,0,0,98,1,1,0,98,2,0,0,98,2,0,0,98,2,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,44,3,22,31,44,0,41,15,44,2,21,33,44,1,23,32,44,3,7,46,44,0,8,48,48,0,28,24,72,0,16,8,1,3,54,1,0,5,17,23,54,1,45,0,57,1,5,37,57,0,35,6,0,0,0,2,57,0,11,17,13,2,57,0,22,16,5,0,60,1,5,26,8,69,5,7,15,4,78,1,20,1,60,1,39,0,79,1,20,0,78,1,16,5,93,1,5,1,92,0,8,0,76,1,0,0,1,4,18,76,0,1,1,2,5,15,85,0,4,7,2,2,85,0,1,7,2,5,85,0,3,7,3,2,92,2,5,1,92,4,2,2,92,3,5,0,89,0,3,8,92,0,4,4,98,0,0,0,0,1,0,0,1,95,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.5853658536585367,1.8435781751270757,2.1666666666666665,1.9407902170679516,0,0,0,0
GT,GTM,Guatemala,1,2020-12-28,2020-12-26,100,1,6228.4916085225295,0,0,50,100,1731604.3473729375,96,2,2,96,2,10,88,2,4,94,3,7,90,2,28,70,2,11,87,2,17,81,2,4,94,2,6,92,3,1,96,1,13,86,2,22,76,4,9,87,2,20,78,98,0,0,2,90,0,6,4,96,0,3,1,93,0,4,3,72,0,18,10,89,0,4,7,83,0,12,5,96,0,3,1,94,0,4,2,99,0,0,1,87,1,7,5,78,0,7,15,91,0,6,3,80,0,12,8,0,0,14,86,86,0,7,7,0,0,19,81,81,0,2,17,98,0,2,0,98,2,0,0,98,0,0,2,2,0,11,87,100,0,0,0,0,0,0,38,43,12,7,0,1,53,30,16,0,2,57,24,17,0,1,62,19,18,0,2,47,30,21,0,2,15,24,59,89,5,4,2,89,6,2,3,89,4,4,3,89,6,1,4,89,7,1,3,89,7,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,29,70,0,0,70,30,0,1,45,54,0,1,51,48,0,1,33,66,0,0,20,80,0,0,57,43,43,0,32,12,4,9,0,1,1,7,46,45,0,1,97,2,0,2,7,91,0,0,86,9,1,1,0,3,0,0,20,39,24,17,0,1,28,46,21,4,0,0,8,75,17,0,3,17,62,18,71,1,27,1,30,0,68,2,55,0,44,1,49,0,33,18,67,1,25,7,80,0,20,0,0,0,1,3,15,27,54,0,0,2,11,25,26,36,0,0,48,32,9,11,0,1,12,29,35,23,0,0,30,29,24,17,41,2,49,8,41,11,20,28,41,11,28,20,0,0,48,52,48,1,14,37,86,0,1,0,3,2,1,0,7,38,0,6,9,3,5,2,1,3,4,0,2,1,0,0,0,26,0,0,52,46,0,2,0,0,100,0,0,0,0,0,0,3,1,52,25,19,3,1,9,19,29,30,9,2.3125,1.5105449452916095,3.571428571428572,2.4718191903717615,12.3,5.332964122241394,3.3829787234042548,1.7786450260169107
GT,GTM,Guatemala,2,2020-12-28,2020-12-26,100,0,0,0,0,42,100,1864157.2941523222,94,1,1,98,1,7,92,1,0,99,1,9,90,1,28,71,1,10,89,1,8,91,0,2,98,1,3,96,0,0,100,0,11,89,2,18,80,0,1,99,0,10,90,99,0,0,1,93,1,1,5,100,0,0,0,91,1,4,4,72,1,14,13,90,0,4,6,92,0,7,1,98,0,2,0,97,0,1,2,100,0,0,0,89,1,4,6,82,0,4,14,99,0,0,1,90,0,1,9,0,0,20,80,80,0,4,16,0,1,24,75,76,1,5,18,95,1,4,0,95,2,3,0,98,0,2,0,7,2,10,81,100,0,0,0,0,0,0,51,34,10,5,0,1,60,27,12,0,3,54,25,18,0,3,59,24,14,0,4,45,29,22,0,4,12,23,61,90,2,4,4,90,3,3,4,90,1,6,3,90,3,1,6,90,3,3,4,90,3,4,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,27,72,0,0,65,35,0,0,35,65,0,0,54,46,0,0,14,86,0,0,16,84,0,0,56,44,44,0,39,11,5,1,0,1,1,9,32,57,0,0,100,0,0,1,14,85,0,0,89,5,2,1,0,3,0,0,19,36,31,14,0,0,22,51,24,3,0,0,21,71,8,0,1,29,62,8,73,2,22,3,35,2,61,2,65,2,32,1,46,2,36,16,86,1,11,2,84,1,14,1,0,0,0,4,15,27,54,0,1,1,8,13,23,54,0,1,41,40,12,6,0,2,21,24,27,26,0,0,38,32,19,11,30,5,54,11,30,19,29,22,30,12,44,14,0,0,51,49,51,0,21,28,79,1,4,0,6,2,0,0,8,28,1,1,6,0,12,1,4,4,3,0,4,3,4,1,0,28,0,2,41,55,1,1,0,0,0,100,0,0,0,0,0,4,3,54,28,11,4,0,21,25,29,13,8,2.547169811320755,1.6590780309910897,2.2222222222222223,1.437135858965388,13.876404494382022,5.36575891590518,2.977777777777778,1.6213309678673853
GT,GTM,Guatemala,3,2020-12-28,2020-12-26,100,1,5730.05410357459,0,0,29,100,1627566.4317281689,96,0,1,99,0,9,91,0,1,99,0,6,94,0,20,80,0,6,94,0,9,91,0,3,97,0,6,94,0,1,99,0,2,98,0,13,87,0,0,100,0,15,85,99,0,1,0,91,0,5,4,99,0,1,0,94,0,3,3,80,1,12,7,94,0,3,3,91,0,3,6,97,0,2,1,94,1,4,1,99,0,1,0,98,0,0,2,87,0,8,5,100,0,0,0,85,0,8,7,0,0,12,88,88,0,3,9,0,0,22,78,78,1,1,20,99,0,1,0,99,0,1,0,100,0,0,0,2,1,5,92,100,0,0,0,0,0,0,39,33,14,14,0,3,49,28,20,0,4,54,25,17,0,6,52,25,17,0,5,44,31,20,0,6,10,19,65,95,1,0,4,95,1,2,2,95,1,0,4,95,0,3,2,95,1,0,4,95,0,4,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,27,70,0,0,70,30,0,3,38,59,0,3,51,46,0,3,17,80,0,2,12,86,0,1,57,42,43,0,26,18,10,3,0,1,1,4,30,64,0,0,99,1,0,1,9,90,0,0,94,3,1,1,0,1,0,0,25,32,28,15,0,1,36,48,15,0,0,0,10,86,4,0,3,21,70,6,73,1,26,0,30,1,68,1,62,1,36,1,49,0,37,14,83,0,14,3,88,2,8,2,0,0,0,4,10,26,60,0,0,3,3,14,22,58,0,0,39,35,13,13,0,0,13,23,38,26,0,1,25,36,27,11,39,2,48,11,39,15,26,20,39,15,28,18,0,1,58,41,59,0,20,21,80,0,7,2,1,2,0,1,7,22,0,5,9,3,11,4,2,7,2,0,7,4,4,3,4,13,0,1,45,53,0,1,0,0,0,0,100,0,0,0,0,3,6,60,23,8,3,5,14,31,26,17,4,2.1538461538461537,1.2677884087625635,2.4166666666666665,1.3113721705515067,14.071428571428571,5.40589975410782,3.0434782608695654,1.5753111918508576
GT,GTM,Guatemala,4,2020-12-28,2020-12-24,100,0,0,0,0,30,100,2540161.9448976954,99,0,2,98,0,6,94,0,1,99,0,5,95,0,16,84,0,7,93,0,11,89,0,3,97,0,1,99,0,1,99,0,5,95,0,12,88,0,4,96,0,13,87,98,0,2,0,94,1,2,3,99,0,1,0,95,0,2,3,84,2,7,7,93,0,4,3,89,0,8,3,97,1,2,0,99,0,1,0,99,0,1,0,95,1,3,1,88,1,3,8,96,1,3,0,87,2,6,5,0,0,11,89,89,0,1,10,0,1,28,71,72,0,7,21,93,1,6,0,93,2,5,0,98,0,1,1,8,2,5,85,100,0,0,0,0,0,0,41,30,18,11,0,4,55,23,18,0,7,53,23,17,0,7,50,26,17,0,5,39,40,16,0,8,5,14,73,95,3,2,0,95,4,0,1,95,3,2,0,95,3,1,1,95,4,1,0,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,27,70,0,0,75,25,0,0,45,55,0,0,48,52,0,2,15,83,0,1,9,90,0,0,60,40,40,0,33,19,7,1,0,2,0,4,33,61,0,1,99,0,0,0,10,90,0,0,93,5,1,0,0,1,0,1,20,27,33,19,0,1,34,54,7,4,0,0,16,81,3,0,3,16,75,6,73,0,27,0,25,0,75,0,55,1,44,0,52,0,35,13,85,0,14,1,91,0,9,0,0,2,0,1,14,21,62,0,2,1,2,9,21,65,0,0,40,36,11,13,0,0,15,23,25,37,0,0,24,34,23,19,42,13,40,5,42,18,25,15,42,13,34,11,0,1,67,32,68,0,21,11,79,3,4,0,1,3,1,0,9,12,0,5,10,5,14,0,0,7,7,0,7,8,4,0,3,18,0,2,49,49,0,0,0,0,0,0,0,100,0,0,0,1,3,61,27,8,1,1,11,24,37,23,3,2.3125,1.3060035073805594,2.9,2.5582111805799856,14.249999999999998,4.989274210028663,3.28125,1.626770290774751
GT,GTM,Guatemala,5,2020-12-28,2020-12-22,100,0,0,0,0,37,100,2512135.009618889,92,2,0,98,2,7,91,2,0,98,2,3,95,1,11,88,2,10,88,1,5,94,2,3,95,2,2,96,2,1,97,2,2,96,2,8,90,2,2,96,2,8,90,100,0,0,0,93,0,1,6,100,0,0,0,97,0,1,2,89,1,6,4,90,0,3,7,95,0,4,1,97,0,2,1,98,0,2,0,99,0,1,0,98,0,0,2,92,0,3,5,98,0,2,0,92,2,4,2,0,0,15,85,85,0,5,10,0,2,32,66,68,1,9,22,91,3,6,0,91,2,7,0,98,0,0,2,12,1,9,78,100,0,0,0,0,0,0,55,26,13,6,0,12,49,22,17,0,15,56,16,13,0,8,61,16,15,0,14,48,25,13,0,15,5,8,72,91,2,1,6,91,3,1,5,91,0,5,4,91,2,0,7,91,2,2,5,91,2,3,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,18,77,0,2,72,26,0,5,44,51,0,2,48,50,0,4,15,81,0,2,10,88,0,0,62,38,38,0,31,18,9,4,0,1,0,0,24,75,0,1,98,1,0,1,12,87,0,0,85,7,0,1,0,7,0,0,31,18,34,17,0,4,38,46,8,4,0,1,23,75,1,0,3,24,70,3,82,1,15,2,28,1,69,2,56,1,41,2,52,0,35,13,85,0,12,3,90,0,10,0,0,0,2,4,9,25,60,0,1,1,3,7,18,70,0,1,35,40,17,7,0,0,7,19,25,49,0,0,14,32,25,29,54,6,31,9,54,13,23,10,54,12,28,6,0,0,46,54,46,0,27,27,73,4,5,0,1,7,1,1,8,27,0,3,6,2,9,1,1,9,2,0,15,5,6,1,1,12,0,2,69,28,0,1,0,0,0,0,0,0,100,0,0,5,3,53,26,13,5,1,13,18,36,15,12,2.3333333333333335,1.9357495800804425,2.8333333333333335,2.757908737804898,15.329545454545453,5.234109154535115,2.934065934065934,1.775150684071623
GT,GTM,Guatemala,-99,2020-12-30,2020-12-30,109,1,43685.06083017,0,0,34,89,2890621.402699636,0,1,4,104,0,8,101,2,5,102,1,9,99,1,21,87,1,7,101,1,9,99,1,5,103,1,5,103,1,2,106,1,8,100,1,20,88,2,4,103,2,18,89,105,1,3,0,101,2,5,1,104,1,2,2,100,1,5,3,88,2,9,10,102,2,3,2,100,2,3,4,104,1,4,0,104,0,4,1,107,1,1,0,101,1,6,1,89,0,12,8,105,1,2,1,91,1,14,3,20,0,16,73,94,0,7,8,23,0,27,59,82,0,6,21,103,1,5,0,103,3,3,0,106,0,2,1,31,3,11,64,109,0,0,0,0,29,0,25,28,14,13,38,4,38,13,16,38,9,33,18,11,38,9,32,18,12,38,11,26,15,19,38,11,10,7,43,99,4,2,4,99,5,2,3,99,4,3,3,99,6,0,4,99,4,1,5,99,4,3,3,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,44,0,26,39,44,3,43,19,44,3,27,35,44,3,31,31,44,2,11,52,44,3,13,49,52,0,31,26,78,0,21,7,1,2,56,0,0,3,20,30,56,0,52,1,60,2,3,44,60,0,34,7,2,2,1,3,60,1,22,15,7,4,64,1,17,18,6,3,69,0,2,36,2,81,0,4,23,1,84,1,21,3,69,2,36,2,83,2,23,1,81,1,19,8,99,0,8,2,98,0,10,1,83,1,0,1,0,12,12,83,0,0,2,0,6,18,86,0,6,9,4,4,86,0,2,10,7,4,86,0,7,9,4,3,94,1,12,2,94,6,6,3,94,6,6,3,95,0,9,5,104,0,3,2,108,0,0,0,0,0,0,0,1,104,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,109,0,0,0,0,0,109,0,0,0,0,0,0,0,0,109,0,0,0,0,109,0,0,0,0,0,0,2.7941176470588234,2.026781472496456,2.3076923076923075,1.8878830906871764,0,0,0,0
GT,GTM,Guatemala,1,2020-12-30,2020-12-27,100,1,3841.09305942339,0,0,38,100,1738612.3669284456,95,2,1,97,2,9,89,2,4,94,2,12,86,2,29,69,2,12,86,2,16,82,2,5,93,2,7,91,2,3,95,0,13,87,2,20,78,2,7,91,2,26,72,99,0,0,1,91,0,6,3,96,0,2,2,88,0,6,6,71,0,11,18,88,0,4,8,84,0,9,7,95,0,4,1,93,0,4,3,97,0,3,0,87,0,8,5,80,0,8,12,93,0,4,3,74,0,12,14,0,0,14,86,86,0,4,10,0,1,18,81,82,0,5,13,95,1,4,0,95,3,2,0,97,0,1,2,6,0,13,81,100,0,0,0,0,0,0,36,41,15,8,0,0,48,40,12,0,2,49,28,21,0,3,54,25,18,0,5,44,30,21,0,4,12,25,59,87,5,6,2,87,5,4,4,87,5,3,5,87,6,2,5,87,6,1,6,87,5,2,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,24,76,0,0,73,27,0,0,43,57,0,0,54,46,0,0,24,76,0,0,23,77,0,0,61,39,39,0,47,8,1,5,0,1,0,13,42,44,0,1,98,1,0,2,8,90,0,0,82,15,0,0,0,3,0,0,27,30,26,17,0,1,27,48,19,5,0,0,14,72,14,0,2,18,64,16,76,0,24,0,27,1,69,3,57,0,41,2,46,0,32,22,76,2,16,6,77,1,22,0,0,0,1,5,14,27,53,0,0,4,8,23,25,40,0,0,38,38,13,11,0,2,9,14,40,35,0,0,23,31,30,16,46,4,41,9,46,10,17,27,46,10,20,24,0,1,47,52,48,0,12,40,88,1,1,0,2,4,0,0,4,41,0,5,6,2,8,3,0,4,3,0,2,3,0,1,2,20,0,0,61,37,0,2,0,0,100,0,0,0,0,0,0,4,3,51,27,15,4,2,4,26,34,22,8,2.5970149253731343,1.767207191403887,2.8461538461538463,1.863963243832607,11.698795180722891,5.608649547816336,2.967391304347826,1.7190023106730772
GT,GTM,Guatemala,2,2020-12-30,2020-12-27,100,0,0,0,0,57,100,2145301.374730437,96,0,1,99,0,9,91,0,1,99,0,13,87,0,23,77,0,10,90,0,8,92,0,7,93,0,6,94,0,0,100,0,12,88,0,19,81,0,4,96,0,15,85,99,0,1,0,91,2,1,6,99,0,1,0,87,2,8,3,77,3,11,9,90,0,5,5,92,1,6,1,93,0,7,0,94,0,3,3,100,0,0,0,88,0,7,5,81,1,7,11,96,1,1,2,85,1,5,9,0,0,25,75,75,0,9,16,0,0,24,76,76,0,7,17,93,1,6,0,93,2,5,0,98,0,1,1,7,3,16,74,100,0,0,0,0,0,1,58,27,8,6,0,2,65,24,9,0,3,60,25,12,0,2,55,28,15,0,3,51,26,20,0,3,12,26,59,84,6,5,5,84,7,3,6,84,6,5,5,84,8,4,4,84,8,2,6,84,7,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,33,67,0,0,63,37,0,0,32,68,0,0,50,50,0,0,13,87,0,0,16,84,0,0,54,46,46,0,42,6,4,2,0,0,2,5,33,60,0,1,99,0,0,1,11,88,0,0,79,12,2,1,1,5,0,0,24,24,36,16,0,0,32,47,16,5,0,0,15,74,11,0,2,23,59,16,67,1,28,4,37,1,60,2,68,1,27,4,50,1,35,14,87,0,9,4,84,0,15,1,0,0,3,3,13,22,59,0,0,2,7,14,27,50,0,1,49,38,8,4,0,1,21,24,26,28,0,0,31,36,22,11,33,3,55,9,33,16,29,22,33,12,35,20,0,0,56,44,56,0,20,24,80,1,4,0,7,2,0,1,5,24,1,6,7,3,10,0,3,6,5,0,4,5,3,0,1,22,0,3,42,54,1,0,0,0,0,100,0,0,0,0,0,4,2,47,32,15,4,0,14,28,24,15,15,2.9615384615384617,2.057616539110511,2.5238095238095237,2.1358615970855324,13.023809523809524,5.089502994828281,2.966292134831461,1.5184429689820664
