ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AU,AUS,Australia,5,2020-12-26,2020-12-26,201,0,0,0,0,8,201,1911546.7038234212,198,0,0,201,0,11,190,0,2,199,0,21,180,1,25,175,1,21,179,0,4,197,0,1,200,0,6,195,0,1,200,1,2,198,1,15,185,1,0,200,1,4,196,201,0,0,0,190,0,3,8,199,0,0,2,180,0,7,14,176,0,6,19,180,0,3,18,197,0,3,1,200,0,0,1,195,0,4,2,200,0,0,1,199,0,0,2,186,0,3,12,201,0,0,0,197,0,3,1,0,0,6,195,195,0,4,2,0,5,80,116,121,0,7,73,194,0,7,0,194,0,7,0,201,0,0,0,12,6,1,182,201,0,0,0,0,0,0,0,103,61,23,14,0,3,61,111,26,0,4,114,71,12,0,3,105,65,28,0,2,114,62,23,0,2,37,99,63,0,200,0,1,0,200,1,0,0,200,1,0,0,200,1,0,0,200,1,0,0,200,1,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,0,3,44,154,0,2,120,79,0,2,93,106,0,1,131,69,0,3,31,167,0,3,13,185,0,0,121,80,80,0,56,35,20,10,0,0,1,2,51,147,0,2,198,1,0,1,38,162,0,0,30,24,25,13,100,9,0,0,25,63,74,39,0,2,30,77,65,27,201,201,157,0,14,30,81,1,42,77,108,0,30,63,70,1,21,109,170,1,6,24,188,0,7,6,0,0,2,2,9,16,172,0,0,1,4,10,36,150,0,1,24,59,75,42,0,1,1,5,30,164,0,0,5,36,47,113,160,3,23,15,160,8,5,28,160,6,16,19,0,1,107,93,108,0,36,57,165,1,5,3,4,3,1,0,19,58,0,0,8,7,15,0,3,35,11,2,3,8,10,3,10,28,0,2,73,124,0,2,0,0,0,0,0,0,201,0,0,1,4,97,57,42,1,2,33,58,62,38,7,5.870967741935484,7.7427573158017395,1.3333333333333333,0.5163977794943222,13.654450261780106,3.887357184567405,2.6302083333333335,1.3628288866072034
AU,AUS,Australia,6,2020-12-26,2020-12-26,152,0,0,0,0,4,151,1893874.670352386,148,0,0,152,0,6,146,0,4,148,0,15,137,0,14,138,0,9,143,0,6,146,0,1,151,1,4,147,0,0,152,0,2,150,0,12,140,0,0,152,0,4,148,152,0,0,0,146,0,2,4,148,0,0,4,137,0,3,12,138,0,3,11,143,0,1,8,146,0,1,5,151,0,0,1,148,0,1,3,152,0,0,0,150,0,1,1,140,0,3,9,152,0,0,0,148,0,3,1,0,1,4,147,148,0,3,1,0,2,43,107,109,0,5,38,147,0,5,0,147,0,5,0,152,0,0,0,7,2,2,141,152,0,0,0,0,0,0,0,93,43,7,9,0,10,48,84,10,0,9,81,57,5,0,12,72,56,12,0,9,73,60,10,0,13,27,75,37,0,150,0,1,1,150,1,0,1,150,1,0,1,150,1,0,1,150,1,0,1,150,1,0,1,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,0,1,14,137,0,1,83,68,0,2,61,89,0,0,102,50,0,1,25,126,0,1,9,142,0,0,98,54,54,0,51,22,21,4,0,0,2,7,40,103,0,0,151,1,0,4,14,134,0,0,22,16,19,10,83,2,0,0,23,53,54,22,0,3,20,45,49,35,152,152,138,1,5,8,69,2,21,60,91,2,15,44,50,2,21,79,127,0,7,18,143,1,3,5,0,3,1,0,4,13,131,0,0,0,1,7,17,127,0,2,8,57,55,30,0,0,0,3,8,141,0,0,4,11,30,107,137,0,9,6,137,6,2,7,137,6,5,4,0,0,35,117,35,0,22,95,130,2,1,1,1,3,1,1,12,95,0,2,3,4,6,1,3,11,1,2,2,5,1,0,2,14,0,0,62,90,0,0,0,0,0,0,0,0,0,152,0,3,8,75,37,29,3,5,43,53,33,12,3,4.657894736842105,7.238322621091063,1,0,13.335616438356164,4.1543950922968715,2.1773049645390072,1.277741802350998
AU,AUS,Australia,7,2020-12-26,2020-12-24,100,0,0,0,0,1,100,1392274.188192931,94,3,0,97,2,6,92,2,4,94,1,12,87,3,7,90,3,13,84,2,0,98,2,1,97,3,1,96,1,3,96,2,3,95,2,4,94,3,0,97,1,3,96,100,0,0,0,94,1,2,3,96,1,1,2,88,2,2,8,93,1,2,4,87,1,2,10,100,0,0,0,99,0,0,1,99,0,0,1,97,0,0,3,97,0,2,1,96,1,1,2,100,0,0,0,97,0,1,2,0,0,1,99,99,0,0,1,0,1,22,77,78,0,2,20,98,0,2,0,98,0,2,0,100,0,0,0,3,0,3,94,100,0,0,0,0,0,0,0,54,31,9,6,0,11,33,46,10,0,5,57,29,9,0,8,44,30,18,0,8,52,27,13,0,13,13,41,33,0,97,1,1,1,97,0,1,2,97,1,0,2,97,1,1,1,97,1,0,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,9,91,0,0,51,49,0,0,39,61,0,0,57,43,0,0,10,90,0,1,3,96,0,0,60,40,40,0,30,19,8,3,0,0,0,7,35,58,0,1,99,0,0,1,15,84,0,1,12,10,9,13,52,3,0,0,27,31,28,14,0,1,10,42,24,23,100,100,91,0,1,8,49,0,16,35,61,1,12,26,43,1,22,34,90,0,2,8,97,0,1,2,0,0,1,0,2,5,92,0,0,1,0,4,11,84,0,1,6,28,28,37,0,0,0,1,8,91,0,0,0,8,19,73,92,2,2,4,92,2,0,6,92,0,2,6,0,1,8,91,9,1,5,85,95,0,1,0,2,0,0,0,2,87,0,2,4,1,0,0,0,1,0,0,0,0,0,2,0,3,0,2,55,42,0,1,0,0,0,0,0,0,0,0,100,6,5,44,27,18,6,5,25,25,20,14,5,5.956521739130435,7.308017147250403,1,0,12.593406593406591,4.211038462522628,2,1.1061326375099443
AU,AUS,Australia,-99,2020-12-27,2020-12-27,297,0,0,0,0,15,249,3068388.2523367535,0,1,1,295,1,33,263,2,11,284,1,78,218,1,57,239,1,57,239,1,20,276,3,16,278,1,19,277,2,7,288,1,17,279,1,58,238,1,6,290,1,37,259,296,0,0,1,264,0,16,17,286,3,3,5,219,3,10,65,240,2,21,34,240,2,8,47,277,1,10,9,281,2,8,6,278,0,8,11,290,3,3,1,280,1,7,9,239,3,13,42,291,1,2,3,260,2,9,26,47,1,13,236,285,0,7,5,55,2,85,155,212,1,15,69,282,1,14,0,282,1,14,0,296,0,1,0,76,4,5,212,297,0,0,0,0,0,79,0,94,73,30,21,113,7,68,89,20,113,10,97,62,15,113,10,74,79,21,113,8,78,78,20,113,11,24,91,58,0,293,1,1,2,293,1,1,2,293,1,2,1,293,1,2,1,293,1,1,2,293,1,3,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,141,4,40,112,141,4,99,53,141,3,83,70,141,2,96,58,141,4,35,117,141,4,21,131,158,1,90,48,207,0,47,26,9,8,173,3,0,11,28,82,173,3,121,0,199,2,15,81,199,1,12,15,8,10,49,3,199,1,18,26,41,12,206,1,15,33,29,13,297,297,261,0,9,27,205,0,32,60,219,0,24,54,208,0,16,73,268,0,5,24,277,0,7,13,215,1,1,2,9,8,61,215,1,0,1,8,15,57,232,1,10,17,21,16,232,1,1,6,10,47,232,1,3,15,15,31,283,1,4,9,283,2,1,11,283,4,2,8,251,1,8,37,260,0,25,12,291,0,1,1,0,0,0,1,3,288,0,0,1,1,2,0,0,1,0,1,1,0,1,0,0,1,297,0,0,0,0,0,297,0,0,0,0,0,0,0,0,297,0,0,0,0,297,0,0,0,0,0,0,5.271428571428572,7.918766831512855,1.1818181818181819,0.6030226891555271,0,0,0,0
AU,AUS,Australia,1,2020-12-27,2020-12-27,139,0,0,0,0,16,139,1126988.1319468457,135,0,0,139,0,10,129,0,5,134,0,38,101,0,32,107,0,29,110,0,16,123,0,3,136,0,9,130,0,0,139,0,9,130,0,41,98,0,1,138,0,16,123,139,0,0,0,129,0,5,5,134,0,1,4,101,0,7,31,107,0,8,24,110,0,5,24,123,0,10,6,136,0,2,1,130,0,1,8,139,0,0,0,130,0,2,7,98,0,7,34,138,0,0,1,123,0,4,12,0,0,9,130,130,0,6,3,0,0,58,81,81,0,2,56,137,0,2,0,137,0,2,0,139,0,0,0,2,1,8,128,139,0,0,0,0,0,0,0,66,50,19,4,0,0,65,69,5,0,0,91,44,4,0,0,85,46,8,0,0,76,54,9,0,0,26,73,40,0,131,1,0,7,131,1,0,7,131,0,1,7,131,1,2,5,131,1,1,6,131,1,0,7,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,0,0,54,85,0,0,95,44,0,0,95,44,0,0,107,32,0,0,40,99,0,0,17,122,0,0,101,38,38,0,52,20,15,14,0,0,0,13,50,76,0,0,138,1,0,2,23,114,0,0,16,20,16,13,65,9,0,0,11,30,57,41,0,0,14,54,39,32,139,139,85,2,17,35,44,2,35,58,44,1,29,65,32,2,11,94,99,0,3,37,122,2,8,7,0,0,2,7,18,29,83,0,0,4,12,21,38,64,0,0,10,48,43,38,0,0,6,13,21,99,0,0,15,17,42,65,107,0,28,4,107,2,4,26,107,2,8,22,0,0,91,48,91,0,30,18,109,0,4,1,6,2,0,1,16,18,0,3,14,2,8,4,3,15,8,0,8,3,2,2,3,46,0,2,44,91,0,2,0,0,139,0,0,0,0,0,0,2,2,66,49,20,2,0,19,33,41,30,14,4.866666666666666,7.71573614567417,1.7777777777777777,0.8333333333333334,12.593984962406015,3.78501349820451,3.5,1.5835146974349437
AU,AUS,Australia,2,2020-12-27,2020-12-27,276,0,0,0,0,20,276,2440574.2123487475,273,1,3,272,0,28,248,1,8,267,1,69,206,1,54,221,1,41,234,1,19,256,1,5,270,1,17,258,1,3,272,1,17,258,1,60,215,1,2,273,1,28,247,273,0,3,0,248,0,9,19,268,0,1,7,207,0,12,57,222,0,14,40,235,0,7,34,257,0,7,12,271,0,4,1,259,0,5,12,273,0,0,3,259,0,7,10,216,0,10,50,274,0,1,1,248,0,11,17,0,0,11,265,265,0,10,1,0,0,106,170,170,0,21,85,255,0,20,1,255,0,21,0,276,0,0,0,21,0,4,251,276,0,0,0,0,0,0,0,114,106,40,16,0,1,90,159,26,0,3,148,107,18,0,1,129,118,28,0,1,127,117,31,0,2,33,157,84,0,272,0,1,3,272,1,1,2,272,1,0,3,272,1,0,3,272,1,0,3,272,1,0,3,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,0,1,81,194,0,1,180,95,0,1,168,107,0,3,184,89,0,0,66,210,0,1,36,239,0,0,176,100,100,0,77,50,24,25,0,1,6,17,92,160,0,1,274,1,0,3,43,230,0,0,25,47,30,23,143,8,0,0,34,45,132,65,0,0,24,93,104,55,276,276,195,0,24,57,96,1,69,110,108,1,52,115,92,0,15,169,210,0,13,53,240,1,20,15,0,0,3,8,33,52,180,0,0,4,15,29,63,165,0,2,25,99,94,56,0,0,5,19,45,207,0,0,22,46,89,119,208,1,50,17,208,5,7,56,208,5,25,38,0,0,187,89,187,0,45,44,231,1,6,5,6,1,0,3,23,44,0,11,10,10,25,3,14,41,5,5,5,21,14,8,8,52,0,2,95,173,5,1,0,0,0,276,0,0,0,0,0,3,2,143,90,38,3,0,73,79,80,27,14,5.5524475524475525,7.718350478447151,1.8181818181818181,1.2504544628399563,13.884469696969697,4.348517655633883,2.948148148148148,1.3759404679269687
AU,AUS,Australia,3,2020-12-27,2020-12-27,215,0,0,0,0,12,215,1958219.7280134086,212,0,0,215,1,16,198,1,2,212,1,34,180,1,23,191,1,18,196,1,12,202,0,4,211,1,4,210,1,1,213,1,2,212,1,29,185,1,1,213,1,12,202,215,0,0,0,199,0,9,7,213,0,0,2,181,0,5,29,192,0,3,20,197,0,8,10,203,0,4,8,211,0,1,3,211,0,1,3,214,0,0,1,213,0,2,0,186,0,3,26,214,0,1,0,203,0,2,10,0,0,6,209,209,1,4,1,0,3,81,131,134,0,12,69,203,0,12,0,203,0,12,0,215,0,0,0,15,3,5,192,215,0,0,0,0,0,0,0,89,72,38,16,0,3,57,134,21,0,2,111,88,14,0,3,93,93,26,0,2,89,102,22,0,4,31,130,50,0,210,1,0,4,210,1,0,4,210,1,0,4,210,0,3,2,210,1,0,4,210,1,0,4,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,0,1,56,158,0,0,153,62,0,1,140,74,0,0,148,67,0,0,51,164,0,0,26,189,0,0,147,68,68,0,68,32,24,23,0,0,2,9,47,157,0,0,214,1,0,0,35,180,0,0,26,26,22,13,127,1,0,0,29,47,81,58,0,0,25,62,90,38,215,215,159,0,14,42,62,0,46,107,75,0,35,105,67,0,14,134,164,0,10,41,189,0,11,15,0,2,0,8,17,33,155,0,0,1,9,15,47,143,0,1,28,71,63,52,0,1,5,8,22,179,0,0,12,37,56,110,166,1,34,14,166,4,7,38,166,3,11,35,0,0,144,71,144,1,34,36,181,1,6,3,2,2,1,1,18,37,0,3,10,7,23,3,17,27,9,3,7,23,12,4,7,23,0,1,83,128,2,1,0,0,0,0,215,0,0,0,0,1,1,121,68,24,1,2,30,56,80,38,8,4.16,6.594510411514078,2,1.2649110640673518,14.689320388349516,3.683924540986127,3.3999999999999995,1.461466786302075
AU,AUS,Australia,4,2020-12-27,2020-12-27,226,0,0,0,0,13,226,2106265.054656582,222,1,0,225,1,11,214,1,3,222,1,40,185,1,24,201,1,26,199,1,9,216,1,1,224,0,2,224,1,1,224,1,3,222,1,29,196,1,1,224,1,14,211,226,0,0,0,215,0,3,8,223,0,2,1,186,0,11,29,202,0,6,18,200,0,7,19,217,0,3,6,225,0,1,0,224,0,1,1,225,0,0,1,223,0,1,2,197,0,7,22,225,0,1,0,212,0,5,9,0,0,6,220,220,0,4,2,0,3,88,135,138,0,9,79,217,0,9,0,217,0,9,0,226,0,0,0,12,0,1,213,226,0,0,0,0,0,0,0,103,62,42,19,0,0,47,156,23,0,3,107,97,19,0,2,96,94,34,0,0,95,106,25,0,1,22,137,66,0,225,0,0,1,225,0,0,1,225,0,1,0,225,0,0,1,225,0,0,1,225,0,0,1,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,0,1,53,172,0,1,149,76,0,0,119,107,0,0,134,92,0,0,46,180,0,1,24,201,0,0,142,84,84,0,79,34,16,13,0,1,2,16,88,119,0,0,226,0,0,3,36,187,0,0,39,34,27,21,103,2,0,0,26,58,96,46,0,1,29,73,80,43,226,226,173,0,18,35,77,1,62,86,107,1,38,80,92,1,15,118,180,0,7,39,202,0,11,13,0,1,2,5,14,26,178,0,0,5,10,27,37,147,0,1,29,76,84,36,0,0,5,6,35,180,0,0,14,37,74,101,175,3,33,15,175,8,4,39,175,5,20,26,0,1,147,78,148,0,41,37,185,0,11,2,6,0,2,1,19,38,0,7,10,7,26,5,12,39,6,3,7,17,14,3,2,30,0,1,75,149,0,1,0,0,0,0,0,226,0,0,0,2,6,114,67,37,2,2,38,58,65,50,11,6.085365853658536,8.393414849002856,2.1666666666666665,1.1690451944500122,13.869767441860466,4.029304738368141,2.977064220183486,1.476209682976923
AU,AUS,Australia,5,2020-12-27,2020-12-27,253,0,0,0,0,12,253,2169299.009917362,242,1,1,251,0,17,236,0,6,247,0,35,218,0,29,224,1,25,227,1,10,242,1,5,247,0,7,246,0,2,251,1,4,248,0,22,231,1,0,252,1,15,237,252,0,1,0,236,0,6,11,247,0,1,5,218,0,10,25,224,0,5,24,228,0,6,19,243,0,5,5,248,0,2,3,246,0,1,6,251,0,1,1,249,0,2,2,231,0,6,16,253,0,0,0,238,0,5,10,0,0,9,244,244,0,8,1,0,2,85,166,168,1,9,75,244,0,9,0,244,0,7,2,253,0,0,0,12,2,3,236,253,0,0,0,0,0,0,0,123,87,27,16,0,4,68,158,23,0,4,132,102,15,0,4,119,103,27,0,3,124,102,24,0,4,40,130,79,0,250,1,0,2,250,0,1,2,250,1,0,2,250,1,0,2,250,1,0,2,250,1,0,2,253,0,0,0,253,0,0,0,253,0,0,0,253,0,0,0,253,0,0,0,253,0,0,0,253,0,0,0,253,0,0,0,253,0,0,0,253,0,0,0,253,0,0,0,253,0,0,0,0,2,57,194,0,2,165,86,0,1,135,117,0,1,151,101,0,2,44,207,0,2,8,243,0,0,137,116,116,0,81,31,19,6,0,1,2,18,71,161,0,3,249,1,0,3,39,211,0,0,48,24,22,21,126,12,0,1,38,64,109,41,0,2,32,93,82,44,253,253,196,1,19,37,88,1,63,101,118,1,44,90,102,1,22,128,209,1,11,32,245,0,4,4,0,0,0,1,13,26,213,0,0,1,8,16,42,186,0,4,22,75,94,58,0,0,4,9,31,209,0,0,10,36,67,140,207,2,30,14,207,7,6,33,207,7,12,27,0,1,136,116,137,1,50,65,203,1,5,1,3,5,3,3,29,67,0,9,10,11,25,2,7,32,3,3,7,15,8,3,9,42,0,1,100,147,0,5,0,0,0,0,0,0,253,0,0,5,9,120,62,57,5,3,59,65,72,38,11,7.04,10.60525112156008,1.5,0.8366600265340756,13.92468619246862,3.9824427448787163,2.53781512605042,1.3918989000483803
AU,AUS,Australia,6,2020-12-27,2020-12-27,162,2,32471.974522753102,2,32471.974522753102,4,162,1812107.077367199,156,1,2,159,1,10,151,1,3,158,1,21,140,1,14,147,0,18,144,1,10,151,1,0,161,1,5,156,1,0,161,1,7,154,1,11,150,1,2,159,1,7,154,160,0,1,1,152,1,5,4,159,0,1,2,141,0,7,14,148,0,2,12,144,0,2,16,152,0,3,7,162,0,0,0,157,0,2,3,162,0,0,0,155,0,3,4,151,0,5,6,160,0,2,0,155,0,3,4,0,0,3,159,159,0,2,1,0,6,40,116,122,0,7,33,155,0,7,0,155,0,7,0,162,0,0,0,13,1,2,146,162,0,0,0,0,0,0,0,84,51,19,8,0,5,53,82,22,0,8,93,47,14,0,11,75,59,17,0,9,80,57,16,0,13,26,67,56,0,160,0,1,1,160,1,0,1,160,1,0,1,160,1,0,1,160,1,0,1,160,1,0,1,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,0,1,20,141,0,2,101,59,0,2,80,80,0,1,98,63,0,2,27,133,0,2,9,151,0,1,95,66,67,0,58,21,6,10,0,2,3,7,53,97,0,1,159,2,0,2,16,144,0,0,19,23,21,11,77,11,0,0,31,43,64,24,0,2,17,62,57,24,162,162,142,1,4,15,61,4,41,56,82,4,28,48,64,3,18,77,135,1,7,19,153,1,3,5,0,1,0,5,4,13,139,0,0,1,5,4,18,134,0,2,11,52,61,36,0,0,0,3,14,145,0,0,3,15,40,104,144,2,11,5,144,3,2,13,144,2,6,10,0,2,38,122,40,1,25,96,137,1,2,0,3,0,1,1,17,99,1,2,3,4,4,1,4,10,3,2,4,5,2,4,4,10,0,5,68,88,0,1,0,0,0,0,0,0,0,162,0,3,10,71,45,33,3,5,35,43,42,26,8,6.069767441860465,7.2551963277469484,1,1,13.019354838709676,3.4948402927706423,2.3445945945945947,1.455521216402961
AU,AUS,Australia,7,2020-12-27,2020-12-25,100,0,0,0,0,1,100,1153190.156111237,91,3,0,97,2,5,93,2,3,95,1,10,89,2,9,89,3,14,83,2,1,97,2,0,98,3,4,93,1,1,98,3,2,95,2,3,95,3,1,96,0,5,95,100,0,0,0,95,0,1,4,97,1,0,2,90,1,2,7,91,1,3,5,86,1,2,11,99,0,1,0,100,0,0,0,96,0,3,1,99,0,0,1,98,0,0,2,97,1,1,1,99,0,0,1,95,0,3,2,0,0,1,99,99,0,1,0,0,2,21,77,79,0,3,18,97,0,3,0,97,0,3,0,100,0,0,0,5,3,3,89,100,0,0,0,0,0,0,0,55,28,12,5,0,10,33,47,10,0,8,54,30,8,0,9,46,33,12,0,10,51,31,8,0,13,12,43,32,0,97,2,1,0,97,0,2,1,97,2,0,1,97,2,0,1,97,2,0,1,97,2,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,7,93,0,0,48,52,0,0,34,66,0,0,46,54,0,0,12,88,0,0,7,93,0,1,40,59,60,0,26,7,6,1,0,1,0,11,34,54,0,1,98,1,0,0,16,84,0,1,13,12,7,9,47,11,0,0,35,34,21,10,0,1,12,36,25,26,100,100,93,0,1,6,52,1,17,30,66,1,13,20,54,1,11,34,88,0,2,10,93,0,4,3,0,1,1,0,0,7,91,0,0,1,0,2,15,82,0,1,7,21,32,39,0,0,1,1,11,87,0,0,1,10,21,68,89,2,4,5,89,3,1,7,89,0,4,7,0,1,5,94,6,0,6,88,94,0,1,0,1,0,0,0,4,89,0,3,3,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,56,42,0,1,0,0,0,0,0,0,0,0,100,7,6,34,26,27,7,3,27,27,20,11,5,7.615384615384616,7.689353278797499,1,0,12.72043010752688,3.612675725823347,2.0813953488372094,1.2669102412986974
