ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AUS,Australia,2,2021-01-13,2021-01-13,279,0,0,0,0,15,279,2573053.220786601,270,0,3,276,0,20,259,0,1,278,0,56,223,0,31,248,0,40,239,0,17,262,0,3,276,0,12,267,0,1,278,0,12,267,0,59,220,0,1,278,0,31,248,276,0,1,2,259,0,10,10,278,0,0,1,223,1,8,47,248,1,11,19,239,1,9,30,262,1,6,10,276,0,2,1,267,1,4,7,278,0,0,1,267,1,3,8,220,1,17,41,278,0,1,0,248,1,8,22,0,0,9,270,270,7,2,0,0,139,140,140,1,25,113,254,0,24,1,254,0,25,0,279,0,0,0,26,2,8,243,0,0,0,276,3,0,0,1,115,97,43,23,0,0,81,179,19,0,0,152,111,16,0,1,124,128,26,0,1,117,133,28,0,1,21,175,82,0,271,3,0,5,271,3,1,4,271,3,0,5,271,1,4,3,271,2,1,5,271,3,1,4,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,0,2,141,136,0,1,190,88,0,2,163,114,0,2,181,96,0,1,60,218,0,3,38,238,0,1,167,111,112,0,89,33,21,24,0,2,7,12,69,189,0,1,277,1,0,4,59,216,0,0,77,71,27,17,76,11,0,0,49,47,116,67,0,1,46,86,102,44,279,279,138,2,73,66,89,2,119,69,116,2,89,72,98,2,36,143,219,1,17,42,241,2,25,11,0,0,0,9,38,50,182,0,0,5,14,37,52,171,0,2,41,94,99,43,0,1,2,20,44,212,0,0,19,56,71,133,204,1,55,19,204,7,8,60,204,6,16,53,0,0,206,73,206,1,31,41,248,0,3,1,3,3,1,3,17,42,0,8,12,11,26,2,13,30,3,11,9,28,15,7,10,52,0,5,89,180,1,4,0,0,0,279,0,0,0,0,0,4,3,157,89,26,4,1,95,79,68,22,10,4.09469696969697,5.933516064238042,1.75,1.164964745021435,14.141509433962264,4.4363953581240825,2.642066420664207,1.3364968620384496
AUS,Australia,3,2021-01-13,2021-01-13,222,1,8158.89799257958,1,8158.89799257958,15,222,2240251.451877883,219,0,2,220,0,17,205,0,3,219,0,46,176,0,32,190,0,34,188,0,9,213,0,3,219,0,5,217,0,0,222,0,10,212,0,36,186,0,3,219,0,20,202,220,0,1,1,205,0,6,11,219,0,1,2,176,1,15,30,190,0,14,18,188,0,12,22,213,0,5,4,219,0,2,1,217,0,4,1,222,0,0,0,212,0,6,4,186,1,11,24,219,0,2,1,202,1,10,9,0,0,9,213,213,3,6,0,2,89,131,133,0,8,81,214,0,7,1,214,1,7,0,221,0,1,0,10,3,5,204,0,2,0,220,0,0,0,0,92,68,41,21,0,0,59,140,23,0,1,115,91,15,0,0,95,96,31,0,2,97,95,28,0,0,34,115,73,0,217,1,0,4,217,1,0,4,217,1,0,4,217,1,2,2,217,0,2,3,217,1,1,3,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,0,0,102,120,0,1,160,61,0,0,134,88,0,0,144,78,0,0,53,169,0,0,26,196,0,0,148,74,74,0,88,29,18,13,0,0,1,11,71,139,0,0,222,0,0,4,34,184,0,0,57,44,30,14,76,1,0,0,39,43,85,55,0,0,24,71,91,36,222,222,120,0,54,48,62,0,96,64,88,0,68,66,78,1,44,99,169,0,16,37,196,0,13,13,0,0,0,5,24,35,158,0,0,1,10,20,29,162,0,3,32,79,68,40,0,1,7,15,30,169,0,0,15,41,73,93,166,3,40,13,166,6,15,35,166,3,24,29,0,0,155,67,155,0,29,38,193,0,1,3,6,1,1,2,15,38,0,2,6,9,32,5,17,24,8,5,5,13,9,5,8,36,0,1,89,130,0,2,0,0,0,0,222,0,0,0,0,2,6,115,69,30,2,2,40,56,78,35,9,4.543478260869565,6.550585987508446,1.6666666666666667,1.4142135623730951,14.526066350710902,3.8758142831515268,3.2085308056872037,1.5748388346109805
AUS,Australia,4,2021-01-13,2021-01-13,238,1,5589.40177478229,1,5589.40177478229,6,238,2224800.6742345397,232,0,1,237,0,19,219,0,5,233,0,36,202,0,21,217,0,26,212,0,5,233,0,1,237,0,4,234,0,0,238,0,8,230,0,35,203,0,1,237,1,24,213,237,0,1,0,219,0,3,16,233,0,2,3,202,0,6,30,217,0,6,15,212,0,4,22,233,0,5,0,237,0,0,1,234,0,0,4,238,0,0,0,230,0,2,6,203,0,12,23,237,0,0,1,214,0,10,14,0,0,3,235,235,3,0,0,2,93,143,145,1,13,79,225,0,13,0,225,0,13,0,238,0,0,0,16,1,2,219,0,2,0,236,0,0,0,0,110,82,29,17,0,3,43,177,15,0,2,109,120,7,0,2,99,122,15,0,1,99,119,19,0,1,30,141,66,0,236,1,0,1,236,1,0,1,236,1,0,1,236,0,2,0,236,1,0,1,236,1,1,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,0,0,122,116,0,1,174,63,0,1,148,89,0,1,151,86,0,1,40,197,0,2,31,205,0,0,145,93,93,0,85,24,17,19,0,0,2,9,61,166,0,1,237,0,0,2,62,174,0,0,88,29,24,15,75,7,0,0,52,40,93,53,0,2,41,83,73,39,238,238,116,0,52,70,64,1,102,71,90,1,83,64,87,1,44,106,198,0,15,25,207,0,19,12,0,1,1,3,15,31,187,0,0,0,3,19,43,173,0,0,35,83,75,45,0,0,2,8,39,189,0,0,20,34,61,123,184,1,39,14,184,6,10,38,184,4,19,31,0,1,168,69,169,1,27,41,211,2,1,0,4,0,2,2,16,43,0,6,16,8,23,7,9,36,5,1,4,23,11,1,9,36,0,5,83,149,0,1,0,0,0,0,0,238,0,0,0,4,5,114,77,38,4,3,31,58,74,49,19,4.97906976744186,6.549362183208372,2.5,2.1213203435596424,14.283185840707965,3.6768803843564575,2.9779735682819384,1.4093396869742134
AUS,Australia,5,2021-01-13,2021-01-13,247,0,0,0,0,11,246,2272423.278852192,238,1,2,244,1,13,233,1,3,243,1,29,217,0,20,227,1,22,224,1,6,240,1,2,244,1,3,243,1,1,245,1,6,240,1,30,216,1,1,245,1,17,229,245,0,1,1,234,0,6,7,244,0,1,2,218,0,5,24,227,0,4,16,225,0,4,18,241,0,4,2,245,0,0,2,244,0,2,1,246,0,1,0,241,0,2,4,217,0,5,25,246,0,0,1,230,0,4,13,0,1,10,236,237,7,3,0,2,91,154,156,1,18,72,229,0,17,1,229,0,18,0,247,0,0,0,21,5,3,218,0,1,1,244,1,0,1,1,144,66,28,7,1,6,68,153,19,1,10,122,105,9,1,8,119,101,18,1,9,124,100,13,1,12,42,124,68,0,244,1,1,1,244,0,1,2,244,1,0,2,244,1,0,2,244,1,0,2,244,1,0,2,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,247,0,0,0,0,1,88,158,0,0,176,71,0,1,141,105,0,1,134,112,0,1,32,214,0,0,23,224,0,1,123,123,124,0,79,22,11,11,0,3,1,9,61,173,0,0,246,1,0,5,47,195,0,0,76,36,21,13,95,6,0,0,71,62,74,40,0,4,47,85,71,40,247,247,159,0,44,44,71,0,97,79,106,0,71,70,113,1,41,92,215,0,13,19,224,0,18,5,0,1,4,1,15,22,204,0,0,2,3,20,40,182,0,2,26,97,84,38,0,0,2,8,43,194,0,0,9,44,65,129,194,5,42,6,194,15,7,31,194,12,19,22,0,2,128,117,130,0,40,77,207,0,3,2,3,7,1,5,19,79,0,3,10,9,28,3,7,29,7,5,4,10,9,4,12,28,0,3,104,140,0,0,0,0,0,0,0,0,247,0,0,6,5,122,60,54,6,1,59,59,59,46,17,4.052631578947368,5.515782777550509,1,0.4714045207910317,13.688796680497925,3.7224878279616,2.483050847457627,1.2798474034536065
AUS,Australia,6,2021-01-13,2021-01-13,174,0,0,0,0,4,174,1971844.3816432504,169,0,2,172,0,12,162,0,5,169,0,17,157,0,9,165,0,17,157,0,7,167,0,1,173,0,2,172,0,1,173,0,4,170,0,6,168,0,0,174,0,7,167,172,0,0,2,162,0,1,11,169,0,2,3,157,0,2,15,165,0,2,7,157,0,6,11,167,0,4,3,173,0,0,1,172,0,1,1,173,0,0,1,170,0,1,3,168,0,3,3,174,0,0,0,167,0,5,2,0,0,2,172,172,1,1,0,4,47,123,127,0,7,40,167,0,7,0,167,0,7,0,174,0,0,0,11,2,1,160,0,0,0,174,0,0,0,1,102,46,11,14,0,5,51,102,16,0,7,94,61,12,0,11,83,59,21,0,10,87,63,14,0,11,21,89,53,0,173,1,0,0,173,1,0,0,173,1,0,0,173,1,0,0,173,0,1,0,173,0,0,1,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,0,1,34,139,0,1,117,56,0,1,82,91,0,1,94,79,0,0,19,155,0,0,11,163,0,1,95,78,79,0,54,29,4,8,0,4,1,6,58,105,0,1,173,0,0,2,43,129,0,0,41,23,20,9,74,7,0,1,47,42,52,32,0,3,21,62,48,40,174,174,140,2,16,16,57,1,52,64,92,1,38,43,80,1,27,66,155,1,3,15,163,1,8,2,0,0,2,2,6,11,153,0,0,0,3,9,33,129,0,3,20,52,60,39,0,1,1,8,13,151,0,0,1,22,37,114,151,2,10,11,151,5,2,16,151,4,5,14,0,0,45,129,45,2,17,110,157,0,2,1,1,0,1,3,9,112,0,2,4,4,7,0,0,14,4,2,2,2,2,3,4,12,0,8,69,95,1,1,0,0,0,0,0,0,0,174,0,3,11,82,47,31,3,7,44,42,46,23,9,4.130434782608695,6.658690881187362,2,0,13.670807453416149,3.9824245088820076,1.962962962962963,0.9183355784486315
AUS,Australia,7,2021-01-13,2021-01-03,100,0,0,0,0,0,99,1102215.5680098736,95,0,0,100,1,10,89,0,3,97,0,14,86,0,9,91,0,8,92,0,1,99,0,3,97,0,2,98,0,2,98,0,0,100,1,3,96,0,0,100,0,3,97,100,0,0,0,90,0,4,6,97,0,1,2,86,1,3,10,91,1,2,6,92,1,4,3,99,0,1,0,97,0,1,2,98,0,0,2,98,1,0,1,100,0,0,0,97,0,0,3,100,0,0,0,97,0,2,1,0,1,0,99,100,0,0,0,2,32,66,68,2,8,22,92,0,8,0,92,0,8,0,100,0,0,0,12,0,3,85,55,2,0,43,0,0,0,0,53,34,9,4,0,8,38,43,11,0,5,66,22,7,0,11,53,27,9,0,8,58,28,6,0,16,14,42,28,0,97,1,1,1,97,1,1,1,97,1,0,2,97,1,0,2,97,0,1,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,11,87,0,1,67,32,0,2,45,53,0,2,45,53,0,1,16,83,0,2,5,93,0,1,55,44,45,1,37,6,3,8,0,3,0,9,35,53,0,3,97,0,0,2,21,77,0,0,22,13,5,8,41,11,0,0,38,25,27,10,0,3,13,37,26,21,100,100,89,0,3,8,33,4,36,27,55,4,18,23,55,1,6,38,84,1,10,5,95,1,2,2,0,3,2,0,5,5,85,0,0,0,0,6,16,78,0,1,7,36,27,29,0,0,0,2,8,90,0,0,1,6,20,73,93,3,2,2,93,4,1,2,93,2,3,2,0,2,9,89,11,0,8,81,92,0,1,0,1,2,0,0,4,83,0,2,1,2,1,0,0,3,1,0,1,2,0,1,0,3,0,6,48,46,0,0,0,0,0,0,0,0,0,0,100,5,4,28,36,27,5,2,29,29,24,7,4,7.208333333333333,8.454374564411156,0,0,12.75531914893617,3.914918173557511,1.7333333333333332,1.109711978018307
AUS,Australia,-99,2021-01-14,2021-01-13,100,1,8617.93682875952,1,8617.93682875952,4,83,1114914.5463039153,0,2,2,96,3,16,81,4,2,94,2,21,77,4,9,87,2,20,78,3,5,92,3,6,91,3,6,91,3,4,93,1,12,87,3,15,82,3,4,93,2,16,82,98,0,1,1,84,1,9,6,98,0,0,2,79,2,6,13,91,1,5,3,80,2,7,11,95,0,2,3,94,1,3,2,94,1,3,2,96,0,1,3,88,0,5,7,85,1,2,12,96,0,1,3,84,0,4,12,17,0,2,81,98,1,1,19,3,23,55,78,0,6,16,94,0,6,0,94,0,6,0,100,0,0,0,30,0,1,69,21,0,1,78,0,1,29,0,35,21,11,4,35,3,25,33,4,35,5,33,24,3,35,3,33,22,7,35,4,30,26,5,35,4,11,27,23,1,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,99,0,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,41,0,23,36,41,0,41,18,41,0,36,23,41,0,31,28,41,0,17,42,41,0,11,48,48,0,26,26,74,0,18,3,1,4,55,0,0,0,16,29,55,0,45,0,61,1,5,33,61,0,11,3,6,5,14,0,61,0,13,7,12,7,63,1,7,13,12,4,100,100,78,0,10,12,61,0,22,17,66,0,15,19,71,0,7,22,85,0,5,10,90,0,5,5,72,0,1,3,2,3,19,72,0,1,1,2,6,18,78,1,5,5,5,6,78,0,1,1,6,14,78,0,1,4,8,9,95,2,2,1,95,2,0,3,95,1,1,3,81,0,7,12,88,0,6,6,100,0,0,0,0,0,0,0,0,96,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.46875,7.215504699223479,2,1.4142135623730951,0,0,0,0
AUS,Australia,1,2021-01-14,2021-01-13,100,0,0,0,0,3,100,962174.5169472786,99,0,0,100,0,8,92,0,1,99,0,28,72,0,17,83,0,21,79,0,7,93,0,4,96,0,5,95,0,1,99,0,4,96,0,27,73,0,0,100,0,21,79,100,0,0,0,92,1,0,7,99,0,0,1,72,1,5,22,83,0,5,12,79,1,4,16,93,1,3,3,96,0,1,3,95,0,2,3,99,0,1,0,96,0,0,4,73,1,4,22,100,0,0,0,79,1,6,14,0,0,3,97,97,3,0,0,0,40,60,60,0,6,34,94,0,6,0,94,0,5,1,100,0,0,0,6,0,3,91,0,0,0,100,0,0,0,0,42,35,17,6,0,0,43,51,6,0,1,59,34,6,0,0,54,37,9,0,0,50,38,12,0,0,12,55,33,0,97,1,0,2,97,1,0,2,97,1,0,2,97,0,2,1,97,1,0,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,53,47,0,0,63,37,0,0,58,42,0,0,71,29,0,0,21,79,0,0,18,82,0,0,61,39,39,0,41,10,7,3,0,0,2,11,43,44,0,0,100,0,0,1,22,77,0,0,31,15,14,2,36,2,0,0,16,19,45,20,0,0,17,33,39,11,100,100,47,0,30,23,37,0,35,28,42,1,25,32,29,0,21,50,79,0,11,10,82,0,14,4,0,0,1,7,22,19,51,0,0,0,12,23,23,42,0,0,15,31,34,20,0,0,1,7,12,80,0,0,5,17,26,52,78,0,19,3,78,1,3,18,78,1,4,17,0,0,64,36,64,0,18,18,82,0,3,0,2,1,0,0,12,18,0,2,9,6,7,2,4,16,1,1,1,4,5,1,1,22,0,2,35,61,1,1,0,0,100,0,0,0,0,0,0,0,4,49,34,13,0,0,11,26,36,18,9,4.633333333333334,7.476441342058596,1,0,12.713541666666666,4.073498943212196,3.147368421052631,1.3286404909949532
AUS,Australia,2,2021-01-14,2021-01-13,100,0,0,0,0,4,100,915943.8307869779,96,0,1,99,0,7,93,0,2,98,0,17,83,0,12,88,0,12,88,0,6,94,0,2,98,0,7,93,0,0,100,0,4,96,0,23,77,0,1,99,0,10,90,99,0,1,0,93,0,2,5,98,0,0,2,83,0,3,14,88,0,3,9,88,0,1,11,94,0,1,5,98,0,1,1,93,0,2,5,100,0,0,0,96,0,1,3,77,0,4,19,99,0,1,0,90,0,3,7,0,0,3,97,97,2,1,0,0,50,50,50,0,7,43,93,0,6,1,93,0,7,0,100,0,0,0,7,0,3,90,0,0,0,98,2,1,0,1,40,28,18,13,0,0,31,60,9,0,0,46,44,10,0,0,37,50,13,0,0,42,42,16,0,0,9,56,35,1,97,0,1,2,97,1,0,2,97,1,0,2,97,1,1,1,97,1,0,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,49,51,0,0,59,41,0,0,45,55,0,0,60,40,0,0,19,81,0,1,13,86,0,1,54,45,46,0,29,7,10,8,0,0,5,4,26,65,0,0,99,1,0,2,23,75,0,0,28,26,9,4,29,4,0,0,19,19,39,23,0,1,19,38,27,15,100,100,51,1,24,24,41,1,33,25,55,1,21,23,40,1,12,47,81,0,6,13,87,1,8,4,0,0,0,3,16,17,64,0,0,1,3,11,18,67,0,1,12,36,33,18,0,0,1,9,17,73,0,0,6,23,21,50,71,1,22,6,71,4,4,21,71,3,9,17,0,0,74,26,74,1,8,17,92,0,1,1,0,0,0,1,5,18,0,4,4,4,8,0,5,12,2,3,3,9,6,3,6,13,0,2,35,60,1,2,0,0,0,100,0,0,0,0,0,1,1,59,32,7,1,1,29,32,27,8,2,4.96875,7.707695967515817,1.3333333333333333,0.5773502691896257,13.693548387096774,4.604482845237863,2.673469387755102,1.3830752393163326
AUS,Australia,3,2021-01-14,2021-01-13,100,0,0,0,0,2,100,1002888.4207710805,99,0,0,100,0,3,97,0,2,98,0,24,76,0,14,86,0,12,88,0,6,94,0,2,98,0,3,97,0,0,100,0,6,94,0,19,81,0,2,98,0,7,93,100,0,0,0,97,0,2,1,98,0,1,1,76,0,10,14,86,0,9,5,88,0,5,7,94,0,4,2,98,0,1,1,97,0,3,0,100,0,0,0,94,0,4,2,81,0,5,14,98,0,2,0,93,0,3,4,0,0,2,98,98,0,2,0,2,41,57,59,0,4,37,96,0,4,0,96,0,4,0,100,0,0,0,6,1,2,91,0,1,0,99,0,1,0,0,38,30,20,12,0,0,29,64,7,0,1,48,46,5,0,0,36,50,14,0,2,40,47,11,0,0,16,47,37,1,98,0,0,2,98,0,0,2,98,0,0,2,98,0,2,0,98,0,0,2,98,0,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,40,60,0,1,73,26,0,0,64,36,0,0,66,34,0,0,23,77,0,0,12,88,0,0,61,39,39,0,37,12,7,5,0,0,1,4,34,61,0,0,100,0,0,2,13,85,0,0,26,21,13,5,35,0,0,0,21,20,35,24,0,0,14,26,39,21,100,100,60,0,19,21,27,0,41,32,36,0,31,33,34,0,19,47,77,0,8,15,88,0,6,6,0,0,0,0,10,15,75,0,0,0,3,10,16,71,0,2,8,35,42,13,0,1,1,6,13,79,0,0,4,18,29,49,78,0,16,6,78,2,6,14,78,2,9,11,0,0,70,30,70,0,12,18,88,0,1,1,3,1,0,2,4,18,0,0,2,5,10,2,9,8,2,4,4,7,6,3,6,14,0,1,42,57,0,0,0,0,0,0,100,0,0,0,0,0,1,52,35,12,0,0,19,25,40,12,4,4.976190476190476,8.173389586254137,1,0,14.97872340425532,3.877086599924913,3.1530612244897958,1.4240355087684915
AUS,Australia,4,2021-01-14,2021-01-13,100,1,5589.40177478229,1,5589.40177478229,4,100,928877.0401474886,99,0,1,99,0,5,95,0,2,98,0,14,86,0,7,93,0,15,85,0,2,98,0,0,100,0,3,97,0,0,100,0,3,97,0,15,85,0,1,99,1,10,89,99,0,1,0,95,0,1,4,98,0,1,1,86,0,1,13,93,0,1,6,85,0,3,12,98,0,2,0,100,0,0,0,97,0,1,2,100,0,0,0,97,0,1,2,85,0,4,11,99,0,1,0,90,0,3,7,0,0,1,99,99,1,0,0,0,40,60,60,0,4,36,96,0,4,0,96,0,4,0,100,0,0,0,4,0,1,95,0,0,0,100,0,0,0,0,50,30,14,6,0,1,21,71,7,0,1,48,47,4,0,1,49,44,6,0,0,48,44,8,0,0,16,54,30,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,49,51,0,0,79,21,0,1,61,38,0,1,60,39,0,1,14,85,0,1,13,86,0,0,57,43,43,0,34,10,5,8,0,0,2,6,24,68,0,1,99,0,0,2,33,65,0,0,40,11,14,3,29,3,0,0,24,17,38,21,0,0,20,33,30,17,100,100,51,0,24,25,21,0,49,30,39,0,41,20,40,0,17,43,86,0,7,7,87,0,8,5,0,0,0,0,9,11,80,0,0,0,1,7,21,71,0,0,13,38,30,19,0,0,0,3,17,80,0,0,7,16,24,53,77,0,16,7,77,1,5,17,77,1,10,12,0,1,67,32,68,0,11,21,89,1,0,1,3,0,0,1,5,22,0,1,6,3,10,5,3,15,2,0,1,11,5,0,5,11,0,3,34,62,0,1,0,0,0,0,0,100,0,0,0,1,2,49,38,10,1,2,16,25,30,16,10,5.9714285714285715,7.126940248867278,4,0,14.505263157894738,3.5215859707183257,2.8969072164948453,1.4964161080344196
