ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GBR,United Kingdom,-99,2021-01-13,2021-01-13,541,5,37475.38425370313,2,14628.970207566581,142,425,7678173.900684816,0,9,9,523,6,94,441,7,31,503,6,167,368,8,171,362,7,131,403,8,57,476,8,24,509,8,40,493,8,15,518,7,40,494,6,128,407,8,29,504,8,115,418,532,1,5,3,447,5,38,51,510,1,20,10,374,4,65,98,370,8,60,103,410,4,52,75,484,2,25,30,517,1,12,11,501,1,18,21,526,2,11,2,501,2,16,22,413,4,35,89,512,1,19,9,426,4,53,58,115,1,69,356,487,0,12,42,141,4,161,235,386,4,55,96,486,10,43,2,486,0,2,53,0,539,1,1,0,214,3,26,298,164,3,14,357,3,0,199,2,212,78,35,15,267,9,126,122,17,267,8,146,104,16,267,11,131,109,23,267,12,122,112,28,267,12,63,131,68,0,523,7,2,9,523,6,4,8,523,7,1,10,523,7,2,9,523,6,4,8,523,8,0,10,541,0,0,0,541,0,0,0,541,0,0,0,541,0,0,0,541,0,0,0,541,0,0,0,541,0,0,0,541,0,0,0,541,0,0,0,541,0,0,0,541,0,0,0,541,0,0,0,275,3,84,179,275,2,133,131,275,3,15,248,275,3,68,195,275,3,2,261,275,4,26,236,297,1,50,193,491,0,37,5,5,3,314,2,1,10,70,144,314,4,223,0,353,5,19,164,353,1,123,26,9,4,1,24,353,0,117,30,27,14,370,5,89,62,12,3,384,0,49,104,4,413,1,45,78,4,460,1,67,13,411,3,123,4,526,1,14,0,475,1,33,32,539,0,2,0,516,1,24,0,432,2,4,4,24,14,61,432,1,2,11,23,21,51,445,3,36,31,21,5,445,0,4,13,25,54,445,0,16,27,18,35,503,2,31,5,503,10,8,20,503,10,5,23,469,0,22,50,491,0,30,20,531,0,1,0,6,0,1,0,2,518,0,0,0,0,4,0,1,4,1,0,1,2,1,0,1,8,541,0,0,0,0,0,541,0,0,0,0,0,0,0,0,541,0,0,0,0,541,0,0,0,0,0,0,4.90755364806867,4.580948321477676,2.489795918367347,1.324802642213672,0,0,0,0
GBR,United Kingdom,1,2021-01-13,2021-01-13,300,3,49698.8224946739,3,49698.8224946739,109,300,3725565.982260165,292,0,5,295,0,28,272,0,12,288,0,101,199,0,105,195,0,83,217,0,43,257,0,19,281,0,35,265,0,6,294,0,35,265,0,113,187,0,13,287,0,82,218,295,0,4,1,272,3,12,13,288,1,7,4,199,2,21,78,195,3,43,59,217,3,24,56,257,2,23,18,281,1,11,7,265,0,18,17,294,0,6,0,265,1,14,20,187,2,33,78,287,1,6,6,218,3,29,50,0,0,48,252,252,0,11,37,0,0,162,138,138,0,51,111,249,6,43,2,249,0,2,49,0,298,1,1,0,51,0,15,234,0,0,11,286,3,0,11,2,170,69,30,18,11,0,126,152,11,11,0,166,106,17,11,0,152,114,23,11,0,115,134,40,11,2,47,137,103,0,285,0,2,13,285,1,5,9,285,1,3,11,285,0,5,10,285,1,1,13,285,1,0,14,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,0,0,95,205,0,0,144,156,0,0,8,292,0,0,64,236,0,0,2,298,0,0,23,277,0,0,68,232,232,0,52,5,8,3,0,0,2,39,118,141,0,0,299,1,0,6,29,265,0,1,160,85,16,6,7,25,0,1,158,50,59,32,0,0,139,127,27,7,0,0,45,242,13,0,0,38,236,26,205,1,79,15,156,1,139,4,292,0,8,0,236,2,23,39,298,0,1,1,277,0,21,2,0,4,16,25,82,63,110,0,0,17,63,96,55,69,0,2,84,130,64,20,0,0,8,27,84,181,0,0,38,76,73,113,186,1,95,18,186,7,7,100,186,8,10,96,0,0,143,157,143,1,82,74,218,0,23,1,26,6,3,1,22,75,0,1,27,8,21,2,14,30,12,0,13,8,4,9,2,74,0,4,90,200,4,2,0,0,300,0,0,0,0,0,0,4,11,85,133,67,4,0,34,86,100,54,22,4.63768115942029,4.551659297867824,2.2708333333333335,1.300402283637944,13.770909090909091,4.671339572768622,3.2588652482269507,1.3206582485773324
GBR,United Kingdom,2,2021-01-13,2021-01-13,610,5,66454.26612070893,3,30914.48113280082,279,610,6405032.918434288,601,0,7,603,0,58,552,0,14,596,0,175,435,0,187,423,0,129,481,0,60,550,0,24,586,0,44,566,0,7,603,0,46,564,0,166,444,0,21,589,0,120,490,603,0,4,3,552,0,23,35,596,0,9,5,435,0,48,127,423,2,57,128,481,0,34,95,550,0,35,25,586,0,9,15,566,0,28,16,603,0,7,0,564,0,31,15,444,0,51,115,589,0,8,13,490,1,47,72,0,0,95,515,515,0,18,77,0,0,326,284,284,2,119,205,491,11,99,9,491,0,6,113,0,604,0,6,0,121,1,21,467,0,2,36,569,3,0,36,0,338,141,62,33,36,1,200,344,29,36,2,274,272,26,36,3,249,287,35,36,2,183,324,65,36,4,78,332,160,0,589,2,9,10,589,3,3,15,589,3,3,15,589,3,3,15,589,2,3,16,589,2,2,17,610,0,0,0,610,0,0,0,610,0,0,0,610,0,0,0,610,0,0,0,610,0,0,0,610,0,0,0,610,0,0,0,610,0,0,0,610,0,0,0,610,0,0,0,610,0,0,0,0,1,195,414,0,1,278,331,0,1,18,591,0,1,106,503,0,1,2,607,0,0,35,575,0,0,126,484,484,0,100,9,10,7,0,1,14,44,202,349,0,1,609,0,0,2,84,524,0,0,381,131,32,9,11,46,0,1,324,115,124,46,0,2,327,233,35,13,0,0,142,462,6,0,1,162,430,17,415,0,162,33,332,0,267,11,592,1,13,4,504,0,49,57,608,0,0,2,575,0,32,3,0,2,7,31,121,176,273,0,0,15,66,124,195,210,0,6,188,265,115,36,0,0,19,59,147,385,0,0,76,131,187,216,403,3,166,38,403,14,15,178,403,13,18,176,0,0,383,227,383,1,115,111,495,0,28,1,34,1,12,5,34,112,0,6,44,22,54,15,42,81,23,0,20,37,11,8,17,118,0,16,169,420,3,2,0,0,0,610,0,0,0,0,0,4,15,189,259,143,4,4,172,195,176,41,18,4.567287234042553,4.579865393357822,2.967741935483871,1.8618107881682529,14.363636363636363,5.045742082630779,2.743589743589744,1.2670335741316479
GBR,United Kingdom,3,2021-01-13,2021-01-13,558,5,65699.51452484568,3,48195.02526336161,209,558,6273891.164977728,547,1,10,547,1,67,490,1,18,539,1,158,399,1,157,400,1,127,430,1,59,498,1,23,534,1,38,519,1,15,542,1,29,528,0,152,406,2,25,531,1,119,438,548,1,6,3,491,1,31,35,540,1,9,8,400,4,51,103,401,2,56,99,431,1,48,78,499,0,32,27,535,0,16,7,520,1,25,12,543,0,12,3,529,1,18,10,406,2,61,89,533,1,15,9,439,2,56,61,0,0,89,469,469,0,20,69,0,5,287,266,271,3,98,186,460,19,74,5,460,0,3,95,0,555,0,3,0,106,4,25,423,0,1,36,519,2,0,36,1,350,109,38,24,36,4,166,321,31,36,4,219,273,26,36,2,223,259,38,36,4,177,283,58,36,6,76,302,138,0,533,8,5,12,533,11,1,13,533,11,2,12,533,9,5,11,533,8,4,13,533,12,1,12,558,0,0,0,558,0,0,0,558,0,0,0,558,0,0,0,558,0,0,0,558,0,0,0,558,0,0,0,558,0,0,0,558,0,0,0,558,0,0,0,558,0,0,0,558,0,0,0,0,2,184,372,0,0,255,303,0,3,18,537,0,2,84,472,0,1,4,553,0,1,24,533,0,1,100,457,458,0,71,14,9,6,0,0,4,38,143,373,0,0,557,1,0,2,76,480,0,0,362,93,32,16,11,44,0,1,309,117,83,48,0,0,310,203,26,19,0,0,154,400,4,0,3,150,390,15,374,1,153,30,303,0,248,7,540,0,15,3,474,0,48,36,554,0,1,3,534,0,22,2,0,1,4,27,89,116,321,0,0,16,43,105,153,241,0,4,175,259,85,35,0,0,21,58,127,352,0,0,64,146,162,186,348,4,164,42,348,28,16,166,348,26,19,165,0,2,362,194,364,1,91,102,467,0,23,1,26,0,9,6,26,105,0,6,23,23,52,7,27,67,29,0,8,45,16,13,20,117,0,6,211,339,0,2,0,0,0,0,558,0,0,0,0,6,11,143,260,138,6,5,110,148,219,56,14,4.213157894736842,3.9586094560383227,2.4,1.5522640914238175,14.520874751491053,4.590725713860401,3.140740740740741,1.3465435058621067
GBR,United Kingdom,4,2021-01-13,2021-01-13,561,2,21956.31579584596,2,21956.31579584596,237,561,7331162.4766150555,551,0,3,558,0,67,494,0,23,538,0,130,431,0,154,407,1,113,447,0,46,515,1,19,541,0,23,538,0,10,551,0,36,525,0,117,444,0,32,529,0,96,465,558,0,2,1,494,1,25,41,538,0,11,12,431,1,46,83,407,1,55,98,448,1,36,76,515,0,26,20,542,1,12,6,538,0,12,11,551,0,7,3,525,1,21,14,444,1,41,75,529,0,20,12,465,2,47,47,0,0,89,472,472,1,13,75,0,6,246,309,315,5,79,162,482,11,65,3,482,0,1,78,0,560,1,0,0,90,6,21,444,0,1,30,528,2,0,30,3,393,86,26,23,30,8,174,318,31,30,8,236,260,27,30,8,220,268,35,30,8,192,285,46,30,11,85,295,140,0,540,9,4,8,540,6,7,8,540,9,4,8,540,6,5,10,540,10,4,7,540,9,2,10,561,0,0,0,561,0,0,0,561,0,0,0,561,0,0,0,561,0,0,0,561,0,0,0,561,0,0,0,561,0,0,0,561,0,0,0,561,0,0,0,561,0,0,0,561,0,0,0,0,0,205,356,0,2,276,283,0,2,27,532,0,2,99,460,0,3,7,551,0,3,30,528,0,1,107,453,454,0,73,12,9,13,0,0,2,18,132,409,0,3,556,2,0,2,89,470,0,0,383,84,40,12,5,37,0,0,303,92,103,63,0,3,342,183,21,12,0,1,246,309,5,0,4,179,366,12,356,2,188,15,285,2,271,3,534,2,24,1,462,1,63,35,554,1,3,3,531,1,27,2,0,2,14,22,73,121,329,0,1,14,39,99,133,275,0,7,206,234,76,38,0,0,14,47,124,376,0,0,59,116,173,213,386,5,133,37,386,47,15,113,386,44,18,113,0,3,342,216,345,0,88,128,473,1,19,3,28,2,10,3,22,131,0,4,17,23,61,5,19,68,25,0,7,46,20,7,15,113,0,6,184,368,0,3,0,0,0,0,0,561,0,0,0,6,18,110,274,153,6,10,107,150,197,62,29,4.597269624573379,4.359086642306599,2.75,1.8160927209491087,13.889748549323018,4.774917440601146,2.7802607076350094,1.3862805677429577
GBR,United Kingdom,5,2021-01-13,2021-01-13,419,1,4341.27792851512,1,4341.27792851512,134,419,5140282.16706801,412,3,3,413,2,54,363,2,13,404,2,94,323,1,114,304,2,82,335,2,30,387,2,11,406,2,19,398,2,5,412,2,24,393,1,92,326,2,20,397,2,58,359,416,0,1,2,365,0,20,34,406,0,9,4,325,3,39,52,305,1,48,65,337,0,31,51,389,0,18,12,408,0,7,4,400,0,12,7,414,0,3,2,395,0,18,6,327,1,39,52,399,0,12,8,361,1,29,28,0,0,55,364,364,0,13,42,0,3,178,238,241,4,55,119,364,6,42,7,364,0,1,54,0,418,0,1,0,62,9,19,329,0,0,23,394,2,0,23,1,311,59,16,9,23,8,125,252,11,23,13,183,189,11,23,12,181,186,17,23,14,151,205,26,23,17,68,242,69,0,400,5,4,10,400,8,1,10,400,8,1,10,400,6,4,9,400,6,1,12,400,7,3,9,419,0,0,0,419,0,0,0,419,0,0,0,419,0,0,0,419,0,0,0,419,0,0,0,419,0,0,0,419,0,0,0,419,0,0,0,419,0,0,0,419,0,0,0,419,0,0,0,0,3,121,295,0,1,201,217,0,5,13,401,0,4,83,332,0,4,3,412,0,4,23,392,0,0,83,336,336,0,64,5,5,9,0,0,2,15,98,304,0,1,416,2,0,6,63,350,0,0,249,78,26,11,9,46,0,0,244,69,62,44,0,2,251,140,19,7,0,2,260,156,1,0,2,174,235,8,298,0,109,12,218,0,198,3,406,0,12,1,336,0,42,41,416,0,1,2,396,0,21,2,0,2,2,7,42,68,298,0,0,2,14,62,101,240,0,0,143,188,59,29,0,0,7,13,73,326,0,0,29,53,143,194,337,4,67,11,337,29,8,45,337,27,9,46,0,1,186,232,187,2,96,134,323,1,17,2,25,1,11,5,34,137,0,3,16,16,18,5,10,57,13,0,13,20,12,6,16,77,0,8,152,254,0,5,0,0,0,0,0,0,419,0,0,4,12,66,199,138,4,8,108,120,117,46,16,4.7628,4.407953542423151,2.549019607843137,1.6039167745266096,14.433988764044942,4.064687759244871,2.3075,1.0515265189476324
GBR,United Kingdom,6,2021-01-13,2021-01-13,273,4,68122.43834966354,4,68122.43834966354,66,273,6660966.262804101,265,4,4,265,4,23,246,4,9,260,4,34,235,4,65,204,3,40,230,4,12,257,3,6,264,4,7,262,4,4,265,4,17,252,4,26,243,4,9,260,3,25,245,269,0,4,0,250,0,9,14,264,0,5,4,239,0,13,21,208,1,13,51,233,3,11,26,261,2,4,6,267,0,2,4,266,0,3,4,269,1,3,0,256,1,10,6,247,2,7,17,264,0,5,4,248,1,11,13,0,0,34,239,239,0,6,28,0,6,107,160,166,3,22,82,251,2,19,1,251,0,0,22,0,273,0,0,0,31,4,14,224,0,0,4,267,2,0,4,0,234,23,4,8,4,14,94,152,9,4,26,121,113,9,4,22,109,124,14,4,20,117,119,13,4,27,53,140,49,0,259,2,4,8,259,3,4,7,259,5,4,5,259,5,1,8,259,5,1,8,259,5,2,7,273,0,0,0,273,0,0,0,273,0,0,0,273,0,0,0,273,0,0,0,273,0,0,0,273,0,0,0,273,0,0,0,273,0,0,0,273,0,0,0,273,0,0,0,273,0,0,0,0,3,29,241,0,0,112,161,0,5,6,262,0,4,28,241,0,4,4,265,0,4,12,257,0,2,43,228,230,0,40,1,1,1,0,0,0,8,84,181,0,1,272,0,0,6,25,242,0,0,159,37,22,5,9,41,0,1,184,43,32,13,0,7,162,91,6,7,0,0,227,44,2,0,10,181,81,1,244,1,24,4,161,1,109,2,267,0,3,3,245,0,16,12,269,1,2,1,261,0,11,1,0,2,1,1,26,47,196,0,1,1,6,37,78,150,0,3,85,120,48,17,0,1,0,14,38,220,0,0,8,21,70,174,244,1,18,10,244,9,1,19,244,9,5,15,0,3,46,224,49,0,30,194,243,0,3,1,4,1,1,2,18,197,0,1,6,1,15,0,4,12,2,0,2,2,3,2,6,20,0,7,117,147,0,2,0,0,0,0,0,0,0,273,0,4,13,35,116,105,4,8,81,87,64,22,7,5.3247863247863245,5.174255001895342,2.28,1.458309523615157,14.207468879668049,4.125947646711297,1.9140625,0.9033909431018399
GBR,United Kingdom,7,2021-01-13,2021-01-03,100,0,0,0,0,26,99,2594167.499309731,95,0,1,99,0,8,92,0,3,97,0,11,89,0,26,74,0,20,80,0,6,94,0,0,100,0,2,98,0,1,99,0,2,98,0,3,97,0,2,98,0,6,94,99,0,1,0,92,0,3,5,97,0,1,2,89,0,3,8,74,0,5,21,80,0,8,12,94,0,2,4,100,0,0,0,98,0,2,0,99,0,0,1,98,0,1,1,97,0,1,2,98,0,0,2,94,0,3,3,0,1,9,90,91,0,2,7,0,3,23,74,77,2,3,18,97,0,3,0,97,0,0,3,0,100,0,0,0,8,5,3,84,37,1,11,51,0,0,11,0,79,2,3,5,11,10,33,41,5,11,7,52,24,6,11,8,41,33,7,11,6,41,36,6,11,12,17,38,22,0,97,1,1,1,97,1,2,0,97,2,0,1,97,2,0,1,97,2,1,0,97,2,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,3,95,0,0,36,64,0,2,3,95,0,1,17,82,0,1,1,98,0,1,3,96,0,0,11,89,89,0,9,1,0,1,0,2,0,5,37,56,0,1,99,0,0,1,14,85,0,0,53,12,12,5,3,15,0,0,68,22,10,0,0,2,55,33,7,3,0,0,83,17,0,0,3,79,16,2,97,1,2,0,64,1,34,1,97,1,1,1,83,1,7,9,99,1,0,0,97,1,2,0,0,1,2,0,4,8,85,0,1,0,1,5,18,75,0,5,15,48,21,11,0,1,0,3,6,90,0,1,1,6,15,77,93,0,5,2,93,0,1,6,93,1,1,5,0,2,5,93,7,1,10,82,90,0,0,0,2,0,2,0,6,85,0,1,0,2,2,1,2,1,0,0,0,1,0,0,1,4,0,6,52,42,0,0,0,0,0,0,0,0,0,0,100,3,8,10,41,38,3,3,38,31,19,5,1,5.225,4.752799444969519,3.125,2.4748737341529163,14.488372093023258,3.540502410497901,1.7666666666666668,0.779657083940963
GBR,United Kingdom,-99,2021-01-14,2021-01-13,100,0,0,0,0,41,77,1648751.4697674331,0,0,1,99,0,20,80,0,7,93,0,25,75,0,28,72,0,24,76,0,11,89,0,5,95,0,4,96,0,4,96,1,10,89,0,24,76,0,5,95,0,23,77,99,1,0,0,80,1,9,10,93,0,3,4,75,2,5,18,72,4,9,15,76,2,7,15,89,1,3,7,95,0,2,3,96,1,2,1,96,2,1,1,90,2,4,4,76,3,4,17,95,0,2,3,77,4,6,13,22,1,17,60,85,0,5,10,25,1,34,40,66,2,8,24,92,1,6,1,92,0,1,7,0,99,0,1,0,36,0,4,60,25,2,3,68,2,2,33,0,43,14,8,2,45,1,20,27,7,45,4,24,23,4,45,5,25,20,5,45,5,21,21,8,45,5,11,24,15,2,96,1,2,1,96,1,1,2,96,1,0,3,96,1,0,3,96,1,0,3,96,1,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,45,1,25,29,45,1,33,21,45,2,3,50,45,2,14,39,45,2,0,53,45,2,8,45,51,0,17,32,83,0,11,3,2,1,54,1,0,4,13,28,54,1,45,0,62,2,7,29,62,0,28,4,1,0,0,5,62,0,13,9,7,9,66,1,14,15,4,0,67,0,12,20,1,76,1,10,12,1,76,0,22,2,68,1,30,1,97,1,2,0,86,0,9,5,100,0,0,0,92,1,7,0,81,0,0,4,2,2,11,81,0,0,3,5,3,8,86,0,6,4,3,1,86,0,1,3,3,7,86,0,4,3,2,5,94,0,6,0,94,2,0,4,94,2,0,4,88,0,5,7,93,0,4,3,99,0,0,0,1,0,0,0,0,94,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.30390243902439,5.031761559359098,2.7142857142857144,1.728875643015133,0,0,0,0
GBR,United Kingdom,1,2021-01-14,2021-01-13,100,1,16041.5695287077,1,16041.5695287077,41,100,1311966.62121476,91,0,2,98,0,11,89,0,0,100,0,28,72,0,30,70,0,22,78,0,8,92,0,5,95,0,8,92,0,3,97,0,8,92,0,38,62,0,3,97,0,22,78,98,0,2,0,89,0,7,4,100,0,0,0,72,0,7,21,70,0,12,18,78,0,5,17,92,0,6,2,95,0,3,2,92,0,6,2,97,0,3,0,92,0,5,3,62,0,12,26,97,0,2,1,78,0,5,17,0,0,17,83,83,0,7,10,0,0,47,53,53,0,8,39,92,0,7,1,92,0,0,8,0,100,0,0,0,8,0,10,82,0,0,3,96,1,0,3,1,57,23,8,8,3,0,38,53,6,3,0,56,34,7,3,0,50,38,9,3,0,45,39,13,3,1,20,46,30,0,90,0,2,8,90,1,3,6,90,1,1,8,90,0,3,7,90,1,0,9,90,1,0,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,35,65,0,0,55,45,0,0,2,98,0,0,29,71,0,0,1,99,0,0,4,96,0,0,29,71,71,0,20,4,4,1,0,0,0,20,36,44,0,0,100,0,0,1,9,90,0,0,51,29,3,3,5,9,0,1,55,12,19,13,0,0,53,35,8,4,0,0,10,82,8,0,0,7,79,14,65,1,28,6,45,1,50,4,98,0,2,0,71,2,14,13,99,0,0,1,96,0,3,1,0,1,4,6,29,21,39,0,0,5,16,32,19,28,0,0,25,42,23,10,0,0,1,8,28,63,0,0,8,23,26,43,69,0,26,5,69,2,2,27,69,2,3,26,0,0,50,50,50,1,21,28,79,0,3,0,7,2,1,0,8,29,0,1,10,2,7,0,6,10,3,0,0,4,1,3,0,24,0,1,36,61,1,1,0,0,100,0,0,0,0,0,0,4,3,33,40,20,4,0,9,26,34,20,7,5.015151515151516,5.379426404202258,2.411764705882353,1.2776356840572631,13.571428571428571,4.957918149884322,3.2417582417582422,1.5154072378272108
