ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,2,2020-12-30,2020-12-26,100,4,68771.3953858484,2,31731.85869412,156,100,1774945.2561169164,97,2,7,91,2,27,71,2,9,89,1,53,46,1,45,54,2,26,72,2,16,82,1,16,83,2,9,89,1,14,85,2,21,77,2,35,63,2,7,91,2,32,66,93,0,4,3,73,0,10,17,91,0,7,2,47,2,16,35,55,1,12,32,74,1,17,8,84,1,7,8,84,1,10,5,91,0,5,4,86,0,12,2,79,0,11,10,65,2,12,21,93,0,4,3,68,0,12,20,0,0,58,42,42,0,19,39,0,0,50,50,50,0,19,31,81,8,7,4,81,6,13,0,94,0,0,5,1,19,0,29,52,100,0,0,19,34,29,18,0,0,19,36,45,0,3,17,38,42,0,4,41,30,25,0,3,9,25,63,0,3,4,14,79,71,8,3,18,71,9,7,13,71,8,9,12,71,9,6,14,71,10,5,14,71,10,9,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,44,55,0,0,78,22,0,2,46,52,0,1,63,36,0,0,19,81,0,0,37,63,0,0,66,34,34,0,38,18,5,5,0,1,0,7,41,51,0,1,99,0,0,2,25,73,0,0,68,19,6,2,0,5,0,0,29,17,29,25,0,0,15,49,28,8,0,0,11,88,1,0,0,8,90,2,56,0,40,4,22,0,76,2,54,0,41,5,37,0,46,17,81,0,16,3,63,0,33,4,0,3,2,11,24,22,38,0,1,2,15,32,18,32,0,2,26,60,10,2,0,0,7,20,33,40,0,0,21,50,16,13,29,4,51,16,29,19,16,36,29,20,22,29,0,1,65,34,66,18,16,82,1,0,0,1,1,3,4,8,17,1,1,10,7,14,2,3,4,9,0,4,6,1,0,3,18,0,1,41,57,1,0,0,0,0,100,0,0,0,0,0,3,2,69,22,4,3,0,28,43,22,2,2,6.802631578947368,6.679360721590263,3.130434782608696,1.9844808518118107,12.488888888888889,5.5104485929351315,2.4210526315789473,1.0971815669329616
BY,BLR,Belarus,3,2020-12-30,2020-12-27,100,8,124008.13773978464,5,79239.84742707954,152,100,1661103.6370649138,99,2,11,87,1,32,67,3,12,85,1,39,60,0,36,64,1,20,79,2,18,80,2,19,79,2,4,94,0,13,87,1,10,89,1,28,71,3,12,85,1,33,66,89,0,8,3,68,3,20,9,88,0,10,2,61,3,19,17,64,4,13,19,80,2,11,7,82,1,6,11,81,1,14,4,96,0,4,0,87,1,12,0,90,2,5,3,72,3,13,12,88,0,9,3,67,1,19,13,0,0,50,50,50,1,19,30,0,1,46,53,54,0,24,22,76,19,4,1,76,8,15,1,92,0,1,7,0,25,2,33,40,100,0,0,16,27,24,33,0,4,13,32,51,0,4,16,35,45,0,3,36,30,31,0,3,11,21,65,0,3,6,12,79,67,11,6,16,67,8,7,18,67,10,8,15,67,7,12,14,67,11,8,14,67,11,10,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,42,57,0,1,72,27,0,1,39,60,0,2,45,53,0,2,17,81,0,2,33,65,0,0,56,44,44,0,34,9,7,6,0,2,0,10,37,51,0,1,98,1,0,0,24,76,0,0,71,15,6,2,1,5,0,0,38,19,23,20,0,0,22,36,35,7,0,0,7,90,3,0,2,14,82,2,58,3,35,4,28,2,66,4,61,1,35,3,55,2,33,10,83,2,14,1,67,3,30,0,0,0,0,9,22,22,47,0,0,0,10,22,26,42,0,1,27,54,14,4,0,2,1,16,39,42,0,2,21,50,13,14,29,13,44,14,29,22,20,29,29,22,18,31,0,1,61,38,62,16,22,84,1,0,1,0,1,3,1,9,23,0,1,13,9,6,1,3,2,12,0,1,11,2,0,6,10,0,0,41,58,0,1,0,0,0,0,100,0,0,0,0,1,1,61,31,6,1,1,24,43,27,4,0,7.4520547945205475,8.232795353358979,3.487804878048781,2.192281359902421,12.666666666666664,5.804015351711136,2.4166666666666665,1.2197209919672671
BY,BLR,Belarus,4,2020-12-30,2020-12-26,100,2,49649.2835240157,1,29831.4288019727,182,100,2233328.6880575623,91,0,6,94,3,26,71,2,13,85,0,50,50,0,29,71,1,26,73,2,12,86,1,14,85,3,2,95,1,9,90,2,9,89,1,25,74,1,10,89,1,37,62,94,2,4,0,74,2,13,11,87,0,10,3,50,5,24,21,71,5,12,12,74,1,15,10,88,0,9,3,86,2,9,3,98,0,2,0,91,1,6,2,91,2,6,1,75,3,14,8,90,1,6,3,63,1,22,14,0,0,57,43,43,1,19,37,0,0,52,48,48,1,21,30,79,12,8,1,79,11,10,0,89,0,4,7,0,22,1,34,43,100,0,0,12,26,28,34,0,5,24,19,52,0,6,29,22,43,0,5,33,21,41,0,7,14,15,64,0,7,5,7,81,66,14,8,12,66,16,6,12,66,13,12,9,66,18,5,11,66,17,6,11,66,15,9,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,44,54,0,3,74,23,0,6,30,64,0,5,53,42,0,4,17,79,0,5,26,69,0,0,59,41,41,0,36,14,4,5,0,0,2,4,42,52,0,0,100,0,0,0,32,68,0,0,70,21,5,2,0,2,0,0,20,17,37,26,0,1,19,47,26,7,0,0,19,80,1,0,0,17,83,0,56,2,38,4,26,1,72,1,70,0,26,4,47,2,39,12,83,1,12,4,74,1,24,1,0,0,1,8,35,18,38,0,0,0,8,34,18,40,0,1,42,47,4,6,0,0,1,18,27,54,0,0,24,43,16,17,33,3,54,10,33,28,19,20,33,28,17,22,0,0,74,26,74,17,9,83,1,1,2,2,0,4,0,7,9,0,0,10,6,16,1,6,15,10,0,3,2,1,1,3,17,0,0,33,67,0,0,0,0,0,0,0,100,0,0,0,5,3,55,31,6,5,5,24,42,13,6,5,8.772727272727273,8.564318562941972,3.9761904761904763,2.393977150471628,12.802197802197805,6.2168584067299175,2.36046511627907,1.0837059585750939
BY,BLR,Belarus,5,2020-12-30,2020-12-25,100,5,126452.0962101942,3,73857.5002273166,158,100,2560522.0493210685,98,5,6,89,7,19,74,4,15,81,3,43,54,5,26,69,5,19,76,5,18,77,5,14,81,6,3,91,6,5,89,5,14,81,5,26,69,5,11,84,3,41,56,94,0,4,2,81,0,8,11,85,0,9,6,57,4,21,18,74,2,12,12,81,1,11,7,82,3,6,9,86,1,10,3,97,0,1,2,95,0,2,3,86,0,10,4,74,2,11,13,89,1,6,4,59,4,20,17,0,0,55,45,45,0,21,34,0,1,40,59,60,3,16,21,84,11,3,2,84,4,12,0,96,0,1,3,0,20,2,27,51,100,0,0,20,29,19,32,0,14,27,19,40,0,21,24,22,33,0,13,35,19,33,0,17,19,15,49,0,20,5,5,70,73,18,3,6,73,16,6,5,73,18,6,3,73,19,3,5,73,14,7,6,73,17,4,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,45,50,0,3,77,20,0,6,24,70,0,2,50,48,0,6,14,80,0,5,31,64,0,0,53,47,47,0,32,11,6,4,0,0,0,9,46,45,0,1,99,0,0,0,22,78,0,1,71,11,8,4,3,2,0,2,31,16,21,30,0,1,19,55,17,8,0,2,24,74,0,0,3,23,72,2,55,3,33,9,23,2,71,4,76,3,20,1,50,3,33,14,86,1,11,2,69,2,25,4,0,4,2,10,32,15,37,0,5,2,10,28,16,39,0,3,36,51,4,6,0,2,3,9,22,64,0,1,14,43,17,25,43,12,37,8,43,31,21,5,43,21,32,4,0,1,61,38,62,16,22,84,4,0,0,1,0,5,0,6,23,0,1,10,5,9,1,1,7,11,0,3,4,2,2,4,17,0,1,34,65,0,0,0,0,0,0,0,0,100,0,0,1,4,52,36,7,1,5,24,41,26,3,0,7.507936507936508,7.6387657672896765,3.487804878048781,3.0093350695752723,13.587096774193549,4.735509380030732,1.7872340425531916,1.096154965356612
BY,BLR,Belarus,-99,2020-12-31,2020-12-30,100,7,190993.4576676546,4,102297.4753676769,141,73,2807166.09190538,0,5,13,82,8,26,66,10,15,75,7,47,46,6,31,63,7,26,67,9,18,73,9,13,78,8,5,87,6,17,77,8,15,77,5,28,67,8,15,77,8,38,54,87,5,6,2,74,6,9,11,85,5,6,4,53,8,23,16,69,6,10,15,74,5,13,8,82,3,7,8,87,3,6,4,95,0,3,2,83,2,15,0,85,2,10,3,72,4,11,13,85,4,6,5,62,5,20,13,27,0,47,26,58,0,18,24,34,1,36,29,64,1,13,22,87,10,1,2,87,5,8,0,95,0,0,5,0,49,1,22,28,100,38,0,5,16,15,26,51,3,9,14,23,51,5,8,14,22,51,7,10,11,21,51,7,3,6,33,51,8,4,3,34,80,10,6,4,80,16,2,2,80,13,4,3,80,15,3,2,80,15,2,3,80,11,5,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,56,2,22,20,56,2,34,8,56,4,19,21,56,2,21,21,56,3,14,27,56,3,17,24,64,0,17,19,83,0,11,4,2,0,65,1,1,2,14,17,65,1,34,0,69,0,12,19,69,0,26,2,0,1,1,1,69,0,10,4,9,8,72,1,6,11,8,2,75,0,2,22,1,78,2,2,17,1,79,3,14,4,67,3,28,2,82,2,16,0,80,2,10,8,87,2,11,0,84,2,13,1,80,0,1,0,5,2,12,80,1,0,0,5,5,9,84,0,8,5,1,2,84,0,2,2,7,5,84,0,4,7,2,3,90,0,9,1,90,3,4,3,90,3,4,3,87,0,4,9,91,4,5,100,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,8.26,8.613728956184554,4.357142857142857,2.984084768360628,0,0,0,0
BY,BLR,Belarus,2,2020-12-31,2020-12-26,100,3,52583.1568629177,2,41031.1941404036,153,100,2019366.8562460497,97,2,7,91,2,23,75,2,6,92,1,56,43,1,43,56,2,29,69,2,20,78,1,13,86,2,9,89,1,11,88,2,24,74,2,36,62,2,8,90,2,34,64,93,0,4,3,77,0,6,17,94,0,5,1,44,2,13,41,57,1,11,31,71,1,17,11,80,1,7,12,87,1,7,5,91,0,4,5,89,0,10,1,76,0,14,10,64,2,14,20,92,0,5,3,66,1,12,21,0,0,57,43,43,0,22,35,0,0,46,54,54,0,18,28,82,8,8,2,82,7,11,0,93,0,0,6,1,18,0,29,53,100,0,0,19,29,27,25,0,1,18,34,47,0,3,14,38,45,0,3,36,27,34,0,2,12,19,67,0,3,4,13,80,71,7,4,18,71,9,5,15,71,9,6,14,71,9,7,13,71,10,4,15,71,10,9,10,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,49,50,0,0,78,22,0,3,43,54,0,1,57,42,0,0,21,79,0,0,34,66,0,0,64,36,36,0,34,15,5,10,0,0,0,4,40,56,0,0,100,0,0,1,27,72,0,0,63,18,5,7,0,7,0,0,27,13,30,30,0,1,17,42,29,11,0,0,9,90,1,0,0,7,91,2,51,1,44,4,22,2,71,5,57,1,38,4,43,1,43,13,79,0,18,3,66,0,32,2,0,3,3,12,25,20,37,0,1,3,14,27,22,33,0,2,26,59,10,3,0,1,7,16,33,43,0,0,19,45,20,16,36,3,45,16,36,20,14,30,36,19,20,25,0,1,63,36,64,16,20,84,1,0,0,1,0,2,3,9,21,1,2,11,7,12,0,6,5,7,0,3,5,0,0,1,19,0,1,39,59,1,0,0,0,0,100,0,0,0,0,0,3,1,62,27,7,3,0,27,42,21,5,2,6.364864864864865,6.853804711441976,3.1818181818181817,1.9915253856082775,11.573033707865168,5.648587193532713,2.3404255319148937,1.1411481813569306
BY,BLR,Belarus,3,2020-12-31,2020-12-27,100,8,169899.8813178002,7,148235.51645012328,159,100,2204794.0489090616,97,4,12,84,2,31,67,4,13,83,1,43,56,1,38,61,2,20,78,3,17,80,3,17,80,3,5,92,1,16,83,3,10,87,2,27,71,4,11,85,1,39,60,88,1,9,2,69,3,17,11,87,0,12,1,57,4,24,15,62,4,18,16,80,3,13,4,83,1,6,10,83,2,11,4,95,0,4,1,84,1,15,0,90,3,4,3,73,4,12,11,89,1,8,2,61,3,22,14,0,0,48,52,52,1,16,31,0,1,51,48,49,1,25,25,75,18,5,2,75,5,19,1,95,0,1,4,0,27,2,33,38,100,0,0,17,29,21,33,0,3,16,28,53,0,4,18,36,42,0,3,37,33,27,0,3,10,27,60,0,3,7,10,80,67,11,5,17,67,9,7,17,67,12,6,15,67,9,13,11,67,12,7,14,67,12,9,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,48,50,0,1,77,22,0,1,40,59,0,2,47,51,0,3,18,79,0,3,32,65,0,0,59,41,41,0,33,11,9,6,0,1,0,11,37,51,0,0,99,1,0,0,31,69,0,0,71,17,4,2,2,4,0,0,39,13,25,23,0,1,15,42,33,9,0,0,7,89,4,0,2,12,85,1,52,2,43,3,23,1,73,3,60,1,36,3,53,1,39,7,82,1,14,3,68,2,30,0,0,0,0,12,25,20,43,0,0,0,15,27,24,34,0,0,35,47,11,7,0,1,3,14,39,43,0,1,24,49,13,13,27,14,43,16,27,22,22,29,27,24,23,26,0,1,57,42,58,20,22,80,1,0,1,0,1,5,1,11,23,0,2,9,14,5,1,3,2,11,0,3,10,2,1,6,8,0,0,46,51,0,3,0,0,0,0,100,0,0,0,0,2,0,60,32,6,2,0,26,41,30,1,0,7.094594594594595,7.333856409379382,4.171428571428572,2.749178639753574,11.910112359550562,5.758176892350174,2.402061855670103,1.2471617261341934
BY,BLR,Belarus,4,2020-12-31,2020-12-27,100,5,130839.3603685463,3,84143.8021465033,174,100,2494933.9532995154,94,1,7,92,3,23,74,0,15,85,1,47,52,1,35,64,1,25,74,1,14,85,1,12,87,2,2,96,1,11,88,3,11,86,2,25,73,1,9,90,1,31,68,93,1,6,0,77,2,12,9,85,1,11,3,53,3,28,16,65,4,15,16,75,0,19,6,86,0,8,6,88,0,10,2,98,1,1,0,89,1,8,2,89,0,10,1,75,2,14,9,91,1,7,1,69,2,18,11,0,0,50,50,50,0,19,31,0,1,49,50,51,1,23,25,77,13,8,2,77,8,15,0,92,0,3,5,0,25,0,34,41,100,0,0,17,27,23,33,0,11,18,24,47,0,11,26,28,35,0,7,38,19,36,0,10,15,15,60,0,11,4,12,73,66,18,6,10,66,18,6,10,66,15,11,8,66,18,8,8,66,20,4,10,66,19,9,6,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,1,2,97,0,1,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,0,3,52,45,0,2,80,18,0,4,35,61,0,3,60,37,0,3,15,82,0,4,29,67,0,1,57,42,43,0,33,11,5,8,0,0,2,8,39,51,0,0,100,0,0,1,32,67,0,0,74,12,8,4,0,2,0,0,26,13,31,30,0,0,22,44,28,6,0,0,20,78,2,0,0,19,80,1,48,1,46,5,20,2,77,1,65,0,29,6,40,1,46,13,85,0,13,2,71,1,26,2,0,0,1,7,31,22,39,0,0,1,6,27,21,45,0,2,44,47,4,3,0,0,4,17,24,55,0,0,21,43,21,15,36,5,47,12,36,31,12,21,36,30,11,23,0,0,71,29,71,22,7,78,3,1,1,2,1,6,1,7,7,1,1,13,4,15,0,6,14,16,0,4,3,0,1,2,13,0,0,37,63,0,0,0,0,0,0,0,100,0,0,0,3,4,58,31,4,3,4,21,39,20,9,4,8.290322580645162,8.633497660939566,4.2631578947368425,2.5856591038693546,13.23913043478261,5.41947964984716,2.2333333333333334,1.112240374957407
BY,BLR,Belarus,5,2020-12-31,2020-12-25,100,5,129121.58300689331,3,76526.9870240157,164,100,2506087.9013313744,97,5,7,88,6,19,75,4,14,82,3,36,61,3,26,71,5,17,78,7,13,80,6,13,81,6,3,91,5,7,88,4,12,84,5,26,69,6,10,84,4,34,62,93,0,5,2,81,0,9,10,86,0,9,5,64,2,19,15,74,2,13,11,83,0,9,8,87,2,4,7,87,0,10,3,97,0,1,2,93,0,4,3,88,0,8,4,74,1,12,13,90,1,5,4,66,2,15,17,0,0,56,44,44,0,23,33,0,1,44,55,56,2,17,25,83,13,2,2,83,3,14,0,97,0,0,3,0,20,4,25,51,100,0,0,17,28,20,35,0,14,25,20,41,0,22,20,26,32,0,15,32,17,36,0,19,17,14,50,0,21,5,7,67,75,14,4,7,75,12,6,7,75,15,5,5,75,15,5,5,75,12,6,7,75,13,5,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,46,49,0,3,77,20,0,6,27,67,0,2,47,51,0,6,17,77,0,5,29,66,0,0,51,49,49,0,28,11,5,7,0,0,0,9,42,49,0,1,99,0,0,0,20,80,0,1,70,12,7,5,2,3,0,2,29,15,24,30,0,1,21,51,17,10,0,2,22,75,1,0,3,24,70,3,54,3,34,9,23,2,70,5,73,3,23,1,53,2,33,12,83,1,14,2,71,2,23,4,0,4,2,6,32,14,42,0,5,1,5,29,19,41,0,2,35,53,4,6,0,2,2,7,23,66,0,1,12,40,23,24,48,10,35,7,48,28,19,5,48,20,26,6,0,2,58,40,60,18,22,82,5,0,0,0,1,6,0,6,24,1,2,8,5,4,0,2,7,12,0,3,4,2,2,4,20,0,2,35,63,0,0,0,0,0,0,0,0,100,0,0,1,5,55,31,8,1,6,26,36,27,4,0,6.963636363636364,6.6887512989641005,3.675,3.2216216652248524,13.343157894736843,4.594137166497237,1.7934782608695652,1.1147171668901397
BY,BLR,Belarus,-99,2021-01-01,2020-12-31,100,5,104385.4996395348,4,77507.7961395348,90,71,2615180.031009857,0,8,6,86,8,23,69,9,11,80,2,45,53,4,30,66,5,27,68,6,20,74,7,10,83,7,6,87,5,11,84,8,10,82,4,25,71,7,16,77,6,32,62,94,3,2,1,77,3,13,7,89,2,8,1,55,7,21,17,70,3,12,15,73,2,19,6,80,1,6,13,90,1,5,4,94,0,5,1,89,0,11,0,90,0,7,3,75,1,13,11,84,2,5,9,68,2,15,15,29,0,37,34,73,0,11,16,41,2,31,26,69,1,8,22,92,5,1,2,92,3,5,0,97,0,0,3,0,52,2,16,30,100,45,2,8,11,13,21,55,5,7,9,24,55,6,8,11,20,55,6,9,11,19,55,6,6,11,22,55,8,2,4,31,86,9,1,4,86,9,1,4,86,7,4,3,86,7,4,3,86,10,0,4,86,7,4,3,71,2,1,26,71,2,1,26,71,0,6,23,71,1,4,24,71,1,4,24,71,1,5,23,71,1,2,26,93,2,0,5,93,2,0,5,93,2,0,5,93,1,3,3,93,2,1,4,65,2,15,18,65,1,24,10,65,2,9,24,65,1,21,13,65,3,5,27,65,2,9,24,71,0,18,11,82,0,13,5,0,0,73,1,1,3,11,11,73,1,26,0,79,1,3,17,79,0,11,7,1,1,0,1,79,0,7,2,7,5,80,3,4,8,4,1,84,0,5,11,0,87,1,5,7,0,86,2,10,2,78,1,20,1,91,2,7,0,81,3,8,8,95,1,2,2,92,2,5,1,88,0,0,1,1,3,7,88,0,0,1,1,4,6,91,0,2,6,1,0,91,1,0,0,5,3,91,0,2,7,0,0,92,2,2,4,92,2,1,5,92,0,4,4,92,1,1,6,94,4,2,100,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,10.35135135135135,9.50209396868868,4.117647058823529,3.1401105263425135,0,0,0,0
