ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,Vitsyebsk,2020-12-30,2020-12-23,100,8,225069.8536476322,6,187450.4483980034,128,96,2237756.629993092,78,3,13,84,3,20,77,3,10,87,3,38,59,2,30,68,2,18,80,3,10,87,2,11,87,2,10,88,4,7,89,2,8,90,2,27,71,3,14,83,3,28,69,87,1,12,0,80,4,12,4,90,2,6,2,62,4,17,17,70,4,11,15,82,2,11,5,90,2,4,4,89,3,7,1,90,2,6,2,93,1,6,0,92,1,4,3,73,2,9,16,86,0,14,0,72,4,11,13,4,0,48,48,53,0,18,29,5,1,39,55,61,2,11,26,89,8,3,0,89,4,7,0,96,0,0,4,0,19,0,31,50,100,10,0,16,25,23,26,13,7,20,22,38,13,7,20,28,32,13,5,30,27,25,13,6,18,21,42,13,6,8,17,56,71,14,5,10,71,14,8,7,71,17,4,8,71,11,11,7,71,15,6,8,71,17,7,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,3,43,40,14,3,67,16,14,5,26,55,14,2,46,38,14,4,14,68,14,2,26,58,16,0,51,33,49,0,26,15,1,9,16,0,0,10,31,43,16,0,84,0,17,0,15,68,17,0,55,18,2,5,0,3,17,0,30,15,12,26,17,1,13,41,22,6,17,0,10,73,0,18,1,8,72,1,57,4,32,7,33,3,64,0,74,2,22,2,54,2,35,9,86,0,13,1,74,3,21,2,21,0,2,8,20,9,40,21,0,1,6,15,19,38,22,0,30,39,6,3,22,0,2,16,23,37,22,0,16,34,16,12,50,9,33,8,50,20,12,18,50,16,20,14,22,0,56,22,78,10,12,90,0,0,0,0,0,3,1,6,34,0,5,13,3,5,2,0,5,11,0,3,1,1,1,5,11,22,1,33,42,1,1,22,0,3,14,25,22,11,3,0,22,3,25,41,9,22,0,20,35,19,3,1,7.109090909090909,7.644103821398768,3.5806451612903225,2.579072101207294,11.71830985915493,5.7050932096844065,2.039473684210526,1.1128436784344775
BY,BLR,Belarus,-99,2020-12-31,2020-12-26,100,4,113947.1324041863,2,47180.3780966433,116,86,2987822.2739475803,52,9,4,87,7,21,72,6,13,81,8,35,57,6,24,70,7,16,77,7,10,83,7,6,87,7,3,90,5,9,86,9,6,85,6,23,71,7,7,86,8,36,56,96,2,2,0,79,2,10,9,87,2,7,4,65,4,15,16,76,1,9,14,84,3,4,9,90,1,2,7,94,0,5,1,97,0,2,1,91,0,9,0,94,0,2,4,77,3,11,9,93,1,2,4,64,3,17,16,14,0,50,36,50,3,19,28,17,1,38,44,62,4,8,26,92,5,3,0,92,4,4,0,96,0,1,3,0,31,3,24,42,100,19,0,9,21,17,34,22,9,10,16,43,22,16,11,20,31,22,15,21,14,28,22,15,10,10,43,22,16,3,4,55,76,15,6,3,76,17,2,5,76,12,9,3,76,16,5,3,76,16,4,4,76,15,5,4,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,7,38,29,26,4,56,14,26,11,26,37,26,6,41,27,26,8,18,48,26,6,30,38,28,1,39,32,61,0,22,4,7,6,29,2,0,5,22,42,29,1,70,0,33,1,20,46,33,1,47,7,5,3,0,4,33,1,21,9,16,20,34,2,18,21,18,7,35,1,12,49,3,35,3,11,48,3,63,4,31,2,45,4,47,4,75,3,19,3,60,3,29,8,83,2,14,1,71,3,23,3,35,4,0,7,16,11,27,35,4,1,3,18,13,26,36,3,27,28,3,3,36,2,0,15,15,32,36,2,14,25,9,14,61,6,23,10,61,12,19,8,61,14,11,14,36,2,28,34,66,14,20,86,3,1,1,0,0,3,2,4,59,1,0,3,1,7,0,3,5,7,0,2,0,0,1,4,7,39,3,10,47,0,1,39,2,1,10,13,20,10,4,1,46,3,29,18,4,46,3,24,16,9,2,0,8.254901960784315,8.42102876673605,3.129032258064516,1.9620046803184232,12.3,5.7896811797598415,1.9111111111111114,1.2026905863374198
BY,BLR,Belarus,Brest,2020-12-31,2020-12-25,100,5,111935.0150682454,3,68840.9635823872,121,92,2462669.957120384,73,1,9,90,3,20,77,3,10,87,2,49,49,2,27,71,2,31,67,3,19,78,2,18,80,3,6,91,2,9,89,3,11,86,2,31,67,3,12,85,3,32,65,91,1,7,1,80,2,10,8,90,2,6,2,51,5,19,25,73,2,13,12,69,2,19,10,81,2,12,5,82,3,11,4,94,0,5,1,91,2,7,0,89,1,8,2,69,2,12,17,88,2,8,2,68,3,17,12,8,0,44,48,57,0,14,29,9,1,34,56,67,0,9,24,91,7,2,0,91,1,8,0,99,0,1,0,0,20,1,34,45,100,11,0,14,25,18,32,13,7,22,19,39,13,9,23,20,35,13,5,32,21,29,13,5,16,21,45,13,7,7,8,65,67,17,9,7,67,20,3,10,67,18,7,8,67,15,11,7,67,20,4,9,67,20,5,8,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,15,5,35,45,15,3,69,13,15,6,28,51,15,5,50,30,15,6,12,67,15,7,22,56,16,0,54,30,46,0,34,14,3,3,16,0,1,7,30,46,16,0,84,0,16,0,20,64,16,0,60,15,5,0,1,3,16,0,26,14,18,26,17,0,15,39,22,7,18,0,12,69,1,18,0,13,69,0,65,1,28,6,31,1,67,1,72,0,24,4,50,1,33,16,88,0,11,1,78,0,21,1,19,1,1,5,24,15,35,19,0,0,4,21,18,38,20,1,28,40,6,5,20,1,5,16,23,35,20,0,12,40,17,11,50,6,31,13,50,20,6,24,50,14,20,16,22,0,51,27,73,13,14,88,3,0,0,0,2,1,1,5,38,0,1,8,6,10,0,0,9,5,0,5,2,1,0,1,14,25,0,29,45,0,1,25,0,2,13,25,22,9,3,1,27,0,22,42,9,27,0,14,35,19,4,1,9.320754716981131,10.118097998722693,3.483870967741935,1.9810934311121469,12.706349206349204,6.091794402093557,2.1911764705882355,1.1623105262528184
BY,BLR,Belarus,Homyel',2020-12-31,2020-12-24,100,9,175953.2384837395,7,141956.7113573262,160,92,2720078.866661607,69,6,11,83,7,28,65,6,13,81,2,39,59,3,35,62,5,21,74,7,13,80,8,13,79,8,4,88,6,13,81,6,16,78,4,29,67,7,13,80,3,44,53,89,1,8,2,72,0,12,16,87,1,11,1,61,4,24,11,65,4,14,17,79,1,17,3,87,1,7,5,87,0,10,3,96,0,3,1,87,1,12,0,84,2,12,2,71,1,16,12,87,1,10,2,56,3,26,15,7,1,55,37,46,0,31,23,9,1,39,51,61,2,15,22,85,13,1,1,85,4,11,0,96,0,2,1,1,27,0,29,44,100,12,0,15,21,23,29,17,3,23,18,39,17,6,24,23,30,17,6,31,21,25,17,7,14,18,44,17,7,7,9,60,73,12,2,13,73,12,4,11,73,10,7,10,73,10,9,8,73,11,3,13,73,10,8,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,3,35,43,19,1,63,17,19,5,26,50,19,3,42,36,19,4,14,63,19,3,25,53,20,0,42,38,58,0,30,4,2,6,20,0,0,2,39,39,20,0,80,0,20,0,25,55,20,0,53,17,4,1,1,4,20,0,33,9,18,20,20,0,17,36,21,6,22,0,13,62,3,22,1,15,61,1,65,3,31,1,37,3,57,3,74,2,23,1,58,3,30,9,86,2,11,1,75,3,16,6,25,2,0,3,20,15,35,25,1,0,4,25,17,28,25,1,28,38,6,2,25,0,3,13,28,31,25,0,12,35,15,13,54,6,26,14,54,10,18,18,54,13,15,18,26,0,46,28,72,14,14,86,0,0,0,1,0,5,0,8,42,0,2,5,8,6,1,0,4,8,0,1,3,2,0,3,15,28,2,32,38,0,0,28,0,3,16,26,15,11,1,0,29,3,34,30,4,29,4,12,35,16,4,0,9.603174603174603,9.24669022309741,3.370454545454546,2.46958988643624,12.678461538461539,5.197189514165695,2.373134328358209,1.2039810339732704
BY,BLR,Belarus,Hrodna,2020-12-31,2020-12-23,100,0,0,0,0,202,96,2461324.559569183,69,1,5,94,2,24,74,4,8,88,3,32,65,4,25,71,4,15,81,3,16,81,2,7,91,3,5,92,2,8,90,3,13,84,2,23,75,3,9,88,3,31,66,95,0,3,2,76,2,6,16,92,0,6,2,68,4,14,14,75,2,9,14,85,2,8,5,84,2,6,8,93,1,5,1,95,0,4,1,92,0,7,1,87,0,12,1,77,3,8,12,91,0,7,2,69,1,17,13,4,0,53,43,49,0,20,31,7,3,47,43,53,1,10,36,90,7,2,1,90,2,8,0,99,0,0,1,0,21,1,26,52,100,8,1,10,28,20,33,13,5,16,21,45,13,6,18,21,42,13,5,27,17,38,13,8,10,14,55,13,8,1,8,70,74,13,3,10,74,13,1,12,74,12,5,9,74,12,9,5,74,13,2,11,74,12,4,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,4,48,34,14,2,70,14,14,5,30,51,14,4,56,26,14,4,25,57,14,4,31,51,18,1,58,23,42,0,24,18,5,11,20,2,1,10,31,36,20,2,78,0,20,1,18,61,20,0,56,13,5,4,0,2,20,0,17,12,21,30,23,1,13,31,20,12,24,0,14,59,3,25,3,13,59,0,54,4,37,5,33,3,61,3,72,1,24,3,46,4,38,12,75,2,19,4,70,3,24,3,27,2,1,6,11,24,29,27,1,2,6,17,17,30,27,1,23,42,5,2,27,1,6,8,21,37,27,0,17,35,14,7,48,3,39,10,48,20,18,14,48,22,15,15,27,0,47,26,74,11,15,90,3,1,0,1,0,2,0,3,43,0,2,6,4,10,0,1,6,10,0,2,1,1,1,3,10,29,3,30,38,0,0,29,1,3,9,18,25,14,1,0,29,4,28,35,4,29,4,16,29,15,3,4,5.944444444444445,6.6628133518061485,4.725,3.366406438279892,13.522388059701493,5.400219437054398,2.196969696969697,1.2053687207297827
BY,BLR,Belarus,Mahilyow,2020-12-31,2020-12-21,100,3,129629.8329054351,2,114775.03197379531,173,94,2815730.2143540983,76,5,8,87,7,22,71,5,14,81,3,49,48,6,26,68,5,22,73,5,10,85,5,13,82,6,9,85,6,15,79,6,17,77,6,27,67,6,8,86,4,34,62,92,0,5,3,78,0,9,13,86,1,10,3,51,1,30,18,74,2,15,9,78,1,16,5,90,1,7,2,87,2,9,2,91,1,6,2,85,0,13,2,83,2,9,6,73,2,13,12,92,2,4,2,66,2,14,18,6,0,52,42,48,1,17,34,6,0,43,51,58,1,18,23,82,11,6,1,82,7,11,0,93,0,2,4,1,26,1,27,46,100,8,0,13,31,23,25,8,6,23,22,41,8,6,19,30,37,8,9,35,20,28,8,5,12,22,53,8,11,3,10,68,74,11,5,10,74,14,5,7,74,11,9,6,74,13,8,5,74,14,5,7,74,14,3,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,4,49,38,9,1,70,20,9,4,33,54,9,2,49,40,9,6,19,66,9,4,33,54,12,0,56,32,44,0,28,15,5,8,14,0,1,10,31,44,14,0,85,1,14,0,28,58,14,0,61,17,3,3,0,2,14,1,27,14,22,22,15,0,18,32,27,8,17,0,11,72,0,18,0,11,71,0,52,1,40,7,31,3,64,2,67,1,27,5,51,2,39,8,82,1,13,4,68,2,27,3,19,0,0,8,20,12,41,19,0,2,9,17,19,34,20,1,26,44,4,5,20,0,5,9,22,44,20,0,21,27,21,11,52,8,33,7,52,19,13,16,52,18,14,16,21,0,57,22,78,10,12,90,1,0,0,2,0,1,1,5,34,0,3,6,4,7,2,6,4,9,0,2,5,2,2,2,12,23,2,29,46,0,0,23,0,1,12,21,23,16,4,0,23,0,37,37,3,23,0,19,28,23,5,2,9.409090909090908,8.557456977985337,4,2.8010986855435576,13.833333333333334,4.9276454966692835,2.103896103896104,1.020634678500738
BY,BLR,Belarus,Minsk,2020-12-31,2020-12-30,100,9,233401.698860981,6,164776.9126465033,159,96,3700728.8985304995,74,1,12,87,1,26,73,1,14,85,0,47,53,0,42,58,2,27,71,2,21,77,3,12,85,1,7,92,1,12,87,1,16,83,2,24,74,2,11,87,1,32,67,88,4,5,3,74,4,10,12,86,2,10,2,53,5,25,17,58,4,12,26,73,2,18,7,79,1,8,12,88,1,6,5,93,1,2,4,88,1,11,0,84,2,11,3,76,4,9,11,89,3,4,4,68,5,16,11,4,0,49,47,52,0,21,27,5,1,52,42,48,0,23,29,77,15,5,3,77,7,16,0,93,0,1,6,0,29,1,34,36,100,6,0,21,27,16,30,10,8,16,26,40,10,10,17,31,32,10,6,38,15,31,10,8,7,16,59,10,10,0,9,71,66,16,2,16,66,15,8,11,66,15,6,13,66,15,8,11,66,16,7,11,66,11,14,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,2,41,46,11,1,68,20,11,2,29,58,11,1,39,49,11,2,16,71,11,2,29,58,14,1,44,41,56,0,26,9,5,4,14,1,1,9,33,42,14,1,85,0,16,1,22,61,16,0,56,10,3,4,3,8,16,0,30,10,24,20,16,1,14,40,20,9,16,0,13,70,1,17,1,14,68,0,59,1,35,5,32,2,64,2,71,2,26,1,61,2,32,5,84,1,12,3,71,1,28,0,17,1,2,7,22,20,31,17,2,1,8,15,27,30,18,0,35,36,7,4,18,0,6,10,20,46,18,0,21,22,24,15,57,6,28,9,57,15,15,13,57,15,15,13,19,2,50,29,71,13,16,89,1,0,1,0,2,3,0,4,40,1,2,7,3,8,0,5,3,9,0,3,6,0,1,1,11,25,2,38,34,0,1,25,2,2,13,16,23,11,7,1,25,2,60,9,4,25,1,18,30,21,4,1,5.126984126984127,4.570212331807845,4.928571428571429,3.253813391591716,12.246376811594203,5.247985039381499,2.26027397260274,1.0932545355277767
BY,BLR,Belarus,Vitsyebsk,2020-12-31,2020-12-23,100,7,209106.1397803158,5,171486.734530687,123,96,2428138.2408272405,83,2,14,84,2,21,77,2,10,88,2,39,59,2,30,68,1,17,82,2,9,89,2,10,88,2,9,89,3,7,90,2,8,90,2,25,73,2,14,84,2,31,67,86,1,12,1,79,4,14,3,90,2,6,2,61,4,16,19,70,3,13,14,83,1,11,5,91,2,4,3,90,2,6,2,91,1,6,2,93,1,5,1,92,0,4,4,75,1,9,15,86,0,14,0,69,4,12,15,4,0,44,52,56,0,15,29,4,0,40,56,60,2,14,24,86,8,6,0,86,4,10,0,96,0,0,4,0,20,1,28,51,100,7,0,15,23,26,29,10,6,22,20,42,10,6,20,27,37,10,6,25,29,30,10,7,15,22,46,10,7,9,15,59,73,12,5,10,73,11,9,7,73,15,4,8,73,11,9,7,73,13,6,8,73,16,6,5,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,10,3,45,42,10,3,73,14,10,5,23,62,10,2,47,41,10,4,16,70,10,2,25,63,11,0,53,36,47,0,31,11,1,10,11,0,0,10,36,43,11,0,89,0,12,0,17,71,12,0,61,17,2,5,0,3,12,0,34,17,13,24,12,2,14,42,24,6,12,0,10,78,0,13,1,7,77,2,55,4,33,8,27,4,67,2,77,2,19,2,53,2,33,12,84,0,15,1,75,3,19,3,16,0,2,10,18,13,41,16,0,1,7,17,20,39,17,0,34,38,7,4,17,0,2,15,25,41,17,0,19,39,17,8,42,11,39,8,42,25,14,19,42,18,27,13,17,0,58,25,75,13,12,87,0,1,0,0,0,3,1,8,29,0,4,13,5,5,1,0,5,13,0,3,1,1,1,5,14,17,1,34,46,1,1,17,0,4,16,25,25,9,3,1,17,4,24,45,10,17,1,19,38,21,3,1,6.344827586206897,6.278763215284648,3.8214285714285716,2.6112799675222624,11.373333333333333,5.762819630188862,2.05,1.1572555924812435
BY,BLR,Belarus,-99,2021-01-01,2020-12-27,100,3,92928.56923346891,1,26161.814925925897,111,82,2808179.395858911,48,11,4,85,10,16,74,8,11,81,7,32,61,6,26,68,8,19,73,9,11,80,9,6,85,9,3,88,7,10,83,11,7,82,5,20,75,9,9,82,8,35,57,96,2,2,0,84,1,9,6,89,2,6,3,68,3,16,13,74,1,10,15,81,3,8,8,89,1,3,7,94,0,5,1,97,0,2,1,90,0,9,1,93,0,2,5,80,1,11,8,91,1,4,4,65,2,13,20,18,0,49,33,51,2,18,29,20,0,33,47,67,2,9,22,91,6,3,0,91,4,5,0,96,0,0,4,0,32,3,25,40,100,23,0,9,22,15,31,27,11,11,14,37,27,14,11,19,29,27,13,20,11,29,27,12,14,5,42,27,15,3,3,52,76,14,6,4,76,16,2,6,76,12,9,3,76,15,4,5,76,16,3,5,76,14,6,4,82,0,0,18,82,0,1,17,82,0,0,18,82,0,0,18,82,0,2,16,82,0,2,16,82,0,0,18,96,0,1,3,96,0,0,4,96,0,0,4,96,0,2,2,96,0,1,3,30,5,35,30,30,1,57,12,30,8,25,37,30,5,41,24,30,4,20,46,30,4,26,40,32,1,38,29,62,0,19,7,6,6,32,2,0,5,20,41,32,1,67,0,34,2,18,46,34,1,43,6,6,4,1,5,34,1,18,8,17,22,35,3,16,22,16,8,36,1,16,42,5,36,3,13,45,3,66,3,27,4,44,3,48,5,76,2,19,3,60,4,29,7,81,2,16,1,75,2,21,2,36,3,0,9,17,10,25,36,3,1,6,15,15,24,38,3,26,26,5,2,38,2,1,12,12,35,38,2,12,25,9,14,63,6,23,8,63,12,16,9,63,12,12,13,38,2,25,35,65,13,22,88,1,0,1,0,1,1,2,6,64,1,1,3,1,4,0,2,5,9,0,1,1,0,0,3,5,42,3,13,41,0,1,42,2,1,11,11,19,9,4,1,50,4,23,18,5,50,3,24,12,9,2,0,8.642857142857142,8.227916277635366,3.2962962962962963,1.8772896750945296,11.5,5.335549185077669,1.7906976744186047,1.1245769476496212
BY,BLR,Belarus,Brest,2021-01-01,2020-12-26,100,5,104982.3840540698,3,68840.9635823872,124,91,2430063.968049279,76,1,9,90,3,19,78,3,9,88,3,50,47,2,25,73,2,32,66,3,19,78,1,19,80,3,6,91,2,11,87,2,13,85,2,33,65,3,11,86,3,35,62,91,1,7,1,81,2,10,7,91,2,5,2,50,4,22,24,75,2,10,13,68,2,21,9,81,2,10,7,81,3,11,5,94,0,5,1,89,2,9,0,87,1,9,3,67,2,14,17,89,2,8,1,65,2,18,15,9,0,46,45,55,0,14,31,10,1,34,55,66,0,10,24,90,8,2,0,90,2,8,0,98,0,1,1,0,21,1,32,46,100,11,0,13,29,20,27,13,8,22,17,40,13,8,25,18,36,13,5,32,19,31,13,4,18,17,48,13,7,7,7,66,69,16,10,5,69,19,4,8,69,18,8,5,69,16,8,7,69,20,4,7,69,20,5,6,81,2,0,17,81,2,0,17,81,1,1,17,81,2,2,15,81,1,0,18,81,2,5,12,81,2,1,16,93,1,1,5,93,1,0,6,93,1,0,6,93,0,4,3,93,1,1,5,15,5,33,47,15,3,69,13,15,6,29,50,15,6,47,32,15,6,14,65,15,7,23,55,18,0,49,33,51,0,28,13,3,5,18,0,1,9,30,42,18,0,82,0,18,0,21,61,18,0,60,15,4,0,0,3,18,0,27,13,17,25,19,0,19,40,17,5,20,0,14,65,1,20,0,14,66,0,68,1,27,4,32,1,67,0,71,0,26,3,54,0,33,13,86,0,12,2,77,0,22,1,20,1,1,7,25,15,31,20,0,0,7,21,18,34,20,1,30,39,6,4,20,1,5,11,27,36,20,0,15,39,14,12,47,6,36,11,47,22,11,20,47,17,20,16,21,0,53,26,74,15,11,86,3,0,0,0,2,1,2,6,33,0,1,10,7,9,1,0,10,5,0,6,3,2,0,0,13,23,0,33,43,0,1,23,0,3,11,26,25,9,2,1,24,0,27,41,8,24,0,18,31,21,5,1,9.2,9.877771528556954,3.4375000000000004,1.7027018377822631,12.219696969696969,5.840263948117669,2.2222222222222223,1.1894160269363367
