ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DK,DNK,Denmark,Syddanmark,2020-12-27,2020-12-27,309,1,1478.25470254833,0,0,71,303,792907.7356389425,255,0,1,308,0,44,265,0,6,303,0,30,279,0,69,240,0,30,279,0,13,296,0,6,303,0,9,300,0,6,303,0,15,294,0,43,266,0,9,300,0,28,281,308,0,1,0,265,0,10,34,303,0,2,4,279,0,9,21,240,0,22,47,279,0,9,21,296,1,5,7,303,0,3,3,300,0,3,6,303,1,4,1,294,0,10,5,266,0,11,32,300,0,5,4,281,0,9,19,5,1,38,265,272,0,11,26,6,2,212,89,98,4,100,107,209,0,3,96,1,209,0,3,97,306,0,2,1,113,6,15,175,309,0,0,0,0,0,8,0,205,63,22,11,17,16,77,181,18,17,15,135,133,9,17,16,120,136,20,17,9,168,107,8,17,16,54,168,54,0,294,4,5,6,294,5,3,7,294,6,0,9,294,6,0,9,294,4,4,7,294,6,0,9,309,0,0,0,309,0,0,0,309,0,0,0,309,0,0,0,309,0,0,0,309,0,0,0,309,0,0,0,309,0,0,0,309,0,0,0,309,0,0,0,309,0,0,0,309,0,0,0,21,1,22,265,21,1,145,142,21,1,9,278,21,0,174,114,21,1,2,285,21,0,7,281,24,1,157,127,152,0,108,39,8,2,25,1,1,9,84,189,25,2,282,0,27,1,37,244,27,0,48,67,110,48,7,2,27,1,26,66,160,29,29,1,44,142,87,6,32,0,111,164,2,32,2,65,204,6,288,1,11,9,165,1,140,3,300,1,6,2,136,2,32,139,307,1,0,1,302,0,6,1,34,2,0,1,8,31,233,34,0,0,3,15,51,206,36,2,48,116,89,18,36,1,0,3,33,236,36,0,8,17,49,199,284,1,15,9,284,6,4,15,284,4,6,15,36,1,90,182,127,1,48,133,270,0,1,1,8,2,1,0,26,180,0,3,16,10,11,6,1,20,14,0,5,8,9,4,5,17,50,2,110,146,0,1,50,1,13,25,24,65,59,47,25,53,4,93,67,92,53,3,97,65,57,28,6,7.9338235294117645,9.611877070993298,1.9411764705882353,1.324390688274108,8.226229508196722,5.5656397852101565,2.408,1.3238376731076043
DK,DNK,Denmark,-99,2020-12-28,2020-12-26,100,0,0,0,0,28,92,254587.94908971386,66,5,0,95,4,14,82,4,5,91,2,8,90,4,14,82,4,2,94,4,4,92,5,1,94,4,3,93,5,2,93,4,3,93,3,15,82,5,1,94,4,6,90,100,0,0,0,86,1,4,9,95,1,1,3,92,0,2,6,86,0,5,9,98,0,0,2,96,0,1,3,99,1,0,0,97,0,1,2,98,0,1,1,97,1,1,1,85,1,1,13,99,0,0,1,94,0,3,3,7,1,14,78,86,0,3,11,9,5,59,27,41,1,25,33,75,0,0,25,0,75,0,2,23,98,2,0,0,42,1,7,50,100,0,0,0,0,0,11,0,60,20,8,1,17,9,25,43,6,17,8,36,36,3,17,11,34,35,3,17,8,45,27,3,17,13,18,40,12,0,93,2,4,1,93,4,2,1,93,3,2,2,93,3,2,2,93,4,0,3,93,4,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,2,6,74,18,1,28,53,18,1,5,76,18,0,50,32,18,1,4,77,18,1,7,74,19,1,42,38,58,0,28,11,2,1,20,0,0,4,20,56,20,1,79,0,21,2,6,71,21,0,18,23,22,12,3,1,21,0,11,20,38,10,21,2,16,40,20,1,21,0,43,34,2,23,1,30,44,2,94,0,4,2,72,1,22,5,95,0,3,2,50,0,14,36,96,0,2,2,93,0,5,2,24,0,1,1,2,10,62,24,0,0,0,4,13,59,24,0,15,28,27,6,24,0,0,1,6,69,24,0,0,3,14,59,97,0,1,2,97,0,0,3,97,0,0,3,24,0,14,62,38,1,9,52,92,1,1,0,0,1,1,0,4,78,0,0,2,0,0,0,0,4,3,0,0,0,2,0,3,8,31,1,27,39,0,2,31,1,1,0,6,7,19,23,12,33,4,26,21,16,33,1,34,16,10,5,1,4.366666666666666,5.774398510747205,2.75,1.8322507626258084,7.2890625,5.292855837510282,2.1666666666666665,1.2509883098624182
DK,DNK,Denmark,Hovedstaden,2020-12-28,2020-12-27,100,0,0,0,0,33,93,273301.29221882793,68,0,2,98,0,12,88,0,2,98,0,15,85,0,21,79,0,13,87,0,7,93,0,2,98,0,3,97,0,1,99,0,2,98,0,14,86,0,5,95,0,15,85,98,0,1,1,88,1,4,7,98,0,2,0,85,1,7,7,79,0,5,16,87,1,4,8,93,0,3,4,98,0,2,0,97,0,0,3,99,1,0,0,98,0,0,2,86,1,4,9,95,0,2,3,85,1,4,10,7,0,17,76,83,0,7,10,7,1,66,26,34,0,37,29,63,0,1,34,2,63,0,2,35,98,0,2,0,45,0,9,46,100,0,0,0,0,0,9,0,60,20,5,6,13,3,17,58,9,13,1,40,40,6,13,3,39,39,6,13,2,46,35,4,13,2,15,55,15,0,91,3,3,3,91,5,0,4,91,5,0,4,91,5,2,2,91,4,1,4,91,5,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,1,6,79,14,0,48,38,14,0,1,85,14,0,52,34,14,0,1,85,14,0,6,80,14,0,54,32,46,0,47,6,1,0,15,0,0,0,30,55,15,0,85,0,19,0,7,74,19,0,12,10,38,18,1,2,19,0,6,18,43,14,19,0,6,48,24,3,20,0,27,53,0,21,0,22,55,2,94,0,2,4,52,0,48,0,99,0,1,0,48,0,9,43,99,0,0,1,94,0,5,1,21,0,0,0,5,8,66,21,0,0,2,5,10,62,21,0,10,38,26,5,21,0,0,0,6,73,21,0,1,3,17,58,97,0,3,0,97,1,0,2,97,1,0,2,22,0,31,47,53,0,11,36,94,0,1,0,1,0,0,0,4,63,0,0,5,3,4,1,4,4,1,0,0,2,5,0,1,7,29,2,26,43,0,0,29,0,5,5,11,11,19,15,5,31,1,48,14,6,31,0,34,23,7,3,2,6.42857142857143,7.55836753939812,2.066666666666667,1.2227992865708155,8.940298507462687,5.801986590331943,2.217391304347826,1.174102475953833
DK,DNK,Denmark,Midtjylland,2020-12-28,2020-12-27,100,0,0,0,0,16,98,307158.11332652014,72,0,0,100,0,20,80,0,4,96,0,9,91,0,23,77,0,8,92,0,10,90,0,2,98,0,3,97,0,2,98,0,2,98,0,14,86,1,5,94,1,16,83,100,0,0,0,80,0,3,17,96,0,0,4,91,0,0,9,77,0,6,17,92,0,1,7,90,1,1,8,98,0,1,1,97,1,0,2,98,0,1,1,98,0,1,1,86,0,4,10,95,0,1,4,84,1,1,14,2,0,10,88,90,1,5,4,5,0,71,24,29,1,28,42,72,0,0,25,3,72,0,0,28,100,0,0,0,34,2,7,57,100,0,0,0,0,0,5,0,66,23,3,3,9,3,22,61,5,9,3,46,38,4,9,1,45,37,8,9,1,55,30,5,9,2,20,54,15,0,93,0,1,6,93,1,0,6,93,1,0,6,93,1,3,3,93,1,0,6,93,1,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,8,82,10,0,41,49,10,0,1,89,10,0,53,37,10,0,1,89,10,0,1,89,11,0,42,47,58,0,31,9,2,0,11,0,0,3,28,58,11,0,89,0,13,1,6,80,13,0,12,26,31,14,2,2,13,0,9,19,46,13,13,0,11,45,28,3,14,0,35,51,0,16,3,22,58,1,92,0,5,3,59,0,40,1,99,0,1,0,47,1,9,43,99,0,1,0,99,0,1,0,17,2,0,2,3,11,65,17,1,0,1,4,13,64,17,2,10,44,23,4,17,1,3,0,2,77,17,0,2,5,6,70,93,0,3,4,93,1,1,5,93,0,1,6,21,0,35,44,56,0,16,28,88,0,2,2,0,0,1,0,7,54,0,0,4,3,1,1,2,6,4,0,0,5,6,0,2,12,27,0,29,44,0,0,27,0,6,5,9,16,17,12,8,28,1,26,20,25,28,0,31,13,21,4,3,6.479166666666666,8.913269055078892,1.625,1.0606601717798212,8.23913043478261,5.719939772186631,2.5833333333333335,1.4607541945520501
DK,DNK,Denmark,Nordjylland,2020-12-28,2020-12-27,100,0,0,0,0,18,97,285922.1537859938,78,1,0,99,1,17,82,1,2,97,1,11,88,1,20,79,0,10,90,1,8,91,1,0,99,1,5,94,1,3,96,1,4,95,1,14,85,1,1,98,1,7,92,100,0,0,0,83,1,6,10,98,0,0,2,89,0,4,7,80,0,7,13,90,0,5,5,92,1,4,3,100,0,0,0,95,0,2,3,97,0,2,1,96,0,3,1,86,0,6,8,99,0,0,1,93,0,3,4,2,1,7,90,93,0,2,5,2,0,80,18,20,1,39,40,61,0,1,38,0,61,0,1,38,99,0,1,0,42,0,6,52,100,0,0,0,0,0,4,0,63,23,9,1,6,5,14,64,11,6,4,39,46,5,6,5,38,45,6,6,6,39,44,5,6,7,9,60,18,0,94,1,2,3,94,2,1,3,94,2,0,4,94,2,0,4,94,1,1,4,94,2,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,1,7,84,8,0,40,52,8,1,2,89,8,0,61,31,8,2,0,90,8,1,4,87,9,1,60,30,40,0,43,13,4,0,9,1,1,3,25,61,9,2,89,0,11,0,13,76,11,0,12,25,32,17,3,0,11,0,10,14,54,11,12,1,10,44,24,9,12,0,25,62,1,13,1,21,63,2,93,0,5,2,60,2,38,0,98,0,1,1,39,2,13,46,100,0,0,0,96,0,3,1,14,0,1,1,1,11,72,14,0,0,1,2,14,69,15,0,11,37,33,4,15,0,0,2,9,74,15,0,2,9,14,60,89,2,5,4,89,2,1,8,89,3,2,6,17,1,30,52,48,0,16,36,87,0,4,0,1,1,1,0,6,57,0,0,2,1,4,2,1,6,4,0,1,3,2,0,2,15,20,1,36,43,0,0,20,1,4,2,12,21,23,12,5,22,5,26,21,26,22,4,25,20,16,11,2,9.08108108108108,9.514253571406483,2.5714285714285716,1.618347187425374,8.70945945945946,6.07826058659942,2.418918918918919,1.3749894819698012
DK,DNK,Denmark,Sj<c3><a6>lland,2020-12-28,2020-12-27,100,0,0,0,0,35,97,340099.09754081856,70,1,0,99,1,17,82,1,3,96,3,11,86,1,18,81,0,7,93,1,13,86,1,3,96,1,6,93,1,2,97,1,5,94,1,11,88,0,5,95,0,15,85,100,0,0,0,83,1,6,10,97,0,1,2,89,0,5,6,82,2,5,11,93,0,2,5,87,1,6,6,97,1,2,0,94,1,2,3,98,0,1,1,95,1,4,0,89,0,3,8,95,1,0,4,85,1,6,8,3,0,19,78,81,0,6,13,4,1,70,25,31,1,35,33,65,0,0,35,0,65,0,3,32,97,1,2,0,42,1,11,46,100,0,0,0,0,0,7,0,64,18,7,4,7,4,23,56,10,7,4,35,48,6,7,6,33,45,9,7,1,47,38,7,7,7,15,52,19,0,90,0,3,7,90,3,1,6,90,4,0,6,90,3,1,6,90,3,1,6,90,3,1,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,11,78,10,0,37,53,10,0,1,89,10,0,53,37,10,0,0,90,10,1,6,83,11,0,45,44,55,0,33,10,2,0,12,0,0,4,24,60,12,0,88,0,14,2,9,75,14,0,8,29,31,15,2,1,14,0,13,28,38,7,14,0,18,48,17,3,14,0,33,53,0,16,2,22,60,0,89,0,6,5,64,1,32,3,99,0,1,0,48,1,12,39,100,0,0,0,94,0,6,0,18,2,0,1,1,11,67,18,0,1,0,6,15,60,18,2,8,33,34,5,18,1,1,1,8,71,18,0,2,5,21,54,93,0,5,2,93,3,0,4,93,3,2,2,20,2,21,57,43,2,12,43,90,1,1,1,0,1,0,0,6,70,1,0,5,2,2,0,2,3,2,0,0,3,4,0,1,5,28,3,23,46,0,0,28,0,3,8,8,14,19,14,6,28,3,13,18,38,28,0,32,19,17,4,0,5.846153846153846,6.397114734243628,1.9411764705882355,1.2485285456935955,8.32857142857143,5.631102624725138,2.1449275362318843,1.19158029423659
DK,DNK,Denmark,Syddanmark,2020-12-28,2020-12-27,100,1,1478.25470254833,0,0,28,95,246515.0575881438,68,0,1,99,0,14,86,0,3,97,0,11,89,0,22,78,0,9,91,0,6,94,0,3,97,0,3,97,0,2,98,0,5,95,0,15,85,0,6,94,0,10,90,99,0,1,0,86,0,3,11,97,0,1,2,89,0,5,6,78,0,11,11,91,0,5,4,94,0,2,4,97,0,2,1,97,0,1,2,98,0,1,1,95,0,3,2,85,0,4,11,94,0,4,2,90,0,5,5,5,0,13,82,88,0,4,8,6,0,70,24,30,3,33,34,67,0,1,31,1,67,0,2,31,98,0,1,1,42,0,2,56,100,0,0,0,0,0,7,0,62,17,8,6,13,5,25,49,8,13,4,41,37,5,13,6,32,42,7,13,3,47,34,3,13,6,12,49,20,0,98,1,1,0,98,0,2,0,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,0,5,81,14,0,49,37,14,0,2,84,14,0,52,34,14,0,2,84,14,0,2,84,16,0,46,38,54,0,29,12,3,2,17,1,0,3,23,56,17,0,83,0,18,0,10,72,18,0,14,15,36,15,1,1,18,0,5,18,48,11,19,0,10,44,26,1,20,0,29,49,2,20,2,16,60,2,95,1,1,3,51,1,48,0,98,1,1,0,49,2,6,43,98,1,0,1,98,0,1,1,23,0,0,0,1,7,69,23,0,0,0,4,13,60,25,1,17,34,19,4,25,1,0,1,11,62,25,0,3,4,17,51,93,0,5,2,93,2,0,5,93,1,1,5,25,0,29,46,54,0,9,37,94,0,0,0,2,0,0,0,4,65,0,2,3,1,4,1,0,2,8,0,2,1,2,1,4,4,29,1,27,42,0,1,29,0,2,6,4,22,18,13,6,32,1,23,15,29,32,0,24,21,11,10,2,7.487804878048782,8.608489853683723,2.272727272727273,1.618079669911781,7.9484375,5.997115502075818,2.537313432835821,1.5208486288209362
DK,DNK,Denmark,-99,2020-12-30,2020-12-27,100,2,5100.318991600549,1,3697.29954576888,25,91,294080.18089257,73,1,2,97,1,15,84,1,7,92,2,11,87,1,17,82,1,11,88,1,7,92,1,4,95,1,3,96,2,2,96,1,4,95,1,16,83,2,2,96,2,8,90,98,1,1,0,85,1,4,10,93,2,2,3,89,2,2,7,83,1,7,9,89,1,1,9,93,1,2,4,96,1,0,3,97,1,0,2,98,0,2,0,96,1,2,1,84,1,2,13,98,0,1,1,92,2,5,1,7,2,12,79,88,0,3,9,8,2,63,27,37,2,29,32,71,0,3,26,0,71,0,1,28,99,0,1,0,41,1,7,51,100,0,0,0,0,0,8,0,60,26,4,2,13,9,35,38,5,13,11,47,28,1,13,13,39,32,3,13,12,46,27,2,13,14,19,42,12,0,93,3,1,3,93,4,1,2,93,4,2,1,93,3,2,2,93,3,2,2,93,4,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,3,6,77,14,3,46,37,14,3,3,80,14,2,50,34,14,4,1,81,14,3,2,81,15,0,35,50,65,0,29,5,1,0,15,1,0,2,16,66,15,0,85,0,15,2,4,79,15,0,22,19,24,15,4,1,15,0,11,21,45,8,15,1,16,46,20,2,15,0,44,39,2,16,1,30,50,3,94,0,5,1,54,0,43,3,97,0,1,2,50,0,25,25,99,0,0,1,98,0,2,0,18,0,0,0,2,14,66,18,1,0,0,1,14,66,19,2,13,35,28,3,19,2,0,2,6,71,19,0,0,6,10,65,94,0,2,4,94,2,0,4,94,2,1,3,19,0,13,68,32,3,8,57,96,0,0,0,0,0,0,0,4,83,0,1,0,1,1,0,2,0,1,0,0,1,2,2,1,5,24,0,22,53,0,1,24,0,1,2,4,8,22,26,13,25,6,33,18,18,25,3,38,18,11,2,3,4.689655172413793,5.776203945473569,2.625,1.9226098333849675,7.7393442622950825,5.520364682655322,2.0491803278688523,1.1317571810860714
DK,DNK,Denmark,Hovedstaden,2020-12-30,2020-12-30,361,1,2853.03476716849,0,0,125,353,1057363.2664789672,313,0,2,359,0,47,314,0,10,351,0,35,326,0,83,278,0,35,326,0,28,333,0,9,352,0,14,347,0,8,353,0,9,352,0,70,291,0,5,356,0,36,325,359,1,1,0,314,0,13,34,351,0,2,8,326,0,13,22,278,0,18,65,326,0,9,26,333,0,7,21,352,0,1,8,347,0,8,6,353,0,7,1,352,0,5,4,291,0,13,57,356,0,3,2,325,0,15,21,6,2,53,300,309,0,13,39,9,3,287,62,74,2,167,118,194,0,8,156,3,194,0,9,158,352,0,9,0,181,3,24,153,361,0,0,0,0,0,11,0,263,62,15,10,14,12,85,232,18,14,15,136,186,10,14,18,143,172,14,14,13,178,148,8,14,18,48,238,43,0,337,5,8,11,337,6,4,14,337,9,0,15,337,9,7,8,337,8,3,13,337,8,2,14,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,18,1,38,304,18,2,243,98,18,2,7,334,18,0,158,185,18,1,5,337,18,1,40,302,19,1,154,187,207,0,124,23,4,3,21,0,1,10,96,233,21,0,338,2,24,2,44,291,24,0,55,96,113,61,6,6,24,0,45,81,172,39,24,1,65,187,71,13,24,1,126,209,1,28,1,103,226,3,324,1,27,9,119,1,240,1,354,0,6,1,204,2,40,115,356,0,3,2,321,1,37,2,29,5,0,2,15,32,278,29,3,1,3,25,65,235,31,5,55,162,90,18,31,0,0,5,29,296,31,0,3,16,67,244,342,2,13,4,342,7,1,11,342,8,2,9,33,0,131,197,164,1,58,138,308,2,11,1,8,0,0,0,31,179,0,0,10,5,21,3,8,25,5,0,3,31,21,4,8,38,43,6,126,184,1,1,43,0,13,37,46,67,81,55,19,46,11,213,61,30,46,3,147,77,59,22,7,6.849397590361446,9.508922425570066,2.4693877551020407,1.4009229222243476,10.641233766233766,6.326899897778598,2.162251655629139,1.1827240207320213
DK,DNK,Denmark,Midtjylland,2020-12-30,2020-12-30,306,1,2682.69899336801,1,2682.69899336801,63,300,905518.6185663209,251,0,2,304,0,37,269,0,10,296,1,35,270,0,67,239,0,21,285,0,17,289,1,5,300,0,8,298,1,5,300,1,11,294,0,52,254,1,6,299,1,36,269,304,0,1,1,269,1,10,26,296,1,2,7,271,1,16,18,239,2,17,48,285,0,9,12,289,1,5,11,301,0,1,4,298,0,5,3,301,0,4,1,295,2,1,8,254,1,14,37,300,0,3,3,270,0,12,24,6,0,36,264,270,0,11,25,7,3,225,71,81,3,102,120,204,0,1,101,0,204,0,0,102,306,0,0,0,115,7,11,173,306,0,0,0,0,0,8,1,207,65,16,9,22,22,88,157,17,22,26,136,112,10,22,28,127,111,18,22,15,164,91,14,22,23,60,151,50,0,295,4,2,5,295,5,0,6,295,4,0,7,295,4,2,5,295,5,0,6,295,5,1,5,306,0,0,0,306,0,0,0,306,0,0,0,306,0,0,0,306,0,0,0,306,0,0,0,306,0,0,0,306,0,0,0,306,0,0,0,306,0,0,0,306,0,0,0,306,0,0,0,23,2,45,236,23,1,192,90,23,3,9,271,23,2,142,139,23,2,3,278,23,2,17,264,24,0,127,155,179,0,104,19,2,2,25,1,0,10,82,188,25,0,281,0,28,2,33,243,28,0,53,74,95,47,7,2,28,0,37,72,134,35,30,1,44,159,59,13,30,0,102,171,3,32,1,69,198,6,261,1,31,13,115,1,189,1,297,0,8,1,165,2,40,99,303,0,3,0,289,0,17,0,33,0,0,0,17,32,224,33,0,0,3,14,52,204,36,2,58,103,86,21,36,0,0,3,34,233,36,0,4,10,56,200,292,1,8,5,292,1,2,11,292,1,2,11,37,1,86,182,124,2,47,133,271,1,4,3,3,1,1,0,22,185,1,4,18,5,12,2,6,18,9,0,1,14,5,1,5,20,51,2,108,144,1,0,51,0,15,29,30,47,66,48,20,54,9,109,78,56,54,4,96,64,56,23,9,6.999999999999999,9.255189710933312,1.896551724137931,1.1754885788533966,8.225,5.664190532927492,2.209205020920502,1.1838190387949248
