ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BO,BOL,Bolivia,El Beni,2020-12-30,2020-12-23,100,0,0,0,0,49,90,1471030.085999681,61,9,5,86,9,8,83,8,4,88,7,7,86,8,10,82,9,10,81,8,13,79,7,8,85,7,7,86,9,3,88,8,11,81,8,30,62,9,8,83,9,20,71,95,1,3,1,92,1,5,2,96,0,2,2,93,1,5,1,90,0,5,5,90,0,7,3,87,1,6,6,92,0,4,4,93,1,5,1,97,1,2,0,89,2,5,4,70,2,16,12,92,0,5,3,80,0,16,4,9,1,21,69,80,0,8,12,10,5,28,57,72,0,5,23,95,1,4,0,95,0,3,2,0,98,0,0,2,0,20,0,15,65,100,0,0,0,0,13,2,30,23,13,19,17,4,39,16,24,17,6,42,17,18,17,8,43,13,19,17,9,35,19,20,17,11,17,11,44,86,8,3,3,86,8,4,2,86,5,7,2,86,11,2,1,86,9,2,3,86,9,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,2,33,44,21,4,56,19,21,3,36,40,21,3,34,42,21,3,25,51,21,5,13,61,23,1,47,29,53,0,23,15,6,3,23,0,2,25,25,25,23,1,74,2,27,0,13,60,27,0,37,17,8,7,1,3,27,0,20,20,17,16,28,0,24,29,18,1,100,100,67,0,26,7,44,0,45,11,64,0,24,12,66,0,19,15,75,0,13,12,87,0,10,3,29,0,1,3,6,18,43,29,0,0,5,13,15,38,31,0,32,24,7,6,31,1,15,22,18,13,31,0,30,22,11,6,49,2,44,5,49,6,30,15,49,6,31,14,32,0,39,29,71,0,15,14,87,0,2,0,2,2,1,1,5,51,0,4,2,4,2,2,0,6,2,0,5,2,5,0,2,13,39,1,39,21,0,0,39,0,11,15,20,12,2,1,0,39,0,35,22,4,39,0,7,14,20,17,3,3.3170731707317076,2.138212154935098,2.473684210526316,1.71167302993402,12.185185185185185,7.665344886514262,3.5000000000000004,1.7898016176404785
BO,BOL,Bolivia,La Paz,2020-12-30,2020-12-30,212,11,56475.87855394066,7,34727.333947381136,116,196,1560599.9071301166,149,8,16,188,6,39,167,6,19,187,4,54,154,6,60,146,7,57,148,8,50,154,6,18,188,8,21,183,6,12,194,5,31,176,3,69,140,7,25,180,5,68,139,196,1,12,3,173,2,20,17,193,1,12,6,158,1,36,17,152,2,28,30,155,3,38,16,162,1,33,16,194,1,13,4,191,0,17,4,200,2,9,1,181,2,20,9,143,2,37,30,187,1,19,5,144,0,44,24,16,0,56,140,158,0,27,27,20,4,75,113,138,1,19,54,193,5,13,1,193,0,14,5,0,198,0,6,8,0,46,2,43,121,212,0,0,0,0,24,0,73,69,30,16,34,3,92,57,26,34,6,94,49,29,34,9,87,44,38,34,8,70,52,48,34,11,12,40,115,169,14,20,9,169,17,13,13,169,11,24,8,169,13,19,11,169,17,6,20,169,15,15,13,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,36,10,85,81,36,3,139,34,36,12,69,95,36,9,92,75,36,6,46,124,36,3,116,57,38,0,103,71,109,1,76,17,4,5,38,0,2,31,73,68,38,1,172,1,42,1,28,141,42,0,142,26,1,0,0,1,42,1,29,51,55,34,42,0,42,95,29,4,212,212,128,0,81,3,73,0,137,2,143,0,63,6,120,0,64,28,166,0,37,9,96,0,116,0,49,0,2,9,33,53,66,49,0,2,9,36,50,66,50,1,75,66,17,3,50,2,13,58,60,29,50,1,47,57,36,21,108,4,85,15,108,11,70,23,108,10,64,30,52,1,73,86,126,0,42,44,171,4,6,1,4,8,3,2,13,98,0,3,8,4,10,2,5,10,7,2,5,4,10,2,3,39,59,1,74,76,0,2,59,0,41,36,35,22,16,3,0,62,1,135,6,8,62,0,33,33,40,26,18,2.7901408450704226,1.7515670738126274,2.234042553191489,1.8906263737466433,11.573426573426573,6.756832233959967,3.204081632653061,1.707913793941908
BO,BOL,Bolivia,Oruro,2020-12-30,2020-12-24,100,2,25116.9909187048,2,25116.9909187048,20,90,1305665.6082620411,59,9,4,87,10,12,78,10,2,88,9,22,69,8,21,71,8,25,67,9,17,74,10,12,78,9,10,81,9,0,91,7,24,69,6,27,67,11,8,81,10,34,56,96,0,3,1,88,1,5,6,98,0,1,1,78,0,13,9,79,1,12,8,75,1,14,10,83,2,9,6,88,1,7,4,90,0,8,2,100,0,0,0,76,2,16,6,73,3,12,12,92,1,3,4,66,3,20,11,10,0,13,77,87,0,4,9,10,2,22,66,79,1,4,16,96,1,3,0,96,0,3,1,0,97,0,2,1,0,18,4,16,62,100,0,0,0,0,11,2,38,28,12,9,20,4,45,21,10,20,12,35,24,9,20,12,37,17,14,20,15,22,21,22,20,15,5,11,49,84,6,7,3,84,6,4,6,84,3,10,3,84,7,4,5,84,7,2,7,84,4,9,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,7,39,34,20,2,68,10,20,7,36,37,20,6,45,29,20,8,27,45,20,3,50,27,24,1,52,23,48,0,27,14,5,6,26,0,1,16,31,26,26,0,73,1,30,0,17,53,30,0,56,11,1,1,1,0,30,0,12,16,28,14,31,2,14,38,12,3,100,100,61,0,37,2,32,1,64,3,64,1,33,2,55,1,33,11,73,1,23,3,50,1,48,1,34,1,1,4,16,15,29,34,0,1,9,14,19,23,35,0,27,27,8,3,35,0,13,28,18,6,35,0,27,23,9,6,50,9,32,9,50,10,34,6,50,13,27,10,35,0,39,26,74,0,12,14,88,0,1,0,2,2,0,2,5,50,0,2,5,4,9,0,1,5,0,1,4,2,3,1,3,10,39,3,36,21,0,1,39,0,12,18,14,12,4,1,0,40,0,54,5,1,40,0,10,14,14,12,10,2.9473684210526314,1.8748433518523522,1.625,1.1877349391654208,11.192982456140351,7.016405766108935,2.559322033898305,1.7740581419609283
BO,BOL,Bolivia,Potos<c3><ad>,2020-12-30,2020-12-23,100,3,72184.3371442063,1,26436.3543846124,35,91,2164041.7724215477,55,5,7,88,4,11,85,4,8,88,4,27,69,3,23,74,4,23,73,5,20,75,5,10,85,4,10,86,5,4,91,6,17,77,5,33,62,5,6,89,4,32,64,93,1,2,4,89,1,4,6,92,1,4,3,73,0,16,11,77,1,8,14,77,2,13,8,80,1,10,9,90,1,5,4,90,0,4,6,96,1,2,1,83,1,10,6,67,0,19,14,94,0,4,2,68,2,21,9,9,0,18,73,83,0,7,10,12,2,28,58,72,1,8,19,92,1,6,1,92,1,3,4,0,97,0,2,1,0,23,1,23,53,100,0,0,0,0,13,0,35,26,16,10,16,8,43,22,11,16,12,42,21,9,16,9,41,22,12,16,9,33,30,12,16,11,7,17,49,78,7,11,4,78,10,6,6,78,8,9,5,78,11,4,7,78,11,5,6,78,7,11,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,4,38,40,18,3,64,15,18,7,23,52,18,7,36,39,18,6,22,54,18,2,47,33,21,0,45,34,55,0,30,8,2,5,24,1,0,18,35,22,24,2,73,1,27,2,12,59,27,0,58,11,1,2,0,1,27,1,19,28,21,4,28,2,14,44,10,2,100,100,62,2,34,2,36,2,60,2,77,0,20,3,64,2,21,13,78,0,20,2,53,0,46,1,30,0,0,5,11,22,32,30,0,1,4,19,24,22,32,3,26,30,6,3,32,1,8,30,19,10,32,1,22,26,13,6,52,3,37,8,52,11,26,11,52,13,25,10,32,0,36,32,68,0,16,16,87,1,1,0,1,3,0,0,7,52,1,2,7,3,7,2,2,8,0,0,0,0,1,1,2,12,42,0,32,25,0,1,42,0,13,19,15,9,2,0,0,43,1,44,10,2,43,0,16,13,13,9,6,2.725806451612903,1.6513219229067506,2.1333333333333333,1.505545305418162,10.510204081632653,6.57686110852406,3.2,1.7680288249703187
BO,BOL,Bolivia,Santa Cruz,2020-12-30,2020-12-30,224,7,62986.007931771026,2,11562.43216664465,157,197,1546008.9183046985,139,5,15,204,8,36,180,8,17,199,6,51,167,8,47,169,6,54,164,7,43,174,7,26,191,8,33,183,6,17,201,9,30,185,3,77,144,8,17,199,8,65,151,209,2,10,3,188,1,29,6,207,1,8,8,173,2,33,16,177,3,21,23,170,4,30,20,181,2,32,9,198,1,15,10,191,1,24,8,207,1,14,2,194,3,18,9,147,1,42,34,207,0,16,1,159,3,43,19,26,1,63,134,164,2,34,24,32,1,74,117,150,3,25,46,199,5,17,3,199,0,18,7,0,206,0,8,10,0,62,1,38,123,224,0,0,0,0,37,1,60,69,42,15,43,9,99,46,27,43,14,78,59,30,43,13,82,43,43,43,16,58,64,43,43,17,17,37,110,186,15,10,13,186,19,7,12,186,6,28,4,186,17,10,11,186,18,2,18,186,17,7,14,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,224,0,0,0,47,6,85,86,47,3,152,22,47,10,75,92,47,8,95,74,47,10,47,120,47,6,95,76,48,0,113,63,111,0,71,25,6,11,52,2,1,25,59,85,52,0,172,0,56,1,44,123,56,0,131,25,6,1,3,2,56,0,23,48,52,45,56,1,31,95,31,10,224,224,139,2,78,5,72,2,147,3,149,1,67,7,129,2,64,29,177,1,42,4,129,2,92,1,63,0,1,9,22,47,82,63,0,1,10,24,54,72,68,2,81,54,13,6,68,1,46,50,33,26,68,1,80,39,27,9,106,7,99,12,106,14,80,24,106,22,61,35,70,1,85,68,156,0,36,32,190,1,4,2,4,7,3,4,9,106,0,6,11,9,7,2,3,10,6,0,9,5,5,1,7,37,77,2,74,70,0,1,77,0,37,54,24,18,8,4,2,82,3,119,14,6,82,0,23,28,49,29,13,2.6178861788617884,1.6817259148007229,2.88,1.6615704398341384,11.796992481203008,6.27858239946827,3.0364963503649633,1.6512417748118053
BO,BOL,Bolivia,Tarija,2020-12-30,2020-12-24,100,1,8556.81900130557,1,8556.81900130557,30,93,1177443.364888629,65,3,5,92,3,12,85,3,7,90,3,19,78,2,21,77,3,13,84,3,10,87,5,3,92,3,7,90,2,8,90,2,15,83,3,21,76,2,5,93,3,20,77,95,2,1,2,88,1,7,4,93,0,5,2,81,1,8,10,79,2,9,10,87,2,5,6,90,2,4,4,97,0,2,1,93,2,4,1,92,2,2,4,85,2,8,5,79,2,10,9,95,3,1,1,80,2,11,7,6,1,15,78,85,1,5,9,8,4,37,51,63,2,7,28,93,3,4,0,93,0,3,4,0,97,0,0,3,0,21,1,13,65,100,0,0,0,0,10,1,27,37,16,9,16,5,33,32,14,16,6,38,30,10,16,5,31,25,23,16,5,27,31,21,16,6,6,21,51,87,3,7,3,87,4,5,4,87,3,8,2,87,3,2,8,87,4,3,6,87,3,6,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,2,33,47,18,1,65,16,18,2,33,47,18,2,45,35,18,2,20,60,18,2,32,48,18,1,49,32,51,0,35,8,1,5,19,1,0,11,32,37,19,1,80,0,21,0,13,66,21,0,57,14,5,1,1,1,21,0,19,28,23,9,24,0,16,41,16,3,100,100,67,0,33,0,35,1,63,1,67,1,30,2,55,1,30,14,80,1,17,2,68,2,29,1,25,0,0,4,11,25,35,25,0,0,7,15,17,36,27,2,35,25,9,2,27,0,17,24,16,16,27,0,31,25,13,4,45,8,40,7,45,9,36,10,45,8,34,13,29,1,47,23,77,0,12,11,88,0,0,1,2,1,1,1,6,42,0,6,7,5,9,1,1,6,0,0,1,2,1,0,4,15,34,1,34,31,0,0,34,0,18,19,11,7,7,4,0,35,0,50,8,7,35,0,12,11,19,16,7,2.234042553191489,1.4921936865400085,2.1538461538461537,1.281025230440697,11.694915254237289,7.108164895551418,3.1129032258064515,1.7187952195868679
BO,BOL,Bolivia,-99,2020-12-31,2020-12-26,100,3,34333.72834425604,2,22749.519984216437,31,82,1253274.4806527833,40,13,8,79,14,11,75,16,8,76,14,18,68,16,14,70,16,16,68,14,10,76,14,11,75,19,7,74,18,4,78,14,14,72,12,21,67,16,11,73,13,19,68,92,1,5,2,89,1,7,3,92,1,5,2,82,1,14,3,86,1,11,2,84,2,10,4,90,1,6,3,89,0,9,2,93,2,4,1,96,0,3,1,86,2,8,4,79,1,12,8,89,1,8,2,81,2,12,5,18,0,15,67,86,1,7,6,20,0,24,56,76,2,6,16,94,1,5,0,94,0,1,5,0,99,0,0,1,0,29,3,12,56,100,0,0,0,0,24,0,32,24,8,12,26,9,35,15,15,26,22,26,12,14,26,20,30,10,14,26,21,26,10,17,26,22,8,6,38,88,7,3,2,88,7,4,1,88,4,4,4,88,8,1,3,88,8,2,2,88,8,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,28,8,27,37,28,7,50,15,28,11,25,36,28,12,28,32,28,10,18,44,28,8,37,27,30,1,35,34,65,0,20,9,1,5,34,1,3,11,25,26,34,1,63,2,37,1,14,48,37,1,48,5,0,3,3,3,37,2,20,22,11,8,37,3,21,24,8,7,100,100,73,1,25,1,51,2,45,2,75,2,20,3,72,1,21,6,82,1,13,4,64,2,28,6,40,2,2,1,11,13,31,40,1,1,4,10,13,31,42,1,29,11,7,10,42,2,9,18,18,11,42,1,22,24,6,5,54,6,34,6,54,9,29,8,54,8,30,8,42,2,24,32,68,1,13,18,87,1,2,0,1,3,1,0,5,63,1,3,1,5,3,0,0,6,2,1,1,1,1,0,1,11,56,0,23,21,0,0,56,0,6,6,13,8,4,5,2,60,0,29,7,4,60,0,9,10,7,6,8,2.6,2.0777972421076956,2.4545454545454546,1.9164360862620162,10.81081081081081,5.896504792567269,3.1025641025641026,1.957372995071547
BO,BOL,Bolivia,Chuquisaca,2020-12-31,2020-12-26,100,3,31805.71639292447,0,0,47,95,1202313.046482677,68,3,4,93,3,15,82,3,2,95,1,16,83,3,18,79,4,20,76,3,15,82,3,9,88,2,12,86,3,3,94,4,19,77,3,26,71,2,5,93,3,28,69,96,0,3,1,85,0,10,5,98,0,1,1,84,0,7,9,82,0,5,13,80,0,8,12,85,0,10,5,91,0,4,5,88,0,5,7,97,0,2,1,81,0,15,4,74,1,14,11,95,0,4,1,72,1,14,13,4,1,19,76,82,1,8,9,6,3,33,58,67,0,8,25,92,1,7,0,92,0,2,6,0,98,0,1,1,0,17,0,18,65,100,0,0,0,0,8,0,26,35,23,8,10,5,42,23,20,10,6,44,31,9,10,6,35,31,18,10,7,26,31,26,10,7,8,14,61,83,7,5,5,83,6,6,5,83,3,11,3,83,6,3,8,83,8,2,7,83,6,4,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,3,35,50,12,3,70,15,12,5,34,49,12,5,48,35,12,5,31,52,12,5,44,39,13,0,50,37,50,1,30,11,4,4,13,1,1,16,34,35,13,0,87,0,14,0,15,71,14,0,71,11,2,0,1,1,14,0,19,26,25,16,16,1,18,46,17,2,100,100,65,1,31,3,30,1,65,4,66,1,31,2,52,1,28,19,69,1,24,6,56,1,40,3,18,0,0,6,7,27,42,18,0,2,3,10,30,37,18,0,34,31,11,6,18,0,9,29,28,16,18,0,22,35,15,10,45,1,39,15,45,12,26,17,45,10,27,18,21,0,43,36,64,0,18,18,83,0,5,1,3,3,0,0,5,43,0,0,5,5,8,0,1,2,1,0,3,3,4,1,4,20,27,1,40,32,0,0,27,0,14,24,18,9,8,0,0,30,0,61,3,6,30,0,10,18,19,14,9,2.7413793103448274,1.6390021014895724,2.6470588235294117,1.3666188418222285,11.823529411764707,6.475997419796552,3.1428571428571432,1.687857009240976
BO,BOL,Bolivia,Cochabamba,2020-12-31,2020-12-30,100,3,38629.21246010562,2,32000.5489692091,31,95,1255946.055750326,73,1,6,93,1,16,83,1,6,93,1,22,77,1,32,67,1,22,77,1,18,81,1,5,94,0,9,91,1,4,95,1,21,78,1,20,79,1,12,87,1,33,66,94,1,4,1,84,1,7,8,94,0,2,4,78,3,16,3,68,1,14,17,78,1,12,9,82,1,8,9,95,0,5,0,91,0,7,2,96,0,4,0,79,0,12,9,80,1,12,7,88,1,8,3,67,0,18,15,5,0,18,77,82,0,9,9,6,2,37,55,64,0,11,25,89,1,10,0,89,0,8,3,0,92,0,5,2,1,20,3,14,63,100,0,0,0,0,7,1,30,39,12,11,10,3,49,23,15,10,5,53,20,12,10,7,35,30,18,10,6,30,26,28,10,7,7,13,63,86,6,3,5,86,5,5,4,86,2,7,5,86,5,4,5,86,6,1,7,86,5,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,7,32,49,12,3,65,20,12,6,37,45,12,6,43,39,12,6,19,63,12,3,44,41,13,1,55,31,45,2,32,15,3,3,14,0,0,13,33,40,14,2,83,1,14,1,14,71,14,2,69,13,0,1,0,1,14,3,14,24,34,11,15,1,20,51,11,2,100,100,68,1,30,1,35,3,62,0,63,3,32,2,57,3,28,12,81,2,13,4,56,3,41,0,16,2,2,5,16,17,42,16,1,3,7,14,25,34,17,2,45,27,4,5,17,1,18,25,22,17,17,1,29,34,15,4,40,3,45,12,40,6,37,17,40,6,42,12,20,0,36,44,56,0,20,24,81,0,4,0,2,2,1,2,8,45,0,1,6,3,7,1,2,4,2,0,5,5,2,0,0,17,24,3,37,35,0,1,24,1,22,18,10,14,8,2,1,27,0,64,7,2,27,1,13,14,26,11,8,2.721311475409836,1.6034457431937383,1.9285714285714284,0.9972489631508745,13.112676056338026,5.2875846383625,3.25,1.6678399625998503
BO,BOL,Bolivia,El Beni,2020-12-31,2020-12-24,100,2,39584.2318008646,2,39584.2318008646,60,92,1329577.5279323247,65,10,6,84,10,8,82,9,4,87,8,10,82,9,16,75,9,11,80,9,14,77,8,8,84,8,9,83,10,5,85,9,12,79,9,27,64,10,11,79,10,25,65,94,2,3,1,92,2,5,1,96,0,2,2,90,2,7,1,84,1,10,5,89,1,8,2,86,2,5,7,92,0,4,4,91,2,5,2,95,1,4,0,88,3,6,3,73,3,13,11,89,1,6,4,75,1,20,4,7,1,24,68,77,0,13,10,8,5,31,56,69,0,8,23,92,1,6,1,92,0,4,4,0,97,0,1,2,0,21,0,19,60,100,0,0,0,0,11,1,27,21,18,22,13,5,42,20,20,13,10,40,21,16,13,11,39,18,19,13,12,29,25,21,13,15,15,14,43,82,9,6,3,82,9,7,2,82,7,9,2,82,14,2,2,82,12,3,3,82,10,6,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,2,35,45,18,4,61,17,18,3,39,40,18,3,40,39,18,3,28,51,18,5,16,61,20,1,50,29,50,0,22,19,4,5,21,0,0,26,26,27,21,0,79,0,27,0,12,61,27,0,35,14,10,11,2,1,27,0,17,17,23,16,28,0,20,28,22,2,100,100,65,0,24,11,39,0,46,15,61,0,23,16,60,0,18,22,72,0,12,16,84,0,11,5,29,0,1,3,4,23,40,29,0,0,5,13,15,38,30,0,28,26,11,5,30,1,18,19,22,10,30,0,30,23,12,5,47,3,44,6,47,7,33,13,47,8,32,13,30,0,43,27,73,0,15,12,86,1,3,0,2,2,1,1,4,45,0,4,4,4,4,2,0,6,3,0,7,2,4,0,2,13,34,1,40,25,0,0,34,0,18,14,19,11,3,1,0,35,0,35,26,4,35,0,9,14,22,17,3,2.978723404255319,1.9391768951096982,2.75,1.8027756377319946,12.824561403508772,7.273049092902468,3.328125,1.7187545093735939
