ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..99,B1_1..77,B1_1.1,B1_1.2,B1_2..99,B1_2..77,B1_2.1,B1_2.2,B1_3..99,B1_3..77,B1_3.1,B1_3.2,B1_4..99,B1_4..77,B1_4.1,B1_4.2,B1_5..99,B1_5..77,B1_5.1,B1_5.2,B1_6..99,B1_6..77,B1_6.1,B1_6.2,B1_7..99,B1_7..77,B1_7.1,B1_7.2,B1_8..99,B1_8..77,B1_8.1,B1_8.2,B1_9..99,B1_9..77,B1_9.1,B1_9.2,B1_10..99,B1_10..77,B1_10.1,B1_10.2,B1_11..99,B1_11..77,B1_11.1,B1_11.2,B1_12..99,B1_12..77,B1_12.1,B1_12.2,B1_13..99,B1_13..77,B1_13.1,B1_13.2,B1_14..99,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
EG,EGY,Egypt,Al Jizah,2020-12-22,2020-12-22,179,7,220953.91003121182,6,213650.43695165534,213,173,3291781.7107301047,115,0,4,10,165,0,5,40,134,0,5,15,159,0,3,77,99,0,5,54,120,0,3,56,120,0,2,35,142,0,5,26,148,0,5,22,152,0,5,13,161,0,4,25,150,0,5,59,115,0,3,18,158,0,5,56,118,169,2,5,3,139,3,18,19,164,2,9,4,102,6,32,39,125,4,26,24,123,3,26,27,144,4,15,16,153,2,17,7,157,3,16,3,166,0,12,1,154,1,12,12,120,2,21,36,161,2,7,9,123,5,23,28,4,2,72,101,109,1,26,43,7,1,26,145,153,0,8,18,171,0,3,5,0,171,0,4,3,1,175,0,2,2,0,16,4,23,136,179,0,0,0,0,0,9,0,47,49,38,36,16,9,60,56,38,16,13,65,54,31,16,10,81,50,22,16,10,51,43,59,16,13,26,35,89,0,156,6,8,9,156,7,7,9,156,1,21,1,156,6,6,11,156,8,6,9,156,7,6,10,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,20,4,81,74,20,6,105,48,20,5,65,89,20,3,85,71,20,8,36,115,20,3,69,87,26,0,88,65,91,0,44,21,7,16,29,1,2,32,57,58,29,2,146,2,32,1,37,109,32,0,46,46,23,19,4,9,32,0,31,29,52,35,32,0,31,70,31,15,33,0,14,124,8,38,5,9,118,9,100,3,64,12,76,4,70,29,116,3,37,23,97,2,38,42,144,3,18,14,113,2,46,18,40,0,3,10,29,47,50,40,0,6,18,25,46,44,43,4,46,61,11,14,43,0,11,22,28,75,43,0,30,35,32,39,115,5,43,16,115,14,35,15,115,12,36,16,45,1,71,62,117,0,25,37,155,1,6,2,1,3,1,2,8,86,1,2,15,5,7,6,3,8,8,0,2,1,3,2,10,20,53,3,81,38,0,4,53,2,36,32,35,16,4,0,1,60,5,85,14,15,60,1,9,56,51,1,1,3.472,2.56394353518421,3.413793103448276,2.5133641588594604,15.09016393442623,3.06136710767342,3.711711711711712,1.8848071393375907
EG,EGY,Egypt,Al Minufiyah,2020-12-22,2020-12-21,100,1,8679.02456044035,1,8679.02456044035,110,93,2295542.3013420263,67,0,2,2,96,0,1,15,84,0,2,7,91,0,1,31,68,0,2,30,68,0,2,23,75,0,1,19,80,0,2,5,93,0,1,13,86,0,2,6,92,0,2,14,84,0,1,28,71,0,2,7,91,0,1,24,75,98,0,0,2,85,2,6,7,93,0,4,3,69,3,15,13,70,2,9,19,77,1,7,15,81,1,7,11,95,0,3,2,87,0,8,5,94,0,4,2,86,0,10,4,72,2,15,11,93,0,4,3,76,2,12,10,7,0,42,51,59,0,19,22,8,0,17,75,83,1,7,9,93,0,2,5,0,93,0,5,2,0,95,0,3,2,0,16,1,10,73,100,0,0,0,0,0,9,0,30,25,19,17,21,7,20,22,30,21,6,32,22,19,21,6,40,22,11,21,9,25,25,20,21,9,16,14,40,0,90,6,3,1,90,6,2,2,90,3,6,1,90,6,3,1,90,4,4,2,90,7,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,0,44,42,14,2,60,24,14,4,39,43,14,2,43,41,14,3,16,67,14,2,38,46,14,1,60,25,40,0,28,19,4,9,16,1,0,18,40,25,16,1,81,2,17,1,25,57,17,0,23,37,9,6,5,3,17,1,22,13,24,23,18,3,13,39,20,7,18,1,7,66,8,20,1,7,61,11,56,0,38,6,40,2,41,17,61,1,23,15,57,1,22,20,84,1,8,7,62,0,32,6,24,0,1,8,18,17,32,24,0,1,12,15,19,29,26,0,33,25,10,6,26,0,4,12,20,38,26,0,19,21,19,15,60,8,24,8,60,12,23,5,60,11,23,6,27,0,36,37,63,0,15,22,85,0,5,2,0,1,0,1,6,49,0,1,12,0,3,2,2,5,5,3,2,3,1,2,3,7,32,0,45,20,0,3,32,0,29,17,15,6,0,1,0,33,1,21,8,37,33,0,6,34,26,0,1,4.431034482758621,3.4898955343814144,3.1935483870967745,2.2718473369882592,14.584615384615384,3.1419157556154516,3.6333333333333337,1.707080634822301
EG,EGY,Egypt,Al Qahirah,2020-12-22,2020-12-22,222,3,36540.71452163166,1,22440.3258832478,261,203,2426588.99143174,152,0,2,5,215,0,2,48,172,0,3,19,200,0,3,83,136,0,2,65,155,0,2,55,165,0,2,36,184,0,3,36,183,0,3,12,207,0,3,4,215,0,3,40,179,0,3,72,147,0,3,16,203,0,4,62,156,217,1,3,1,174,2,25,21,203,1,8,10,139,6,34,43,157,5,30,30,167,1,26,28,186,2,17,17,186,2,22,12,210,1,9,2,218,1,3,0,182,0,24,16,150,2,34,36,206,1,10,5,160,2,32,28,18,1,84,119,144,1,34,43,25,3,42,152,180,0,15,27,207,0,3,12,0,207,0,10,5,0,212,0,5,3,2,43,9,23,147,222,0,0,0,0,0,29,0,57,65,37,34,35,5,59,66,57,35,11,63,56,57,35,13,84,51,39,35,12,50,52,73,35,12,21,42,112,0,200,10,4,8,200,10,5,7,200,1,17,4,200,8,7,7,200,10,4,8,200,9,7,6,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,35,3,114,70,35,2,136,49,35,6,80,101,35,5,123,59,35,6,43,138,35,3,93,91,38,0,126,58,96,0,61,28,14,23,41,2,5,30,69,75,41,1,177,3,44,3,47,128,44,1,59,50,30,21,10,7,44,1,30,34,59,54,45,1,24,78,56,18,47,1,14,148,12,52,3,10,147,10,109,3,92,18,86,6,90,40,142,4,47,29,100,7,58,57,180,2,25,15,129,3,75,15,56,1,5,18,38,40,64,56,1,9,21,41,41,53,60,3,60,69,13,17,60,2,15,16,40,89,60,2,42,39,31,48,142,9,54,17,142,17,50,13,142,17,43,20,62,1,96,63,159,2,26,35,199,0,5,1,4,3,1,0,9,103,0,0,14,14,8,3,5,11,9,0,2,15,3,3,6,26,68,1,111,42,0,0,68,1,33,52,33,21,10,4,0,70,4,125,12,11,70,3,22,59,56,8,4,3.5827338129496407,2.768611017254481,3.4583333333333335,2.5339247518202517,15.875862068965517,2.90086854479417,3.338129496402878,1.9469558432519558
EG,EGY,Egypt,Al Qalyubiyah,2020-12-22,2020-12-21,100,3,28154.87007883905,3,28154.87007883905,122,92,1722263.6618484757,70,0,6,3,91,0,4,21,75,0,5,9,86,0,6,37,57,0,4,30,66,0,5,38,57,0,7,19,74,0,5,18,77,0,5,11,84,0,6,13,81,0,5,14,81,0,6,32,62,0,6,7,87,0,6,29,65,97,1,1,1,79,3,9,9,91,2,4,3,63,4,12,21,70,1,13,16,62,3,18,17,81,1,9,9,82,2,11,5,89,3,4,4,87,1,11,1,86,3,6,5,68,4,12,16,93,2,3,2,71,2,9,18,7,1,37,55,63,0,18,19,7,1,20,72,80,0,7,13,93,0,3,4,0,93,0,4,3,0,96,0,3,1,0,15,2,16,67,100,0,0,0,0,0,11,3,25,27,14,20,22,10,22,22,24,22,16,27,17,18,22,13,37,15,13,22,13,27,14,24,22,12,15,17,34,0,85,4,4,7,85,3,4,8,85,2,7,6,85,3,3,9,85,4,2,9,85,4,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,2,43,38,17,2,59,22,17,7,36,40,17,6,46,31,17,6,18,59,17,3,45,35,18,1,55,26,45,1,25,11,8,10,19,3,2,12,30,34,19,2,76,3,21,1,28,50,21,1,22,20,13,16,3,4,21,2,16,10,25,26,21,1,20,32,18,8,21,2,7,62,8,23,2,6,59,10,58,0,35,7,42,1,37,20,65,0,20,15,55,0,25,20,83,0,10,7,56,0,38,6,24,1,2,10,13,16,34,24,1,4,7,20,19,25,26,1,21,35,11,6,26,2,11,8,19,34,26,0,21,21,14,18,58,6,25,11,58,7,29,6,58,5,27,10,27,0,37,36,64,1,13,22,87,0,4,1,1,3,1,1,2,50,0,1,14,0,4,0,2,8,3,1,2,3,0,0,3,9,27,0,49,24,0,0,27,0,19,29,13,9,3,0,0,27,0,40,9,24,27,1,7,42,15,5,3,3.6769230769230767,2.9533227701379654,4.035714285714286,3.084995262102645,15.422535211267608,3.007903740058305,3.4558823529411766,2.0835806116051923
EG,EGY,Egypt,Ash Sharqiyah,2020-12-22,2020-12-22,106,4,128696.445357396,2,35936.0909847565,132,98,4478556.607146986,64,0,1,4,101,0,1,21,84,0,1,10,95,0,1,34,71,0,1,29,76,0,1,28,77,0,1,15,90,0,2,15,89,0,1,10,95,0,0,11,95,0,2,14,90,0,1,29,76,0,1,10,95,0,2,26,78,102,2,1,1,85,3,7,11,96,3,4,3,72,3,12,19,77,3,11,15,78,3,14,11,91,4,3,8,91,3,6,6,96,3,4,3,95,2,9,0,92,4,7,3,77,3,11,15,96,1,6,3,80,1,15,10,7,1,43,55,63,0,19,24,8,2,19,77,87,1,5,13,101,0,1,4,0,101,0,1,3,1,105,0,1,0,0,16,3,11,76,106,0,0,0,0,0,14,1,31,28,14,18,19,4,27,28,28,19,10,39,20,18,19,9,43,21,14,19,11,32,18,26,19,10,23,19,35,0,96,3,6,1,96,5,3,2,96,3,5,2,96,5,1,4,96,5,1,4,96,4,4,2,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,106,0,0,0,22,1,42,41,22,1,57,26,22,4,35,45,22,2,44,38,22,1,26,57,22,1,40,43,26,0,52,28,54,1,22,12,8,9,27,0,5,20,25,29,27,1,75,3,29,0,20,57,29,0,18,21,16,11,5,6,29,1,22,10,28,16,30,1,17,29,21,8,30,1,6,66,3,31,4,4,62,5,64,1,24,17,50,1,32,23,72,1,15,18,63,0,18,25,81,1,14,10,67,1,26,12,35,1,3,5,10,14,38,35,1,3,6,12,20,29,36,1,23,25,7,14,36,1,5,6,19,39,36,1,13,27,16,13,66,7,25,8,66,9,26,5,66,12,23,5,36,0,37,33,73,0,14,19,92,0,4,2,3,2,1,1,1,55,1,0,7,4,6,0,0,6,9,0,0,3,0,0,3,12,39,0,52,13,0,2,39,0,21,20,14,10,2,0,0,41,0,28,8,29,41,0,5,26,28,4,2,3.875,2.76380830804822,3.5142857142857142,2.7692792497372327,14.370967741935484,4.029537950845359,3.8771929824561404,2.1635798331089124
EG,EGY,Egypt,-99,2020-12-23,2020-12-23,147,4,123114.28724523088,4,123114.28724523088,132,131,4570741.425450196,85,1,6,6,134,1,5,31,110,1,5,10,131,1,3,61,82,1,5,44,97,1,5,34,107,1,6,19,121,1,6,17,123,1,7,10,129,1,3,10,133,1,5,16,125,1,9,42,95,1,8,11,127,1,4,42,100,141,0,3,3,116,3,12,16,137,0,7,3,86,5,25,31,103,1,25,18,113,4,19,11,128,0,11,8,130,1,11,5,137,0,5,5,137,0,8,2,131,1,12,3,105,4,18,20,136,0,5,6,105,1,27,14,13,3,46,85,103,0,20,24,17,7,24,99,123,0,12,12,135,0,3,8,1,135,0,9,3,0,138,0,5,2,2,37,5,19,86,147,0,0,0,0,0,20,1,37,39,25,25,31,10,40,39,27,31,19,42,35,20,31,20,53,24,19,31,20,39,36,21,31,24,22,28,42,0,128,8,8,3,128,8,6,5,128,3,13,3,128,11,2,6,128,9,5,5,128,9,6,4,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,32,10,55,50,32,10,70,35,32,12,40,63,32,12,49,54,32,14,19,82,32,9,46,60,35,1,69,42,78,0,40,12,6,11,37,4,2,28,37,39,37,6,96,8,38,4,25,80,38,2,33,29,14,10,8,13,38,2,34,23,19,31,40,4,23,43,24,13,40,2,8,87,10,41,2,10,78,16,93,1,41,12,78,1,49,19,108,0,27,12,98,0,28,21,128,0,9,10,102,0,39,6,47,0,7,5,11,32,45,47,0,7,8,21,23,41,51,3,36,33,9,15,51,1,8,11,23,53,51,0,25,27,21,23,95,7,41,4,95,15,30,7,95,14,29,9,52,0,56,39,108,1,14,24,133,1,4,1,3,2,0,0,3,78,0,3,13,7,3,1,2,4,10,0,2,3,2,0,2,17,57,1,54,31,0,4,57,0,20,27,29,5,7,1,1,60,3,50,8,26,60,2,10,39,27,5,4,3.5555555555555554,2.7703790354390136,4.269230769230769,3.2564728441390978,13.702702702702705,4.150358062551936,3.5,1.9787835696670861
EG,EGY,Egypt,Ad Daqahliyah,2020-12-23,2020-12-23,122,2,96920.19649010291,1,72562.0196040362,144,113,5080476.4286861075,88,0,6,4,112,0,4,23,95,0,10,9,103,0,3,40,79,0,3,38,81,0,4,30,88,0,4,19,99,0,5,16,101,0,6,8,108,0,5,5,112,0,5,22,95,0,4,35,83,0,6,12,104,0,5,34,83,118,0,0,4,99,0,11,12,113,0,7,2,82,1,18,21,84,2,17,19,92,1,16,13,103,0,12,7,106,1,13,2,114,0,8,0,117,0,2,3,100,0,14,8,87,1,14,20,110,0,10,2,88,0,16,18,8,1,46,67,77,1,19,25,10,3,14,95,108,0,6,8,116,0,0,6,0,116,0,5,1,0,117,0,3,1,1,19,1,13,89,122,0,0,0,0,0,11,0,38,33,20,20,16,5,35,37,29,16,11,44,32,19,16,6,65,23,12,16,8,36,30,32,16,8,17,30,51,0,110,3,3,6,110,3,4,5,110,0,9,3,110,2,4,6,110,3,3,6,110,3,5,4,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,18,1,48,55,18,0,76,28,18,1,42,61,18,2,53,49,18,2,31,71,18,0,43,61,19,0,60,43,62,0,28,16,8,8,22,1,0,15,43,41,22,0,98,2,24,2,31,65,24,0,28,23,17,11,6,13,24,0,33,17,30,18,25,0,15,48,27,7,26,0,16,75,5,28,1,6,77,10,74,1,39,8,46,1,51,24,80,2,24,16,69,1,29,23,91,1,23,7,79,1,36,6,28,1,2,10,19,21,41,28,1,4,14,21,24,30,29,0,33,39,12,9,29,0,3,14,20,56,29,0,16,31,20,26,75,5,31,11,75,13,22,12,75,16,20,11,31,0,50,41,81,0,10,31,113,0,2,0,1,0,1,1,4,63,0,2,13,4,10,0,1,11,4,0,0,2,2,0,1,9,34,2,55,31,0,0,34,1,29,28,16,7,6,1,0,34,2,39,13,34,34,0,9,43,32,4,0,3.1842105263157894,2.176912347436399,3.7222222222222223,2.5479528041279518,15.567901234567902,2.779110791264619,3.4390243902439024,1.7575063772471606
EG,EGY,Egypt,Al Buhayrah,2020-12-23,2020-12-22,100,4,178010.86486944856,3,172694.3354648498,150,92,5328168.877221661,56,0,2,7,91,0,1,24,75,0,1,8,91,0,1,39,60,0,2,31,67,0,1,24,75,0,2,15,83,0,1,11,88,0,2,8,90,0,3,4,93,0,2,15,83,0,2,34,64,0,2,5,93,0,2,20,78,93,2,3,2,76,3,9,12,92,3,5,0,61,7,16,16,69,5,14,12,76,5,14,5,85,4,6,5,89,1,8,2,92,1,4,3,96,1,3,0,85,2,10,3,66,4,17,13,95,2,2,1,80,2,8,10,8,0,42,50,60,0,18,22,10,1,11,78,90,0,4,6,96,0,1,3,0,96,0,3,1,0,97,0,1,2,0,16,4,8,72,100,0,0,0,0,0,11,1,34,21,11,22,16,11,26,22,25,16,10,32,21,21,16,9,46,14,15,16,9,32,18,25,16,12,19,19,34,0,92,3,2,3,92,4,2,2,92,1,6,1,92,3,1,4,92,3,2,3,92,3,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,0,43,37,20,1,59,20,20,1,34,45,20,0,48,32,20,1,14,65,20,1,38,41,22,0,53,25,47,1,31,11,4,6,23,2,3,14,27,31,23,3,73,1,28,1,17,54,28,0,26,15,14,9,2,6,28,2,24,11,17,18,28,0,22,28,11,11,28,0,7,59,6,30,0,4,59,7,57,0,34,9,41,0,39,20,66,0,20,14,52,0,26,22,86,0,8,6,62,0,31,7,33,1,3,4,11,14,34,33,1,2,8,12,14,30,36,1,24,20,11,8,36,1,4,9,12,38,36,0,11,23,7,23,67,5,22,6,67,6,23,4,67,10,18,5,38,0,36,26,74,1,9,16,91,1,2,0,0,1,1,1,3,55,0,3,5,4,4,6,1,4,5,0,1,5,1,1,1,4,41,2,45,12,0,0,41,0,15,22,15,6,1,0,0,44,4,21,8,23,44,1,6,21,23,3,2,3.581818181818182,2.4319700069034806,4.176470588235294,2.790357729160276,14.732142857142858,3.820952148964355,3.7708333333333335,1.836272627667408
EG,EGY,Egypt,Al Gharbiyah,2020-12-23,2020-12-22,100,3,147135.7112608308,2,91325.9421440434,123,92,5768567.082699645,69,0,5,5,90,0,3,16,81,0,4,9,87,0,5,39,56,0,5,35,60,0,5,30,65,0,5,15,80,0,6,16,78,0,5,5,90,0,5,6,89,0,5,12,83,0,4,33,63,0,5,9,86,0,5,23,72,95,1,4,0,84,2,8,6,91,1,5,3,61,4,11,24,65,4,17,14,70,1,15,14,85,1,7,7,84,3,7,6,95,0,3,2,94,1,4,1,88,1,6,5,67,2,9,22,91,1,5,3,77,2,8,13,7,1,38,54,64,1,21,14,9,3,17,71,83,1,4,12,96,0,2,2,0,96,0,3,1,0,97,0,3,0,0,17,1,8,74,100,0,0,0,0,0,10,0,25,28,17,20,13,4,27,31,25,13,6,32,25,24,13,8,35,24,20,13,8,28,25,26,13,7,19,15,46,0,92,2,4,2,92,4,2,2,92,1,6,1,92,4,2,2,92,3,4,1,92,4,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,1,43,39,17,2,52,29,17,3,27,53,17,2,55,26,17,2,23,58,17,2,39,42,19,0,61,20,39,0,29,13,9,10,20,1,0,15,36,28,20,0,78,2,21,0,23,56,21,0,26,25,14,4,5,5,21,0,15,16,32,16,21,0,15,37,24,3,23,0,6,64,7,26,1,4,62,7,57,1,37,5,48,1,37,14,73,1,21,5,45,2,26,27,77,0,18,5,61,0,30,9,27,1,2,5,14,18,33,27,1,6,9,10,17,30,30,2,26,31,9,2,30,0,4,18,18,30,30,0,21,21,13,15,58,0,32,10,58,5,30,7,58,7,27,8,31,0,34,35,65,0,12,23,88,0,1,0,2,0,1,1,7,54,0,3,7,3,4,2,2,4,6,0,1,2,0,0,1,11,31,0,47,21,0,1,31,0,20,20,20,8,0,1,0,31,0,30,5,34,31,0,6,36,22,3,2,3.582089552238806,2.6920154313762725,3.833333333333334,2.853713048104091,15.134328358208956,2.42396821153811,3.8208955223880596,1.9378633433252948
EG,EGY,Egypt,Al Iskandariyah,2020-12-23,2020-12-23,222,5,45067.7034658737,4,41119.01224793829,349,203,3079473.2621243875,149,0,5,8,209,0,3,53,166,0,4,18,200,0,4,72,146,0,4,75,143,0,5,55,162,0,5,46,171,0,5,34,183,0,5,13,204,0,5,17,200,0,6,31,185,0,4,79,139,0,5,15,202,0,3,59,160,214,3,5,0,169,3,27,23,204,3,8,7,150,9,28,35,147,6,27,42,167,8,25,22,176,8,24,14,188,4,19,11,209,3,5,5,205,3,13,1,191,4,15,12,143,6,27,46,207,4,9,2,163,7,25,27,19,0,105,98,118,1,41,62,21,2,35,164,187,0,11,24,211,0,4,7,0,211,0,7,3,1,215,2,4,1,0,36,7,30,149,222,0,0,0,0,0,25,1,49,57,55,35,32,12,63,58,57,32,17,61,71,41,32,18,88,51,33,32,18,55,61,56,32,18,34,45,93,0,193,11,13,5,193,13,8,8,193,6,22,1,193,15,4,10,193,13,8,8,193,11,11,7,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,36,6,95,85,36,2,134,50,36,4,75,107,36,5,108,73,36,7,28,151,36,3,94,89,38,0,116,68,106,0,68,20,13,15,40,0,0,22,90,70,40,0,181,1,46,1,48,127,46,0,71,56,24,12,5,8,46,1,37,28,60,50,47,0,41,78,41,15,51,1,14,143,13,59,2,12,140,9,127,0,82,13,88,0,108,26,147,0,54,21,114,0,62,46,194,0,19,9,128,0,79,15,60,2,5,7,43,43,62,60,1,12,23,29,52,45,62,2,82,51,19,6,62,2,10,25,47,76,62,2,26,58,38,36,138,9,54,21,138,19,52,13,138,15,54,15,64,2,85,71,151,0,23,48,201,0,5,0,1,4,1,0,10,116,1,1,11,9,15,2,4,15,7,1,3,4,0,5,11,17,70,2,99,48,0,3,70,1,31,48,45,16,8,3,0,72,4,135,6,5,72,2,14,66,58,8,2,4.086956521739131,3.1863721238996012,3.847058823529412,2.8723057037896242,15.041379310344828,3.8331084391800623,3.397163120567376,1.6163425760653654
