ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AUS,Australia,South Australia,2021-01-13,2021-01-13,134,0,0,0,0,6,129,969939.1161622003,113,0,2,132,0,14,120,0,3,131,0,30,104,0,20,114,0,18,116,0,7,127,0,3,131,0,4,130,0,2,132,0,6,128,0,20,114,0,0,134,0,13,121,132,0,1,1,120,0,2,12,131,0,2,1,104,1,6,23,114,1,9,10,116,1,4,13,127,0,2,5,131,1,0,2,130,1,2,1,132,0,1,1,128,0,3,3,114,1,6,13,134,0,0,0,121,1,4,8,5,0,6,123,128,5,1,5,1,48,80,86,0,10,38,124,0,9,1,124,0,10,0,134,0,0,0,17,1,2,114,6,1,1,126,0,0,7,0,55,49,14,9,8,2,41,71,12,8,1,66,53,6,8,3,61,50,12,8,1,56,58,11,8,2,16,68,40,0,132,1,1,0,132,1,1,0,132,1,0,1,132,1,0,1,132,0,1,1,132,1,0,1,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,7,1,42,84,7,1,81,45,7,1,79,47,7,1,75,51,7,0,29,98,7,0,8,119,8,1,76,49,58,0,44,14,10,8,8,0,1,7,38,80,8,0,126,0,10,3,34,87,10,0,6,6,13,12,81,6,10,0,29,23,44,28,10,4,9,32,56,23,134,134,93,0,5,36,54,0,13,67,56,0,8,70,60,0,5,69,106,0,1,27,126,0,1,7,11,0,1,3,8,13,98,11,0,2,5,10,17,89,13,0,15,33,48,25,13,0,1,6,17,97,13,0,3,15,35,68,116,1,13,4,116,3,0,15,116,2,4,12,13,0,49,72,62,1,20,51,116,0,2,1,2,0,1,0,12,67,0,1,6,2,5,3,1,18,1,2,3,6,3,2,2,12,19,2,39,74,0,0,19,0,6,23,19,18,19,24,6,21,3,62,33,15,21,1,30,32,35,9,6,5.462962962962963,7.099595957047088,1,0,13.6875,3.238371434772353,2.532110091743119,1.3510545081764394
AUS,Australia,Tasmania,2021-01-13,2021-01-01,100,1,4845.43728542876,1,4845.43728542876,9,96,768967.9050768084,84,1,2,97,1,12,87,1,2,97,1,16,83,0,18,82,1,23,76,1,8,91,1,2,97,1,4,95,1,1,98,1,5,94,1,19,80,1,1,98,1,10,89,98,0,2,0,88,1,3,8,98,0,0,2,84,1,3,12,82,1,6,11,77,0,7,16,92,0,4,4,98,0,2,0,96,0,4,0,99,0,0,1,95,0,1,4,81,0,6,13,99,0,0,1,90,1,1,8,3,1,4,92,96,3,1,5,0,31,64,69,0,5,26,95,0,4,1,95,0,5,0,100,0,0,0,11,1,1,87,63,0,0,37,0,0,6,1,36,41,8,8,6,2,19,66,7,6,2,43,42,7,6,4,43,38,9,6,3,41,43,7,6,5,10,60,19,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,9,1,32,58,9,0,58,33,9,0,47,44,9,0,59,32,9,0,18,73,9,0,6,85,9,0,55,36,45,0,35,11,4,5,9,0,1,3,25,62,9,0,91,0,10,0,13,77,10,0,2,1,2,3,78,4,10,0,15,18,39,18,10,1,7,34,33,15,100,100,68,0,2,30,42,1,3,54,53,1,3,43,41,1,5,53,82,1,1,16,94,1,0,5,10,0,0,3,7,13,67,10,0,1,3,5,20,61,11,0,12,24,32,21,11,0,0,3,9,77,11,0,1,10,23,55,90,0,10,0,90,1,4,5,90,1,5,4,12,1,48,39,61,0,12,27,88,0,3,2,2,0,0,1,4,40,0,2,5,1,7,2,1,11,2,3,2,3,4,4,2,11,13,0,32,54,0,1,13,0,9,13,14,12,22,11,6,16,2,33,32,17,16,0,21,24,21,16,2,3.74468085106383,5.164545037020004,2.25,1.8929694486000914,13.686046511627909,3.6307886937947362,2.802469135802469,1.6311020284336886
AUS,Australia,Victoria,2021-01-13,2021-01-13,327,1,8158.89799257958,1,8158.89799257958,7,315,3725471.404076686,269,1,1,325,1,31,295,1,5,321,0,55,272,1,35,291,0,50,277,1,15,311,1,6,320,1,11,315,1,2,324,0,9,318,1,46,280,1,2,324,0,38,289,326,0,0,1,296,0,15,16,322,0,0,5,272,0,13,42,292,0,13,22,277,0,12,38,312,0,6,9,321,0,5,1,316,0,0,11,325,0,2,0,318,0,4,5,281,0,12,34,325,0,2,0,289,0,14,24,12,0,6,309,322,3,2,14,0,156,157,171,1,27,128,300,0,27,0,300,0,27,0,327,0,0,0,42,0,8,277,16,1,0,308,2,0,20,0,146,102,38,21,25,4,78,198,22,25,5,165,121,11,25,3,144,134,21,25,3,145,131,23,25,5,34,167,96,0,319,2,1,5,319,2,1,5,319,2,0,6,319,1,3,4,319,1,2,5,319,1,0,7,327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,36,1,110,180,36,0,207,84,36,1,165,125,36,1,173,117,36,1,39,251,36,1,34,256,37,0,161,129,166,0,107,26,16,12,39,1,4,15,105,163,39,0,287,1,40,2,57,228,40,0,157,76,43,5,6,0,40,0,64,61,108,54,41,3,42,103,100,38,327,327,218,0,96,13,121,1,198,7,163,2,150,12,154,1,89,83,288,0,34,5,293,0,33,1,42,1,1,9,39,49,186,42,0,1,11,33,55,185,45,1,40,95,103,43,45,0,5,9,43,225,45,0,15,45,68,154,267,2,44,14,267,8,8,44,267,5,21,34,45,2,185,95,232,1,30,64,298,0,5,1,6,1,0,4,12,115,0,2,18,12,27,5,9,22,10,0,8,28,12,0,10,49,52,4,105,164,1,1,52,1,35,67,43,52,52,19,6,56,6,137,82,46,56,2,69,70,73,46,11,4.6015625,6.208122497256709,1.25,0.5,14.40754716981132,3.6118412714190073,2.712121212121212,1.3024125203192944
AUS,Australia,Western Australia,2021-01-13,2021-01-13,174,0,0,0,0,11,170,1424175.8639495594,142,1,2,171,2,13,159,1,2,171,1,27,146,1,21,152,1,24,149,1,6,167,1,4,169,1,5,168,1,1,172,1,5,168,1,28,145,1,2,171,1,16,157,172,0,0,2,161,0,3,10,172,1,1,0,147,1,4,22,153,1,8,12,150,1,7,16,168,1,4,1,170,0,2,2,169,1,2,2,173,0,0,1,169,1,0,4,146,1,6,21,172,0,0,2,158,2,5,9,4,0,7,163,168,5,1,5,5,37,127,137,0,2,35,172,0,2,0,172,0,2,0,174,0,0,0,12,3,2,157,6,1,0,166,1,0,9,0,75,56,19,15,10,5,46,105,8,10,6,73,76,9,10,8,64,73,19,10,8,74,69,13,10,8,23,83,50,0,173,0,0,1,173,0,0,1,173,0,0,1,173,0,0,1,173,0,0,1,173,0,0,1,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,12,0,84,78,12,0,125,37,12,0,114,48,12,0,117,45,12,0,54,108,12,0,29,133,15,0,114,45,60,0,55,22,7,30,17,0,0,6,48,103,17,0,157,0,17,3,32,122,17,0,5,3,4,8,131,6,17,0,29,26,52,50,17,1,16,30,56,54,174,174,90,0,12,72,50,1,17,106,61,1,16,96,58,0,16,100,121,0,9,44,146,0,2,26,21,1,0,0,12,20,120,21,0,1,4,11,24,113,23,1,16,47,47,40,23,1,1,4,22,123,23,0,8,20,41,82,146,0,20,8,146,4,4,20,146,2,12,14,24,0,93,57,117,0,24,33,153,0,1,1,3,2,1,2,11,61,0,3,4,7,16,0,6,19,4,14,2,4,8,4,3,19,31,3,52,87,1,0,31,0,18,25,18,27,29,21,5,31,6,79,36,22,31,4,32,29,42,28,8,4.158730158730159,6.461315029456638,1.5,1.0488088481701516,13.748148148148148,3.5591348070708513,2.6715328467153285,1.388553463623072
AUS,Australia,-99,2021-01-14,2021-01-13,100,0,0,0,0,3,89,1214161.8126195855,66,1,0,99,1,1,98,1,3,96,1,9,90,1,8,91,1,13,86,1,1,98,1,2,97,1,3,96,1,1,98,1,2,97,1,8,91,1,3,96,1,11,88,100,0,0,0,99,0,0,1,97,0,1,2,91,1,3,5,92,0,4,4,87,0,5,8,99,0,1,0,98,0,0,2,97,0,1,2,99,0,1,0,98,0,1,1,92,1,4,3,97,0,1,2,89,1,3,7,9,2,3,86,98,1,1,12,4,30,54,70,1,7,22,93,0,7,0,93,0,7,0,100,0,0,0,25,2,2,71,13,2,1,83,1,0,14,2,33,32,11,8,17,5,21,45,12,17,4,43,30,6,17,4,38,31,10,17,3,36,34,10,17,3,9,34,37,0,98,1,0,1,98,0,1,1,98,1,0,1,98,1,1,0,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,1,32,50,17,2,59,22,17,2,44,37,17,1,46,36,17,1,16,66,17,1,9,73,19,1,44,36,56,1,23,11,4,5,22,3,3,2,15,55,22,2,76,0,23,1,26,50,23,0,25,10,7,3,30,2,23,0,16,18,28,15,23,3,11,25,22,16,100,100,68,1,16,15,41,2,34,23,56,1,24,19,54,2,18,26,84,2,5,9,91,1,3,5,23,1,2,0,5,6,63,23,0,0,0,9,12,56,24,1,15,19,23,18,24,0,2,6,9,59,24,0,2,17,19,38,81,2,13,4,81,5,3,11,81,3,5,11,24,0,37,39,61,0,6,33,94,0,0,1,0,0,0,0,5,57,0,5,3,3,4,2,0,11,0,2,1,1,1,0,5,5,31,4,25,39,0,1,31,0,0,4,11,17,12,23,2,33,3,23,29,12,33,2,17,9,23,9,7,5.684210526315789,7.710401571751034,1,0,13,3.8858718455450894,2.421875,1.3893550804896997
AUS,Australia,Australian Capital Territory,2021-01-14,2021-01-03,100,0,0,0,0,3,96,689954.1841898498,79,0,0,100,0,8,92,0,2,98,0,25,75,0,12,88,0,17,83,0,1,99,0,2,98,0,6,94,0,0,100,0,8,92,0,15,85,0,2,98,1,11,88,100,0,0,0,92,1,2,5,98,0,1,1,75,1,5,19,88,0,4,8,83,1,2,14,99,0,1,0,98,0,0,2,94,0,4,2,100,0,0,0,92,0,3,5,85,0,3,12,98,0,2,0,89,0,6,5,4,0,3,93,97,3,0,5,1,35,59,65,0,4,31,96,0,4,0,96,0,4,0,100,0,0,0,10,3,3,84,44,0,0,56,0,0,7,0,60,18,10,5,10,1,28,56,5,10,2,47,39,2,10,1,43,41,5,10,1,42,43,4,10,2,13,57,18,0,97,0,0,3,97,0,1,2,97,0,1,2,97,0,0,3,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,34,56,10,0,67,23,10,1,59,30,10,0,63,27,10,0,19,71,10,0,7,83,12,1,56,31,44,0,31,18,6,1,12,3,0,5,34,46,12,2,86,0,13,4,16,67,13,0,9,4,7,11,53,3,13,0,12,16,41,18,14,1,13,26,28,18,100,100,66,0,6,28,33,0,16,51,41,0,12,47,37,0,11,52,81,0,4,15,93,0,1,6,14,1,1,2,6,16,60,14,0,0,0,10,15,61,14,1,9,33,26,17,14,0,1,7,7,71,14,0,3,13,20,50,84,0,13,3,84,3,5,8,84,3,4,9,15,0,43,42,58,0,21,21,82,0,2,0,1,1,2,1,11,39,0,0,4,3,14,0,2,5,0,0,0,10,12,1,0,10,19,1,34,44,0,2,19,0,11,20,18,8,14,5,5,20,1,64,13,2,20,1,20,27,21,6,5,4.136363636363637,5.267676373537136,1,0,14.601265822784812,4.260266443782838,2.3636363636363638,1.2556094233173964
AUS,Australia,New South Wales,2021-01-14,2021-01-13,100,0,0,0,0,0,95,1229295.7113169115,61,0,1,99,0,9,91,1,3,96,0,19,81,1,10,89,0,12,88,0,2,98,0,1,99,0,4,96,0,1,99,0,4,96,0,14,86,0,3,97,1,10,89,99,0,0,1,91,0,5,4,97,0,2,1,81,0,6,13,90,0,4,6,88,0,5,7,98,0,2,0,99,0,0,1,96,0,2,2,99,0,0,1,96,0,1,3,86,0,4,10,97,0,1,2,90,0,3,7,5,0,0,95,100,0,0,7,2,40,51,60,0,1,39,99,0,1,0,99,0,1,0,100,0,0,0,10,0,2,88,8,0,1,91,0,0,11,0,49,18,16,6,15,2,31,44,8,15,3,46,28,8,15,3,40,33,9,15,1,38,38,8,15,4,10,46,25,0,99,1,0,0,99,1,0,0,99,1,0,0,99,0,1,0,99,1,0,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,0,30,55,15,0,56,29,15,0,42,43,15,0,48,37,15,0,11,74,15,0,13,72,16,0,41,43,59,0,28,5,6,2,19,0,2,7,22,50,19,0,81,0,24,1,12,63,24,0,22,17,12,5,17,3,24,0,23,9,33,11,24,0,15,29,22,10,100,100,70,1,18,11,44,1,33,22,58,1,21,20,52,1,12,35,89,0,7,4,87,1,11,1,27,0,1,2,3,9,58,27,0,1,4,7,13,48,30,0,11,27,19,13,30,0,1,5,10,54,30,0,3,11,19,37,86,1,6,7,86,2,1,11,86,1,6,7,31,0,39,30,70,0,11,19,91,0,0,0,3,1,0,0,5,52,0,2,4,1,8,0,4,8,1,0,1,2,3,0,0,14,36,2,26,36,0,0,36,1,8,13,10,9,14,6,3,39,1,30,20,10,39,0,12,18,18,10,3,6.588235294117646,9.062468882483918,0,0,13.379310344827585,4.815281180716739,2.816666666666667,1.2821019112123901
AUS,Australia,Queensland,2021-01-14,2021-01-13,100,1,8617.93682875952,1,8617.93682875952,3,100,833651.0427377743,69,0,2,98,0,5,95,0,2,98,0,21,79,0,9,91,0,14,86,0,6,94,0,3,97,0,6,94,0,0,100,0,5,95,0,16,84,0,0,100,0,7,93,98,0,1,1,95,0,2,3,98,0,1,1,79,0,5,16,91,0,2,7,86,0,2,12,94,0,2,4,97,0,3,0,94,0,3,3,100,0,0,0,95,0,2,3,84,0,4,12,100,0,0,0,93,0,3,4,0,0,2,98,98,0,2,0,0,28,72,73,0,4,23,96,0,4,0,96,0,4,0,100,0,0,0,6,1,1,92,3,0,0,96,1,2,6,1,50,22,15,6,7,2,35,46,10,7,3,48,34,8,7,5,45,32,11,7,4,46,32,11,7,3,15,47,28,2,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,34,56,10,1,59,30,10,0,40,50,10,1,42,47,10,1,13,76,10,1,7,82,11,0,44,45,56,0,32,6,3,3,12,0,0,4,20,64,12,0,88,0,13,0,28,59,13,0,27,11,11,3,33,2,13,0,29,22,24,12,13,0,21,25,30,11,100,100,67,1,18,14,42,1,30,27,61,1,19,19,59,1,8,32,88,1,3,8,94,1,3,2,17,0,1,2,8,10,62,17,0,1,3,8,15,56,20,1,7,33,23,16,20,0,0,3,15,62,20,0,4,13,23,40,83,1,14,2,83,3,0,14,83,2,3,12,20,0,37,43,57,0,10,33,92,1,1,1,1,1,0,1,2,57,0,1,0,4,5,1,2,10,1,2,3,5,0,2,3,4,26,3,26,44,0,1,26,0,4,10,12,13,13,19,3,29,1,27,30,13,29,0,14,15,28,10,4,4.195121951219512,6.558275353304106,1.5,0.7071067811865476,13.618055555555555,4.7437824804919355,2.7714285714285714,1.4761036506890834
AUS,Australia,South Australia,2021-01-14,2021-01-13,100,0,0,0,0,5,95,745091.426371754,77,0,1,99,0,8,92,0,2,98,0,23,77,0,12,88,0,15,85,0,6,94,0,3,97,0,4,96,0,1,99,0,5,95,0,17,83,0,0,100,0,11,89,99,0,1,0,92,0,1,7,98,0,2,0,77,1,6,16,88,1,6,5,85,1,3,11,94,0,1,5,97,1,0,2,96,1,2,1,99,0,1,0,95,0,2,3,83,1,3,13,100,0,0,0,89,1,4,6,5,0,5,90,95,4,1,5,1,33,61,67,0,6,27,94,0,5,1,94,0,6,0,100,0,0,0,13,1,1,85,6,0,1,93,0,1,7,0,41,31,11,10,8,2,31,49,10,8,1,52,34,5,8,2,49,32,9,8,1,45,36,10,8,2,11,49,30,1,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,99,0,1,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,1,28,64,7,1,63,29,7,1,61,31,7,1,58,34,7,0,23,70,7,0,9,84,9,1,56,34,44,0,29,12,10,5,9,0,0,6,28,57,9,0,91,0,11,2,22,65,11,0,5,4,8,8,59,5,11,0,22,16,30,21,11,3,6,19,43,18,100,100,73,0,1,26,39,0,8,53,41,0,5,54,44,0,3,53,79,0,1,20,91,0,1,8,12,0,0,2,7,5,74,12,0,1,4,8,10,65,14,0,10,24,35,17,14,0,1,4,11,70,14,0,3,10,22,51,87,1,8,4,87,2,1,10,87,1,4,8,14,0,33,53,47,1,13,39,89,0,2,1,2,0,0,0,6,57,0,1,4,1,2,2,1,10,1,0,2,4,2,2,2,9,21,1,27,51,0,0,21,0,5,13,13,12,11,22,3,23,2,44,22,9,23,1,22,24,22,4,4,6.394736842105263,7.991683087906132,1,0,13.80263157894737,3.394190082448164,2.391891891891892,1.412445344488145
AUS,Australia,Tasmania,2021-01-14,2021-01-01,100,1,4845.43728542876,1,4845.43728542876,9,96,768967.9050768084,84,1,2,97,1,12,87,1,2,97,1,16,83,0,18,82,1,23,76,1,8,91,1,2,97,1,4,95,1,1,98,1,5,94,1,19,80,1,1,98,1,10,89,98,0,2,0,88,1,3,8,98,0,0,2,84,1,3,12,82,1,6,11,77,0,7,16,92,0,4,4,98,0,2,0,96,0,4,0,99,0,0,1,95,0,1,4,81,0,6,13,99,0,0,1,90,1,1,8,3,1,4,92,96,3,1,5,0,31,64,69,0,5,26,95,0,4,1,95,0,5,0,100,0,0,0,11,1,1,87,63,0,0,37,0,0,6,1,36,41,8,8,6,2,19,66,7,6,2,43,42,7,6,4,43,38,9,6,3,41,43,7,6,5,10,60,19,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,9,1,32,58,9,0,58,33,9,0,47,44,9,0,59,32,9,0,18,73,9,0,6,85,9,0,55,36,45,0,35,11,4,5,9,0,1,3,25,62,9,0,91,0,10,0,13,77,10,0,2,1,2,3,78,4,10,0,15,18,39,18,10,1,7,34,33,15,100,100,68,0,2,30,42,1,3,54,53,1,3,43,41,1,5,53,82,1,1,16,94,1,0,5,10,0,0,3,7,13,67,10,0,1,3,5,20,61,11,0,12,24,32,21,11,0,0,3,9,77,11,0,1,10,23,55,90,0,10,0,90,1,4,5,90,1,5,4,12,1,48,39,61,0,12,27,88,0,3,2,2,0,0,1,4,40,0,2,5,1,7,2,1,11,2,3,2,3,4,4,2,11,13,0,32,54,0,1,13,0,9,13,14,12,22,11,6,16,2,33,32,17,16,0,21,24,21,16,2,3.74468085106383,5.164545037020004,2.25,1.8929694486000914,13.686046511627909,3.6307886937947362,2.802469135802469,1.6311020284336886
AUS,Australia,Victoria,2021-01-14,2021-01-13,100,0,0,0,0,4,95,1249304.0084303266,70,1,0,99,2,10,88,2,3,95,1,21,78,2,9,89,1,20,79,2,2,96,2,2,96,2,4,94,2,2,96,0,8,92,2,14,84,2,0,98,1,15,84,100,0,0,0,90,0,5,5,97,0,0,3,79,0,4,17,91,0,2,7,80,0,6,14,98,0,1,1,98,0,1,1,96,0,0,4,98,0,1,1,92,0,3,5,86,0,1,13,100,0,0,0,85,0,5,10,5,0,2,93,99,0,1,7,0,46,47,54,0,6,40,94,0,6,0,94,0,6,0,100,0,0,0,13,0,2,85,7,1,0,91,1,0,9,0,41,31,12,7,11,1,26,58,4,11,5,42,37,5,11,3,38,39,9,11,3,46,33,7,11,4,12,40,33,0,98,0,1,1,98,1,0,1,98,1,0,1,98,1,1,0,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,0,29,57,14,0,65,21,14,1,52,33,14,0,48,38,14,0,13,73,14,0,11,75,15,0,45,40,55,0,34,6,1,4,17,0,3,3,38,39,17,0,83,0,17,0,13,70,17,0,51,18,12,1,1,0,17,0,22,22,29,10,18,0,18,37,21,6,100,100,71,0,25,4,35,0,62,3,48,0,46,6,52,0,23,25,87,0,13,0,89,0,11,0,18,0,0,5,15,15,47,18,0,1,7,12,16,46,20,0,11,30,28,11,20,0,2,3,14,61,20,0,5,10,21,44,85,0,11,4,85,1,3,11,85,0,7,8,21,0,47,32,68,1,11,20,91,0,0,1,1,0,0,2,5,45,0,2,2,6,7,2,3,8,2,0,1,3,2,0,3,14,27,2,31,37,1,2,27,0,13,11,10,17,13,8,1,29,3,40,20,8,29,2,12,20,24,11,2,5.658536585365853,8.232890610525446,3,0,14.422535211267606,3.580351027606834,2.838235294117647,1.2045968436579346
