ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
HU,HUN,Hungary,Kom<c3><a1>rom-Esztergom,2021-01-03,2021-01-01,100,0,0,0,0,9,95,273123.75262728165,73,1,0,99,1,13,86,1,2,97,0,15,85,0,19,81,1,15,84,1,8,91,1,4,95,1,3,96,1,2,97,1,4,95,1,13,86,1,2,97,1,4,95,100,0,0,0,87,1,1,11,98,0,0,2,85,0,0,15,81,0,5,14,85,0,4,11,92,1,1,6,96,1,0,3,97,0,0,3,98,0,2,0,96,0,0,4,87,0,1,12,98,0,1,1,96,0,3,1,5,0,3,92,97,0,0,3,5,2,26,67,74,1,6,19,94,1,5,0,94,0,0,6,0,100,0,0,0,14,0,16,70,100,0,0,0,0,0,5,0,25,35,15,20,6,6,24,50,14,6,7,37,39,11,6,9,21,46,18,6,9,14,38,33,6,9,6,26,53,0,84,8,1,7,84,6,3,7,84,4,6,6,84,9,0,7,84,9,1,6,84,8,1,7,78,1,0,21,78,1,1,20,78,0,4,18,78,1,1,20,78,1,3,18,78,2,2,18,78,2,1,19,95,3,0,2,95,2,1,2,95,3,0,2,95,2,2,1,95,1,3,1,10,0,15,75,10,1,41,48,10,1,7,82,10,1,42,47,10,0,1,89,10,2,2,86,10,0,43,47,57,0,34,6,2,1,12,0,1,3,23,61,12,0,88,0,12,1,10,77,12,0,61,16,3,2,0,6,12,0,28,22,33,5,12,0,5,42,26,15,13,0,18,68,1,14,0,14,71,1,85,0,7,8,59,1,39,1,93,1,6,0,58,1,17,24,99,0,1,0,98,0,2,0,16,1,0,2,7,23,51,16,0,0,3,5,24,52,16,0,38,31,8,7,16,0,7,12,24,41,16,0,15,24,26,19,61,5,26,8,61,6,17,16,61,4,22,13,16,2,36,46,54,1,21,24,80,2,2,0,1,3,1,0,11,44,0,2,3,3,4,0,6,2,13,0,3,1,2,2,3,12,26,1,27,46,0,0,26,0,4,8,8,16,21,15,2,26,2,14,28,30,26,1,12,27,28,5,1,4.027777777777778,3.9459643841062384,3,2,13.945945945945946,3.113786805645296,2.111111111111111,0.8810294163936077
HU,HUN,Hungary,N<c3><b3>gr<c3><a1>d,2021-01-03,2020-12-27,100,2,15626.042781905211,1,7969.697501715241,21,95,530947.3800768605,71,0,2,98,0,10,90,0,1,99,0,14,86,0,12,88,0,10,90,0,2,98,0,2,98,0,4,96,0,4,96,0,0,100,0,8,92,0,2,98,0,10,90,98,1,0,1,90,1,1,8,99,0,1,0,86,1,2,11,88,1,0,11,90,1,2,7,98,0,0,2,98,0,1,1,96,1,0,3,96,0,3,1,100,0,0,0,92,0,1,7,98,1,0,1,90,1,2,7,5,0,10,85,92,0,1,7,7,0,32,61,68,0,8,24,92,3,5,0,92,0,1,7,0,99,0,1,0,15,0,6,79,100,0,0,0,0,0,8,1,28,18,28,17,9,8,26,38,19,9,9,36,33,13,9,13,29,30,19,9,13,10,33,35,9,15,5,27,44,0,94,1,2,3,94,2,1,3,94,2,1,3,94,2,0,4,94,2,2,2,94,2,1,3,85,1,0,14,85,1,0,14,85,1,3,11,85,1,1,13,85,1,2,12,85,1,1,13,85,1,0,14,96,0,0,4,96,0,1,3,96,0,0,4,96,0,2,2,96,0,2,2,10,0,12,78,10,0,49,41,10,1,9,80,10,0,50,40,10,0,4,86,10,0,11,79,10,0,55,35,45,0,42,10,2,1,10,0,0,1,31,58,10,0,90,0,10,1,5,84,10,0,71,10,0,2,1,6,10,1,40,24,20,5,12,1,6,36,33,12,14,0,18,67,1,15,1,13,71,0,88,0,10,2,51,1,48,0,91,0,8,1,50,0,23,27,96,0,3,1,89,0,11,0,15,1,1,1,11,24,47,15,0,2,2,11,17,53,19,0,34,38,8,1,19,0,4,14,21,42,19,0,12,20,26,23,68,1,27,4,68,3,11,18,68,3,13,16,20,0,27,53,47,0,30,23,73,1,1,1,4,2,2,0,16,46,0,0,1,4,8,1,1,1,19,0,2,2,3,0,5,7,29,1,32,37,0,1,29,0,5,9,8,18,13,17,1,29,2,4,33,32,29,1,8,28,22,11,1,4.1,4.505552130427524,2.8333333333333335,2.136976056643281,14.029411764705882,2.4553966651323584,2.449275362318841,1.1052845239769176
HU,HUN,Hungary,Pest,2021-01-03,2021-01-03,257,0,0,0,0,18,253,836870.0392102449,209,1,0,256,2,27,228,1,5,251,0,52,205,0,39,218,0,19,238,1,16,240,1,2,254,2,15,240,1,3,253,2,9,246,2,37,218,1,7,249,1,26,230,257,0,0,0,230,1,1,25,252,0,1,4,205,2,8,42,218,2,6,31,238,1,2,16,241,1,4,11,255,0,1,1,242,1,2,12,254,0,2,1,248,0,6,3,220,0,4,33,250,0,2,5,231,1,13,12,4,0,11,242,246,0,3,8,4,5,88,160,169,1,20,67,237,5,15,0,237,0,6,14,0,251,2,4,0,31,3,31,192,257,0,0,0,0,0,5,0,77,75,58,42,9,14,55,143,36,9,12,94,107,35,9,17,75,114,42,9,19,33,103,93,9,20,10,80,138,0,226,7,5,19,226,9,3,19,226,10,3,18,226,9,4,18,226,9,1,21,226,10,2,19,257,0,0,0,257,0,0,0,257,0,0,0,257,0,0,0,257,0,0,0,257,0,0,0,257,0,0,0,257,0,0,0,257,0,0,0,257,0,0,0,257,0,0,0,257,0,0,0,9,4,30,214,9,4,128,116,9,5,29,214,9,4,132,112,9,4,7,237,9,4,19,225,9,0,116,132,141,1,86,20,5,4,9,2,1,11,82,152,9,2,246,0,12,1,14,230,12,0,174,48,3,3,2,15,12,0,65,79,88,13,12,4,27,109,72,33,13,1,51,188,4,15,0,36,198,8,227,1,27,2,129,1,125,2,228,2,27,0,125,2,52,78,250,1,2,4,238,1,18,0,16,1,0,4,28,56,152,16,1,4,3,23,53,157,18,0,93,108,23,15,18,1,7,32,45,154,18,0,16,66,62,95,175,6,49,27,175,8,18,56,175,3,34,45,18,0,105,134,123,0,68,66,195,1,4,1,4,10,3,1,38,92,0,1,12,11,11,3,14,6,27,0,8,12,7,5,6,42,42,1,95,119,0,0,42,0,19,30,46,46,27,35,12,46,3,49,113,46,46,2,25,76,74,24,10,3.2740384615384617,3.2071520558255355,1.875,1.1259916264596033,14.727053140096618,3.5912707695021924,2.5336538461538463,0.9823673050904836
HU,HUN,Hungary,Somogy,2021-01-03,2020-12-31,100,0,0,0,0,17,99,375934.7338051287,70,0,0,100,0,12,88,0,3,97,0,14,86,0,11,89,0,6,94,0,2,98,0,1,99,0,2,98,0,3,97,0,5,95,0,16,84,1,0,99,0,7,93,100,0,0,0,88,0,1,11,97,0,1,2,86,0,2,12,89,1,0,10,94,0,1,5,98,0,0,2,99,0,1,0,98,0,0,2,97,0,1,2,95,0,0,5,84,0,3,13,100,0,0,0,93,0,5,2,1,0,7,92,93,0,2,5,1,6,21,72,79,0,6,15,94,1,5,0,94,0,2,4,0,98,1,1,0,13,0,13,74,100,0,0,0,0,0,2,0,35,20,22,21,6,5,28,39,22,6,7,30,38,19,6,9,26,33,26,6,10,16,35,33,6,12,6,20,56,0,87,4,2,7,87,5,3,5,87,5,3,5,87,6,2,5,87,6,1,6,87,4,3,6,71,2,1,26,71,2,1,26,71,2,3,24,71,2,2,25,71,2,5,22,71,2,2,25,71,2,2,25,93,0,2,5,93,0,1,6,93,0,0,7,93,0,1,6,93,0,2,5,7,2,11,80,7,0,40,53,7,1,14,78,7,1,44,48,7,2,1,90,7,1,6,86,7,2,38,53,62,0,29,8,0,1,8,0,1,4,30,57,8,0,91,1,11,1,7,81,11,0,70,12,3,1,0,3,11,0,32,24,23,10,11,1,16,27,33,12,12,0,24,64,0,16,0,16,67,1,89,0,9,2,60,0,38,2,86,0,12,2,56,0,20,24,99,0,1,0,94,0,6,0,16,0,1,3,5,18,57,16,1,2,2,3,19,57,17,1,38,29,6,9,17,1,5,7,17,53,17,0,15,19,15,34,66,2,21,11,66,5,11,18,66,2,16,16,18,1,25,56,44,0,26,30,77,0,4,1,0,7,1,0,10,52,0,6,0,1,10,1,2,4,6,0,2,1,2,3,1,9,27,2,28,43,0,0,27,1,4,4,14,14,19,15,2,29,3,13,25,30,29,1,9,31,20,9,1,3.212121212121212,2.8146666738440778,3.5000000000000004,1.9148542155126762,14.40845070422535,3.5559907793096444,2.0757575757575757,0.8285409986718741
HU,HUN,Hungary,Szabolcs-Szatm<c3><a1>r-Bereg,2021-01-03,2021-01-01,100,0,0,0,0,6,96,584511.2046773918,61,0,0,100,0,6,94,0,0,100,0,12,88,0,7,93,0,10,90,0,4,96,0,1,99,0,2,98,0,2,98,0,6,94,0,12,88,0,0,100,0,10,90,100,0,0,0,94,1,0,5,100,0,0,0,88,0,2,10,93,0,0,7,90,0,4,6,96,0,1,3,99,0,0,1,98,1,0,1,98,0,0,2,94,0,1,5,88,0,2,10,100,0,0,0,90,1,3,6,3,1,3,93,97,0,1,2,4,4,30,62,70,0,8,22,92,3,5,0,92,0,2,5,1,98,1,1,0,16,0,11,73,100,0,0,0,0,0,8,0,26,21,24,21,11,7,18,43,21,11,5,26,43,15,11,6,26,42,15,11,8,15,29,37,11,9,9,24,47,0,90,4,0,6,90,2,3,5,90,2,3,5,90,3,1,6,90,2,1,7,90,2,3,5,74,2,0,24,74,2,0,24,74,1,1,24,74,2,0,24,74,3,1,22,74,3,0,23,74,3,1,22,97,0,0,3,97,1,1,1,97,0,0,3,97,0,0,3,97,1,1,1,14,2,24,60,14,2,49,35,14,4,14,68,14,2,46,38,14,3,5,78,14,3,7,76,16,0,46,38,54,0,32,11,2,1,17,1,1,6,31,44,17,2,81,0,21,2,4,73,21,0,58,12,2,1,0,6,21,0,29,20,20,10,21,1,12,23,30,13,22,0,15,62,1,24,1,11,63,1,76,2,13,9,51,0,48,1,86,1,12,1,55,1,23,21,95,1,2,2,93,1,6,0,25,0,1,0,12,22,40,25,1,0,1,12,20,41,28,1,42,24,2,3,28,1,3,13,19,36,28,1,10,25,20,16,65,4,24,7,65,6,14,15,65,7,21,7,28,1,31,40,60,1,19,20,83,2,0,2,0,4,2,0,7,52,1,7,2,6,6,0,0,3,8,0,3,0,2,1,0,9,37,3,30,30,0,0,37,1,3,3,9,12,17,15,3,38,2,14,27,19,38,3,2,19,24,12,2,3.2424242424242427,2.449876311039792,2.5,2.1213203435596424,13.267241379310345,3.6541439072783954,2.457627118644068,0.8574628552989435
HU,HUN,Hungary,Tolna,2021-01-03,2020-12-30,100,0,0,0,0,21,95,483522.5173932631,62,1,0,99,1,8,91,0,3,97,1,15,84,1,10,89,0,7,93,0,4,96,1,2,97,0,1,99,1,1,98,1,6,93,1,10,89,1,1,98,1,8,91,100,0,0,0,92,0,0,8,97,0,1,2,85,1,3,11,90,1,2,7,93,1,2,4,96,1,1,2,98,0,1,1,99,0,0,1,99,0,1,0,94,1,2,3,90,1,0,9,99,0,0,1,92,2,2,4,5,0,12,83,89,0,2,9,6,0,25,69,76,0,7,17,93,2,5,0,93,0,2,5,0,98,1,1,0,14,2,12,72,100,0,0,0,0,0,8,1,26,29,18,18,10,5,12,49,24,10,5,28,37,20,10,8,22,38,22,10,8,16,36,30,10,13,6,26,45,0,88,5,1,6,88,5,2,5,88,6,3,3,88,6,2,4,88,5,1,6,88,4,1,7,81,2,0,17,81,2,2,15,81,2,0,17,81,2,1,16,81,2,2,15,81,3,1,15,81,1,1,17,96,0,0,4,96,0,0,4,96,0,0,4,96,0,2,2,96,0,2,2,10,2,23,65,10,4,49,37,10,5,18,67,10,5,44,41,10,5,4,81,10,5,7,78,10,0,47,43,53,0,33,9,3,2,11,1,1,1,27,59,11,1,88,0,14,1,7,78,14,0,60,14,2,1,1,8,14,0,35,15,22,14,14,2,11,42,20,11,14,0,17,65,4,16,0,12,68,4,77,0,15,8,51,1,46,2,82,0,15,3,56,1,17,26,96,0,1,3,93,1,5,1,16,3,1,1,13,13,53,16,0,0,2,10,19,53,19,2,29,33,10,7,19,0,4,7,18,52,19,0,13,17,19,32,70,6,18,6,70,10,8,12,70,8,12,10,20,1,35,44,56,0,24,20,77,1,0,1,5,5,2,0,9,42,0,5,5,3,6,2,1,7,5,0,1,1,0,1,4,17,37,2,31,30,0,0,37,1,2,8,5,14,13,19,1,38,2,2,39,19,38,1,5,27,17,7,5,3.7037037037037033,3.6142327073222695,1.9,0.9944289260117531,14.543859649122806,2.7520782759748554,2.2241379310344827,1.0267151409428315
HU,HUN,Hungary,Vas,2021-01-03,2020-12-30,100,0,0,0,0,20,100,640449.2665331246,77,0,0,100,0,9,91,0,1,99,0,14,86,0,8,92,0,4,96,0,2,98,0,1,99,0,2,98,0,0,100,0,3,97,0,13,87,1,3,96,0,6,94,100,0,0,0,91,0,1,8,99,0,0,1,86,0,0,14,92,1,1,6,96,0,1,3,98,0,0,2,99,0,0,1,98,0,1,1,100,0,0,0,97,1,0,2,87,0,1,12,97,0,0,3,94,0,2,4,0,0,7,93,93,0,2,5,0,0,30,70,70,0,3,27,97,0,3,0,97,0,1,2,0,99,0,1,0,3,0,14,83,100,0,0,0,0,0,0,1,26,27,26,20,2,12,20,49,17,2,12,32,35,19,2,9,31,40,18,2,12,8,42,36,2,13,2,29,54,0,86,8,1,5,86,7,3,4,86,4,4,6,86,8,0,6,86,6,2,6,86,8,2,4,79,1,0,20,79,1,1,19,79,1,2,18,79,1,0,20,79,1,1,19,79,1,2,18,79,1,0,20,95,0,0,5,95,0,0,5,95,0,0,5,95,0,3,2,95,0,2,3,3,5,20,72,3,3,56,38,3,5,18,74,3,3,64,30,3,4,3,90,3,4,6,87,4,1,57,38,43,0,45,8,1,3,4,1,0,7,23,65,4,1,94,1,5,0,14,81,5,0,70,14,1,3,1,6,5,0,31,26,28,10,6,1,7,47,26,13,7,0,21,70,2,11,0,18,68,3,81,0,13,6,45,0,54,1,82,0,18,0,37,0,29,34,97,0,1,2,94,0,6,0,11,2,0,0,12,26,49,11,0,0,2,9,21,57,11,0,43,35,5,6,11,0,6,17,13,53,11,1,9,30,15,34,61,4,25,10,61,8,9,22,61,6,22,11,12,1,33,54,46,0,29,25,74,2,2,1,1,6,3,1,10,41,1,2,5,1,5,4,2,5,7,0,3,1,2,7,4,10,21,1,37,41,0,0,21,1,3,11,19,10,18,15,2,23,2,19,40,16,23,2,11,26,24,7,7,2.625,2.485441480871901,2.857142857142857,1.3451854182690985,14.171052631578949,3.8760397586359097,2.2465753424657535,0.9829211271314395
HU,HUN,Hungary,Veszpr<c3><a9>m,2021-01-03,2020-12-31,100,0,0,0,0,8,99,470116.7480952285,72,0,0,100,0,11,89,0,1,99,0,16,84,0,14,86,0,7,93,0,7,93,0,0,100,0,4,96,0,3,97,1,1,98,0,10,90,0,2,98,0,8,92,100,0,0,0,89,0,2,9,99,0,0,1,84,0,2,14,86,0,1,13,93,0,0,7,93,0,0,7,100,0,0,0,96,0,1,3,97,0,1,2,99,0,1,0,90,0,2,8,98,0,1,1,92,0,1,7,1,0,3,96,97,0,1,2,1,2,29,68,71,1,4,24,96,1,3,0,96,0,1,3,0,99,0,1,0,8,2,14,76,100,0,0,0,0,0,2,1,29,25,21,22,9,4,21,47,19,9,4,31,41,15,9,6,22,45,18,9,6,10,39,36,9,6,5,34,46,0,86,2,1,11,86,2,4,8,86,2,5,7,86,2,3,9,86,2,2,10,86,2,3,9,63,3,0,34,63,4,0,33,63,4,3,30,63,3,1,33,63,2,5,30,63,3,3,31,63,3,1,33,91,1,0,8,91,1,2,6,91,1,1,7,91,1,1,7,91,0,4,5,10,0,13,77,10,1,37,52,10,2,12,76,10,1,57,32,10,0,1,89,10,1,3,86,11,0,51,38,49,0,36,11,1,3,12,1,1,8,24,54,12,0,88,0,12,0,8,80,12,0,52,19,4,4,0,9,12,0,27,23,32,6,12,0,11,33,32,12,12,0,22,65,1,14,0,16,69,1,87,0,9,4,63,0,33,4,88,0,12,0,44,1,25,30,99,0,1,0,97,0,3,0,14,1,0,1,7,22,55,14,0,0,1,8,25,52,14,1,37,36,7,5,14,1,5,11,22,47,14,1,11,25,17,32,65,3,21,11,65,4,7,24,65,3,12,20,16,1,37,46,54,0,24,22,78,0,4,0,1,0,1,0,16,41,0,1,2,3,4,0,1,6,14,0,2,3,2,4,3,14,26,0,30,43,1,0,26,1,2,12,12,15,18,12,2,27,1,9,32,31,27,1,12,27,20,12,1,1.9230769230769231,1.2005396897057192,3.5000000000000004,0.7071067811865476,14.416666666666666,3.0198871352848857,2.2916666666666665,0.9106181154098989
HU,HUN,Hungary,Zala,2021-01-03,2020-12-31,100,0,0,0,0,15,99,408969.1281910214,71,0,0,100,0,12,88,0,4,96,0,14,86,0,12,88,0,4,96,1,0,99,0,1,99,0,0,100,0,3,97,0,2,98,0,11,89,1,1,98,1,10,89,100,0,0,0,88,1,1,10,96,0,1,3,86,1,3,10,88,0,0,12,96,0,1,3,100,0,0,0,99,0,1,0,100,0,0,0,97,0,3,0,98,0,0,2,89,0,3,8,99,0,1,0,90,0,2,8,1,0,8,91,92,0,3,5,1,0,27,72,73,0,10,17,90,3,7,0,90,0,2,8,0,98,0,1,1,11,0,12,77,100,0,0,0,0,0,3,1,26,24,23,23,7,3,22,47,21,7,4,34,33,22,7,6,25,39,23,7,8,13,29,43,7,8,6,18,61,0,89,3,1,7,89,3,2,6,89,2,6,3,89,3,1,7,89,3,0,8,89,3,1,7,79,4,0,17,79,5,0,16,79,4,0,17,79,4,1,16,79,4,3,14,79,4,1,16,79,4,1,16,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,9,1,18,72,9,0,51,40,9,2,15,74,9,1,47,43,9,1,2,88,9,1,6,84,11,1,39,49,61,0,28,4,4,3,11,0,0,5,37,47,11,0,89,0,11,1,11,77,11,0,63,8,5,2,1,10,11,0,29,26,24,10,11,1,10,38,25,15,11,0,23,64,2,12,0,13,71,4,82,1,11,6,49,1,48,2,85,0,14,1,53,1,19,27,98,1,0,1,94,0,5,1,14,1,0,0,4,20,61,14,0,1,0,5,15,65,14,1,30,37,7,11,14,0,8,12,16,50,14,0,12,28,25,21,60,2,29,9,60,9,9,22,60,5,19,16,15,1,34,50,50,0,29,21,72,1,2,0,0,7,0,0,18,39,0,5,4,4,6,2,4,5,8,0,2,0,3,4,2,12,29,1,27,43,0,0,29,0,4,3,13,16,20,12,3,29,3,9,36,23,29,1,10,21,23,12,4,2.8846153846153846,3.253637018192694,1.875,0.6408699444616557,14.159420289855074,3.1089206960435884,2.3088235294117645,0.8683034228108106
HU,HUN,Hungary,-99,2021-01-04,2021-01-03,100,1,5120.595472859071,1,5120.595472859071,9,91,384577.159893751,48,5,1,94,5,13,82,3,4,93,2,15,83,5,10,85,4,10,86,3,3,94,5,3,92,5,3,92,4,1,95,3,4,93,4,9,87,6,3,91,6,13,81,99,0,1,0,87,1,1,11,96,0,1,3,85,2,5,8,90,2,1,7,90,0,2,8,97,0,1,2,97,0,2,1,97,0,2,1,99,0,1,0,96,1,2,1,91,0,2,7,97,0,2,1,87,1,5,7,9,0,6,85,95,0,2,3,11,4,18,67,82,0,4,14,96,1,3,0,96,0,0,4,0,100,0,0,0,19,2,14,65,100,0,0,0,0,0,14,3,26,22,17,18,17,11,23,27,22,17,17,29,21,16,17,20,18,25,20,17,19,14,21,29,17,20,6,14,43,0,87,7,0,6,87,6,2,5,87,3,6,4,87,6,1,6,87,6,2,5,87,7,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,10,11,62,17,4,45,34,17,10,10,63,17,4,38,41,17,6,0,77,17,7,14,62,18,0,33,49,67,0,23,9,0,1,21,1,1,5,23,49,21,1,77,1,22,3,5,70,22,0,63,4,3,2,0,6,22,1,40,18,13,6,22,2,12,30,21,13,22,1,21,56,0,24,2,14,59,1,89,1,7,3,55,2,42,1,90,2,8,0,62,1,19,18,100,0,0,0,86,1,11,2,24,4,0,0,4,21,47,24,1,0,0,9,20,46,24,2,31,31,4,8,24,0,4,11,19,42,24,0,10,27,22,17,63,6,18,13,63,13,6,18,63,9,18,10,24,1,22,53,47,0,17,36,85,0,1,0,2,4,2,0,6,64,0,1,2,2,4,1,0,3,5,0,2,1,4,0,2,9,44,2,16,37,0,1,44,1,1,2,5,6,15,21,5,46,4,19,15,16,46,4,4,21,22,2,1,3.4482758620689653,3.8783852208338283,1.6,0.8944271909999157,13.711538461538462,2.8376774434388254,2,0.8751899489873673
